mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
474.1399_3.581,5197,NA,3800.7817,42516.18,NA,NA,NA,NA,NA,NA,1910.1799,NA,NA,3513.2993,NA,1043.6084,1115.0267,NA,NA,42197.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,35470.58,NA,NA,1831.3594,28155.61,NA,14776.238,NA,NA,2970.1602,NA,NA,2402.6624,1054.0311,NA,1324.1348,NA,NA,NA,12577.003,NA,11320.031,10082.094,9836.184,8994.619,10235.782,9640.901,10165.43,NA
227.1262_3.586,5199,2271881.8,2012366.1,2195768,2548624,2122463.5,2597871,1989732.5,3023592.5,2596986.2,2585048.5,2649730.5,1650226.8,2703769.5,1899612,2041765.5,2167792,2258920,2657712.5,2375641,2699785.5,2623231.2,2010021.4,2717952,2608433,1429230.1,2100058.8,2539988.5,2763680.5,2126996.2,1483475.9,2831086.8,2794881.5,2268024.2,1995553.9,2640037,1933195.4,2830676.2,2866600.2,2888499.5,2778177.5,1931327.2,2693144.2,2296527.5,1905223,2655198.8,2053251.1,2230748.2,2284908.5,2709128.8,2311762.5,2265740.5,2235451,2324576.2,2333483.5,2616499.5,2671505.8,NA
458.145_3.604,5200,1041.8785,26625.883,544347.7,1770.1729,NA,NA,2209.8657,NA,1650.5457,4355.116,1875.4093,NA,6838.2334,NA,NA,1006.7209,NA,NA,358329.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,606138.44,1133.7936,2893.4526,3037.3733,537764.2,1181.6051,92751.48,NA,1631.1973,8884.315,1421.9862,NA,2016.1953,2030.4786,NA,1476.1245,2130.522,NA,NA,95474.695,NA,91071.35,91934.21,99032.766,95493.6,90756.01,108227.484,111561.305,NA
229.1547_3.637,5206,114835.83,97740.62,122935.516,128532.12,85008.28,157264.28,83083.44,190792.45,130092.35,116452.45,136650.52,49228.133,142344.7,93273.414,65235.63,82875.36,83833.66,135360.75,96260.414,145151.22,148833.62,63295.113,147821.38,153428.14,52062.066,83178.805,129046.1,147536.22,82774.55,58062.918,125616.82,157321.02,116499.45,103947.59,149747.75,86203.08,129125.56,176928.06,152938.52,155689.3,86215.79,175800.1,117747.54,119376.8,136285.17,109973.39,97162.13,85264.33,163705.84,88147.984,85259.96,86600.61,84790.09,94678.5,117889.21,149511.5,NA
418.1637_3.622,5220,NA,NA,NA,NA,NA,NA,1603.5364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1719.1008,1012.9834,NA,NA,NA,NA,NA,33329.438,NA,1249.7664,1150.1809,NA,60218.688,1266.2897,39078.297,NA,1533.2893,NA,76980.37,3572.7346,1216.1818,3176.0007,3523.3977,3844.9263,3062.1458,3756.384,4136.9653,4190.838,NA
228.1283_3.587,5223,182599,175644.31,181293.61,216905.28,176916.44,208715.83,170232.73,239178.88,212515.73,214987.39,220755.58,150256.36,222794.11,173568.81,179858.2,184124.4,183447.92,207131.31,194349.02,228254.19,212065.3,173832.33,213800.06,211212.61,134281.77,176485.72,203587.66,229773.34,178070.61,136003.56,226281.34,232172.11,180947.77,174541.4,221492.08,169604.53,225972.83,232653.92,231549.9,221670.28,166173.72,218378.03,182892.61,165708.83,212310.83,176199.81,183746.7,193043.38,212753.92,187866.64,183404.66,183594.39,185141.48,186898.42,214215.45,212043.53,NA
94.0652_3.646,5240,3088.3608,NA,NA,4839.0283,NA,NA,NA,1601.5251,4154.001,5850.4775,1189.0466,1201.8866,NA,NA,NA,NA,NA,NA,NA,NA,NA,77189.84,1114.4453,NA,258973.12,NA,NA,NA,NA,1489.4749,NA,NA,NA,NA,NA,NA,1249.7594,NA,NA,NA,1215.3053,NA,3088.1094,NA,NA,NA,2361.6943,13081.975,2022.556,10715.692,12150.451,10198.774,10158.7705,11868.091,12880.156,14893.204,NA
577.2497_3.628,5244,8973.693,2757.2126,1496.172,7380.814,8064.1973,15330.055,6656.831,9724.928,3334.9014,8598.254,5378.1187,2109.224,2234.29,3345.1736,6013.6836,8983.612,4177.3755,10003.649,8717.005,7535.976,6266.666,15580.173,11732.383,35672.89,10029.711,1118.6947,5685.847,12564.557,6569.0083,1672.52,3370.249,9860.943,3815.25,2783.0532,3661.187,1352.0227,13744.218,35732.02,11804.481,15953.715,2855.1953,7502.5264,5953.2114,1328.9088,14425.11,5776.721,2261.296,5649.15,19690.783,6778.4307,6748.735,6651.2773,6289.9585,6819.283,8732.484,9196.646,NA
322.1415_3.674,5251,NA,1052.0459,11746.455,NA,NA,NA,1220.1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6707.5156,NA,NA,NA,NA,NA,NA,NA,NA,NA,126269.19,NA,NA,1101.8055,19656.646,NA,NA,1187.28,NA,NA,NA,NA,1014.3274,1816.3947,1295.3187,NA,NA,NA,NA,1175.4364,1152.4475,1029.7324,1954.0544,1330.8162,1323.534,1752.1675,1639.0314,1588.0541,NA
251.1134_3.627,5253,10996.614,NA,NA,21029.203,NA,NA,1361.0708,5191.7407,13728,20724.07,1047.8584,1117.3195,NA,NA,NA,NA,NA,NA,NA,NA,NA,137880.66,NA,NA,276045.94,NA,NA,NA,NA,5514.499,NA,1007.9022,1479.8662,2113.246,1189.9646,1048.8444,7274.4263,NA,NA,NA,2825.0005,1274.8962,10234.816,NA,1368.6571,NA,10326.206,52215.305,9344.32,49492.406,50442.65,50380.297,49511.52,53755.273,65906.98,70300.22,NA
390.1426_3.685,5254,1276.2241,1635.8247,52385.605,NA,1396.7478,NA,NA,1416.1158,1441.1238,1463.2742,NA,1621.6738,1333.5209,NA,NA,1689.866,NA,NA,28776.434,1267.8662,NA,NA,1039.6437,NA,NA,2251.5762,NA,NA,160206.73,1050.0022,1063.0168,1190.676,64006.53,1007.1541,3741.2405,1147.2588,NA,1609.3845,1347.1094,1278.0973,1872.025,1504.0322,1368.2712,1169.352,NA,1435.722,1147.8018,4012.3716,1216.326,4847.0483,5995.0527,4044.613,5256.164,6375.6504,6255.465,7665.9385,NA
390.2406_3.648,5255,1007.61017,1108.0669,1529.5652,1456.8091,1008.99927,2153.5679,1144.8687,NA,1242.3057,1064.9592,1012.37665,41372.62,2483.6765,1205.9928,2202.0017,3177.47,NA,2291.297,1020.9443,12523.72,7289.4795,1247.8668,1982.0946,NA,NA,31064.197,15894.343,7366.0415,NA,NA,1895.4833,2356.9048,NA,1306.6338,1447.6001,1383.0029,1146.752,1165.0613,1480.5817,2439.2708,1648.5295,1809.3663,2109.325,1465.28,NA,NA,1003.5217,2677.8213,NA,1859.4222,1055.0073,2181.6738,1868.3423,1698.287,2253.9092,1907.4385,NA
352.156_3.697,5263,NA,NA,8129.1074,NA,1279.8256,NA,1289.8699,1563.3925,1410.0817,NA,1089.6978,NA,1290.4308,1202.9729,1204.3593,NA,NA,NA,2582.5027,NA,NA,NA,2116.474,NA,1709.6472,1040.2676,1604.1428,NA,61201.785,1052.9849,1618.225,1155.0414,8960.677,NA,1618.6813,1245.6423,1422.1372,1191.739,1244.409,1081.2678,2226.9607,1089.5638,1226.8041,1164.3368,1674.0375,NA,1279.6348,1658.5654,NA,1899.7148,1995.1855,1945.5403,1815.2361,1993.4304,1989.2631,1840.741,NA
138.0549_3.649,5279,100063.12,7244.115,2114.6108,162770.58,1189.1359,1912.7544,4536.521,42594.22,116435.39,167261.33,2263.8489,3422.6582,2222.856,2323.28,3595.3098,3145.7307,3930.7078,1339.3689,2146.4443,1896.5685,5391.1777,1399209.8,1213.5195,1823.8324,3182581.2,1978.2544,1197.1727,2539.2744,5041.5273,46593.668,2255.0405,13919.715,8292.259,7946.717,5454.9087,3635.8772,34571.234,1024.1904,2211.3044,1820.0297,13560.416,8576.257,71252.695,2136.486,2988.4653,2328.7197,63693.906,520061.75,62210.297,515275,530315.56,497935.78,524188.84,495833.72,696656.1,749220.4,NA
297.1228_3.628,5287,2957.388,3301.3066,12013.406,3956.57,3478.6743,2816.706,5950.645,6554.7676,6057.368,3090.2275,3825.2097,2928.6458,12075.481,2378.6907,2533.6868,2872.4773,1538.924,2797.0225,3308.0425,2332.6772,5208.3594,2478.5833,2164.6074,3408.3606,4867.4453,1969.3788,2517.1433,4175.0415,9639.012,2723.2268,4195.132,6235.31,13847.063,2243.3298,5013.7534,2865.2234,9898.0625,5529.239,11838.474,2606.227,3832.186,14757.74,3672.1257,2861.511,5491.233,2295.4714,4696.3423,3394.1633,9026.718,4014.2708,3534.7124,3425.4143,3652.5312,3638.5225,4272.7075,4613.1104,NA
407.3625_3.657,5291,1178.9185,NA,NA,1198.5845,NA,NA,NA,NA,NA,1680.3689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12137.999,NA,NA,23654.768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4084.3208,NA,5224.9688,4839.6406,4319.2373,4144.5312,3871.923,5420.8877,6425.8228,NA
248.0219_3.653,5293,NA,1192.7026,75291.664,NA,NA,NA,NA,NA,NA,NA,NA,NA,1490.1384,NA,NA,NA,NA,NA,23160.166,NA,NA,NA,NA,NA,NA,NA,NA,NA,16064.761,NA,NA,NA,20797.303,NA,2690.3567,NA,NA,NA,NA,NA,1111.9044,NA,NA,NA,NA,NA,NA,3050.7854,NA,3233.3796,4094.3403,3047.8567,3471.4265,3652.173,2842.9314,3892.5916,NA
281.1496_3.679,5300,4817.7407,1746.1405,1175.5929,NA,NA,NA,1407.2876,1261.3287,2595.427,3294.2031,1187.1001,1568.4015,NA,1445.6002,NA,1181.2491,NA,NA,1058.1415,1448.4391,1568.3706,35622.902,1001.97284,NA,14033.453,1097.7534,1202.4291,NA,NA,1280.9415,1248.1954,1402.135,1035.2523,1166.93,1119.1398,1142.2078,1481.4973,1169.0273,2095.696,1062.562,1902.6,1690.2249,3317.5315,1345.2346,1457.4923,NA,1446.7584,7478.5845,1922.9147,6489.7627,6315.8438,5620.137,6876.5776,6597.844,9143.881,8887.47,NA
464.1909_3.664,5302,32600.639,12765.936,6510.0347,16767.336,25834.623,38284.562,22074.924,18962.797,7965.662,16198.046,13130.473,5246.904,4450.0176,12302.337,35599.914,26786.371,17114.479,27209.648,34250.48,26501.326,21724.455,41623.465,27190.844,112141.48,28895.729,3650.0127,14777.959,27591.19,41570.266,5067.1704,10984.439,33976.137,20805.092,14907.316,9818.139,5481.9297,22724.447,82048.21,34397.387,38891.17,10645.611,22482.227,19902.176,3963.4922,41935.2,18934.502,7010.7866,25615.178,54639.625,27117.498,27098.98,26460.727,23635.309,29287.047,29889.928,31167.326,NA
181.0719_3.655,5303,2392.24,2693.73,1235.477,7337.926,6836.1,4862.629,63081.996,11723.508,20153.496,42530.496,58143.55,64618.3,NA,37636.297,2025.4683,7935.613,10608.345,48764.69,32387.658,19018.11,13611.595,2770.6333,5676.038,22789.45,10740.761,68278.74,41881.71,5241.7944,NA,108647.82,32539.809,23751.111,NA,76938.01,66879.54,69948.15,81820.34,23230.89,66338.81,NA,38821.848,103640.05,49296.906,137372.25,32382.018,63858.977,37459.008,42328.367,10320.303,38439.023,36669.4,42211.38,41993.074,39462.918,39980.67,39615.82,NA
199.0825_3.657,5308,2536,2556.869,1224.4233,10084.806,10057.573,6026.826,79147.8,13874.733,26363.607,49110.117,65662.04,81659.74,1885.0625,45078.26,3256.412,11411.633,15556.956,58832.375,37444.008,26455.291,18102.549,3270.2654000000002,8601.816,28756.445,13145.572,83848.32,44116.53,6506.1387,NA,131616.94,42483.086,29098.414,NA,82879.73,81758.53,86346.31,97957.7,28355.684,84738.76,NA,46468.293,119284.13,62595.24,153912.03,40469.504,80345.47,45580.934,48075.977,13222.444,48574.11,49319.547,49282.81,48095.18,48647.984,45950.742,48606.23,NA
512.2233_3.668,5310,NA,NA,NA,NA,NA,NA,NA,NA,1036.4879,NA,NA,2335.7903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1444.3678,NA,1359.622,NA,NA,NA,NA,NA,NA,NA,1112.4877,NA,NA,NA,NA,16642.734,NA,2300.8147,NA,1074.8313,NA,25228.057,1589.1073,NA,1681.0493,1758.1302,1506.8049,1996.5826,1932.1378,1922.2316,2160.6677,NA
296.149_3.657,5313,16262.634,18060.51,19323.021,30397.535,13634.843,13357.139,17846.832,23680.605,28762.316,26205.953,23907.453,17472.664,17982.322,84272.01,11063.389,7654.2544,30379.23,32879.305,15974.493,25014.107,33153.76,5085.246,12830.724,11986.071,3265.508,33930.266,20479.512,15276.174,21862.066,32820.906,22558.406,31321.271,15800.794,31888.863,19382.12,17490.047,15775.131,22666.33,48394.75,11301.647,26873.113,79548.21,33163.79,33211.71,24290.555,33039.457,21474.143,21819.857,18222.633,23296.55,21592.07,21279.633,22359.027,22123.068,27148.979,28445.092,NA
337.2844_3.66,5319,2322.1023,NA,NA,2915.2844,NA,NA,NA,NA,3235.4563,2478.3394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32222.057,NA,NA,57271.992,NA,NA,NA,NA,1813.3196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1311.3907,NA,NA,NA,NA,12467.942,1801.2273,11120.961,14880.137,12211.013,13210.92,13065.163,14603.615,17770.879,NA
468.2219_3.666,5320,2800.022,2030.5283,1976.4824,1587.4471,1073.8313,3229.914,1008.2814,2223.378,NA,1485.9802,NA,1669.8882,1828.5903,2007.0662,NA,NA,3317.0957,NA,NA,2948.4712,5488.713,2583.8826,2807.6763,27252.18,7549.5835,NA,5507.48,6069.4746,7609.763,NA,1722.1615,5799.9375,4028.024,1536.6265,NA,1815.9451,1709.2963,6427.253,1005.92645,NA,1870.5067,3528.5293,4410.4517,1120.877,1876.3682,1422.8368,2531.4004,3839.3337,21142.031,3863.1243,3929.3572,3530.7324,4114.5386,6075.1953,4112.92,4335.9854,NA
514.1703_3.665,5340,NA,5032.6035,22305.861,NA,NA,NA,NA,NA,NA,3192.906,NA,NA,2532.148,NA,NA,NA,NA,NA,34033.695,NA,NA,NA,NA,NA,NA,NA,NA,NA,11520.544,NA,NA,1043.6365,17577.857,1210.3492,14609.328,1073.7747,NA,2015.0322,NA,NA,NA,NA,NA,NA,1443.2373,1071.0056,NA,12968.235,NA,14450.555,13840.817,14780.087,16913.9,14640.665,20384.049,21953.041,NA
243.1341_3.697,5342,2855.232,2550.593,2066.6895,3516.815,2223.217,1681.3086,2947.92,3375.013,3866.1414,3026.9456,1625.7266,NA,NA,2380.0283,2333.6265,1815.0557,1308.6628,1388.3986,1126.3976,1330.9253,1342.1919,20297.217,3193.9006,1528.9596,45088.09,1228.006,1262.8529,1853.4126,1744.5886,2568.0586,1215.3782,2366.3308,2058.8872,1793.0662,1795.0287,2490.102,3150.7751,2152.029,4058.0376,1857.8958,3422.0413,3099.5442,3935.2524,2249.4285,4044.1514,1776.9242,4021.7073,12864.174,4142.411,12280.954,10394.032,12676.105,10933.799,11902.488,13328.066,16300.811,NA
170.0923_3.67,5351,49241.402,39168.918,38037.125,116221.16,18063.207,50666.098,42550.62,80558.125,66055.78,82022.97,53118.64,32377.521,34470.484,32727.9,14179.795,12938.272,23462.297,49487.85,53515.76,26500.684,29557.574,34545.707,34205.43,46791.734,22957.25,33465.25,46471.61,44908.363,24853.57,13250.839,55872.22,33142.945,33717.395,18352.428,49949.15,80426.055,81835.92,47964.324,95300.32,12257.789,62083.4,76813.86,50488.508,22180.97,100707.18,15107.594,125207.24,42118.004,66875.055,41533.574,39367.11,37726.96,37938.715,40174.56,45621.914,48058.766,NA
484.2336_3.666,5365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2289.2283,NA,1298297.2,NA,NA,NA,NA,754945.44,NA,2024997.9,1229.6327000000001,NA,NA,1082394.1,90026.25,NA,83266.96,92986.79,83602.72,88588.305,87878.164,110033.48,124041.336,NA
486.2371_3.708,5367,1044.367,1253.4187,NA,1464.5209,1885.0554,NA,1511.1005,2461.507,NA,1631.0002,NA,2214.9614,NA,NA,1423.5039,1389.5159,2778.715,NA,NA,NA,1548.6677,NA,NA,NA,1349.7635,1372.4114,1183.6093,1918.1837,NA,1022.56396,1110.498,1000.4231,1105.2367,1199.9808,1526.2587,77486.305,1778.4376,1236.3269,1582.4049,1098.5743,45220.836,2592.9507,106808.56,NA,2493.339,NA,63352.523,8836.667,1529.0007,6580.3394,6766.6426,7001.8203,7276.0703,8224.79,9267.826,9416.033,NA
260.1646_3.678,5369,NA,NA,NA,NA,NA,NA,NA,NA,1092.095,NA,NA,NA,NA,NA,NA,NA,1247.2025,NA,1021.24066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48196.832,NA,1218.1293,1009.3537,90155.7,NA,NA,NA,NA,NA,NA,NA,1448.1268,NA,124550.15,1339.8323,63703.066,NA,9436.137,1059.3534,9780.152,8864.561,9032.817,9657,9030.787,11387.804,10590.224,NA
232.0273_3.67,5370,NA,4242.185,411566.28,NA,NA,NA,NA,NA,NA,1349.4772,NA,NA,2830.2131,NA,NA,NA,NA,NA,144686.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,198841.02,NA,NA,NA,205674.67,NA,15611.79,NA,NA,1611.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,26026.307,NA,25217.654,25168.547,24423.05,25225.314,26231.021,25070.764,24252.775,NA
330.1905_3.683,5371,6589.067,22311.266,33610.113,18594.512,13856.224,14126.83,27253.89,61899.17,25920.543,22228.992,12931.184,7081.448,35126.195,38533.004,10134.991,10465.703,36842.754,10822.126,13727.174,13408.589,11018.89,4264.8853,13840.78,12152.125,5590.3867,21189.906,11389.398,12162.547,36229.895,13704.628,16362.614,29916.92,32027.969,27176.453,17590.707,14100.909,25437.229,46799.594,29114.96,20728.246,16634.41,54857.93,20429.094,45555.77,44796.86,27427.955,16444.404,20968.73,17617.67,19191.957,19882.082,20324.13,19392.963,19864.86,25402.516,25673.465,NA
247.1439_3.672,5373,14777.637,92720.14,227969.86,35562.707,36243.83,23418.326,44947.69,162311.38,30505.336,29354.945,78969.61,150363.64,249656.33,153999.25,18366.746,34048.17,73797.89,64851.3,32118.912,194877.58,278023.2,8577.055,14848.837,19153.7,5912.1274,180392.2,342305.72,282934.2,95843.125,89283.15,14888.428,88672.29,121304.4,123415.08,48339.08,42634.344,65524.598,39268.47,166644.81,62257.03,14757.176,178723.28,25693.422,106963.9,51639.387,102242.17,20489.578,97019.83,25669.133,96278.914,95766.055,95916.05,93776.68,92094,128145.5,131962.72,NA
152.0705_3.686,5384,NA,1441.8865,189058.47,NA,NA,NA,NA,1449.884,NA,NA,NA,NA,2066.4492,1096.4252,NA,1902.1772,NA,NA,49887.797,NA,1018.2001,1111.84,NA,NA,1820.7631,1029.948,NA,NA,82603.55,1885.3143,NA,1538.461,93559.96,1439.5024,3325.6455,1186.641,NA,1203.4786,1349.6014,NA,NA,1726.165,NA,2110.273,1860.0762,1103.7344,1084.9897,7161.179,NA,8578.414,6959.137,6487.2456,6394.8154,7924.038,6680.869,6507.4614,NA
300.1564_3.706,5389,1407.4908,1533.3075,1741.7151,1650.1216,2141.1357,NA,5095.0063,2786.0095,2420.1367,1256.2233,1100.9761,1540.3237,1368.4716,1863.9934,3189.316,3527.0408,4011.889,NA,2120.978,1355.2043,1902.9893,NA,1359.2578,1151.1698,NA,NA,1252.7552,1813.6807,3008.361,21442.836,1331.7686,2842.7722,2114.0745,31695.951,1194.8135,1524.0741,4397.4927,1064.8009,7357.565,1814.6315,1260.2062,3860.0027,5982.287,37627.28,10395.543,24801.053,1781.7571,4337.7603,1926.3745,3774.527,4221.7583,4084.2048,3954.741,4247.6963,6593.3994,3889.556,NA
184.0621_3.682,5405,4630.2354,5171.6304,11173.129,5429.2207,6003.978,4403.111,11282.518,10514.619,7646.3223,5859.7886,7781.731,5112.4443,15571.289,6952.6704,3772.1602,6166.2744,4871.213,3925.787,5955.0073,5168.854,10260.455,4417.321,1942.6969,6758.749,9489.317,3735.0679,3964.012,7023.76,10836.743,6448.695,7100.0264,11349.776,17885.896,3837.8718,9734.517,4995.4683000000005,9907.701,7148.601,16199.366,3853.4072,4525.6865,19609.549,8192.159,4508.444,7999.0825,4324.6045,7172.8203,7935.4907,11561.1,6874.9204,8418.635,7170.891,8097.497,7972.2476,8040.134,7436.085,NA
437.12_3.692,5406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3548.9111,NA,2715.2932,NA,NA,3559.0366,NA,NA,NA,NA,NA,NA,NA,1872.0115,7141.5645,NA,2432.219,NA,NA,NA,NA,NA,1499.2355,1154.2816,NA,NA,NA,NA,NA,38088.883,NA,NA,NA,NA,1001.0184,65577.01,2808.118,NA,2895.5522,3612.5212,2545.6636,2961.9294,2639.8047,3180.0303,3057.43,NA
299.126_3.683,5407,3464.6978,2243.5,6327.106,14807.84,6761.5625,6169.198,6979.0137,4438.578,28105.479,26892.518,2936.701,11246.186,10727.004,8251.007,4921.9395,2301.2053,15746.191,1304.6427,1684.552,6387.1177,8503.372,3970.4111,3419.8037,4022.8855,3771.4292,9914.118,21348.037,17374.707,5062.478,20042.715,13170.009,24446.861,3577.1074,13871.249,6755.5444,7676.915,8845.785,5259.449,9060.509,7425.563,10046.056,17825.959,4512.4375,17575.168,10494.721,4098.683,12306.002,10361.912,2711.031,9858.275,11818.092,8820.016,9310.6045,10786.866,9592.05,11606.35,NA
363.1439_3.693,5408,NA,NA,1299.8616,NA,NA,NA,NA,NA,NA,NA,NA,13554.697,NA,3506.8894,1172.7197,NA,1222.011,NA,NA,NA,NA,NA,NA,NA,NA,5088.49,NA,2650.362,NA,NA,NA,NA,NA,1007.2522,NA,NA,NA,3546.885,NA,NA,47629.375,NA,1253.3591,1233.7278,1276.3208,NA,51881.1,4086.0288,NA,3967.438,3543.9834,3812.9038,4017.0398,4044.1638,4027.1853,4591.3643,NA
579.2641_3.674,5412,1800.804,3280.1875,1099.561,2731.624,4886.014,1974.3309,2672.5156,13667.985,1423.1317,1381.9875,1516.7484,NA,1369.0554,NA,2668.7524,3416.2366,4156.4214,1918.3564,1620.9528,1920.0284,1148.6947,3266.8223,1148.119,33442.977,6654.687,NA,1073.8596,1365.9003,3244.8628,NA,NA,9649.453,2613.6514,1050.1211,1316.7837,1035.0016,7452.045,24962.418,9538.636,6114.4697,NA,1418.3546,1703.4918,NA,9771.564,1444.1323,1541.1237,4837.238,13329.6875,4662.153,5365.8633,5642.855,5003.8335,5237.665,6843.515,6370.2925,NA
418.1962_3.695,5414,NA,NA,1543.5703,1386.0605,1015.30493,NA,NA,NA,1152.6301,1567.0082,NA,5398.712,NA,2898.1375,NA,NA,1243.3441,NA,NA,NA,NA,NA,NA,1010.2435,NA,5249.451,NA,2669.4802,1692.7338,1227.6239,NA,1063.1232,1134.5127,1367.4873,1053.8644,1392.4446,NA,NA,1242.972,NA,48119.47,1011.58246,1571.4271,1606.258,1660.4567,1589.7142,57819.77,3556.63,NA,4207.1597,3148.9236,3407.9065,3686.8367,4210.6143,3595.889,4203.289,NA
205.1261_3.722,5421,51398.836,26222.156,38211.76,27395.467,147870.94,63613.63,51446.293,20922.883,16122.037,58677.812,141438.2,50012.875,48335.05,111652.34,48538.44,15210.383,28368.006,170558.4,118185.12,53671.777,31451.543,57791.246,184667.47,51932.617,38669.344,45509.35,62964.445,108186.43,24488.705,30306.928,38081.773,51852.344,57156.316,29704.947,147758.34,12370.995,14342.814,149543.83,47231.152,177586.78,96554.77,177529.42,17043.408,13270.707,18988.58,183778.45,116427.484,67830.79,148381.1,62224.555,58890.652,69468.12,73835.68,60542.707,83752.67,82394.13,NA
381.1538_3.696,5422,NA,1010.4769,1862.445,NA,NA,NA,NA,NA,NA,NA,NA,6672.4404,NA,3248.8884,NA,NA,1598.9568,NA,NA,NA,NA,NA,NA,NA,NA,4481.9927,NA,2341.121,1028.6534,1671.7751,1104.1074,NA,1292.9413,1492.0667,NA,1100.411,NA,NA,1275.5784,NA,44715.457,1370.0015,1258.048,1408.4706,1556.1621,1017.43787,48696.273,3902.2393,1405.1571,3247.1965,3678.8801,3487.16,3832.7551,3717.3315,5669.838,3284.477,NA
134.1175_3.699,5435,33342.3,33128,14013.434,9664.918,35046.844,2598.9453,11635.039,124538.52,4077.9558,20862.088,62864.727,1768.2644,9432.473,46455.6,46503.496,36691.094,35997.902,2675.5825,48289.582,7386.043,19620.22,22107.83,2511.434,4310.0015,2218.4424,13100.212,3562.6985,6138.7046,2259.2695,25845.305,3648.5864,2220.9553,15358.705,53863.523,3802.5852,6370.3926,3783.5227,3459.2366,33723.125,23438.268,2270.647,8135.924,3190.2646,2012.0894,14355.102,15491.207,3008.1436,3080.42,7475.7866,3553.0486,3710.289,3041.8367,2773.582,3917.4229,3933.8071,5733.588,NA
454.1242_3.692,5439,1097.5186,1905.1975,NA,NA,5034.112,6593.55,6191.7188,47615.85,NA,NA,NA,NA,1020.24005,NA,NA,1568.4581,NA,NA,2237.8792,NA,NA,1399.1713,NA,NA,NA,NA,NA,NA,10281.487,1025.5885,NA,2234.3984,3350.2976,NA,1273.125,NA,NA,NA,16878.336,43864.203,2221.379,NA,NA,NA,NA,NA,NA,3006.0837,NA,2396.5974,2730.1038,2918.2307,3605.8086,3443.0623,4339.5996,3077.0593,NA
466.2051_3.697,5444,2525.205,4394.0044,1922.5468,2392.419,6361.7764,2823.532,5216.69,7902.04,1971.3805,1878.2563,2525.428,NA,2622.2288,1697.4952,4580.5654,5756.14,7535.0884,3631.5144,3802.957,2175.1008,2349.6694,5427.196,1589.0854,42539.035,15434.739,NA,1854.3112,2559.2915,12441.801,3196.934,1809.3455,17531.393,9327.407,6899.4087,1786.922,1066.4365,6469.4136,24265.7,10839.413,7085.0815,1508.1864,2852.4258,2727.1313,7167.1436,18256.262,6762.939,1542.5889,7695.751,14131.996,7594.4326,8975.473,7037.863,9062.448,9303.089,9578.329,10973.823,NA
