mz_rt,row ID,6104_U2_HILICPOS_19,6110_U2_HILICPOS_34,6108_U2_HILICPOS_27,6111_U4_HILICPOS_42,6101_U3_HILICPOS_29,6104_U1_HILICPOS_55,6103_U4_HILICPOS_53,6110_U3_HILICPOS_45,6111_U2_HILICPOS_35,6111_U1_HILICPOS_51,6105_U3_HILICPOS_39,6109_U2_HILICPOS_13,6108_U1_HILICPOS_44,6109_U4_HILICPOS_22,6101_U4_HILICPOS_14,6101_U2_HILICPOS_30,6110_U4_HILICPOS_10,6105_U1_HILICPOS_43,6105_U4_HILICPOS_47,6102_U1_HILICPOS_26,6102_U2_HILICPOS_16,6104_U3_HILICPOS_32,6104_U4_HILICPOS_12,6113_U3_HILICPOS_15,6113_U2_HILICPOS_31,6109_U3_HILICPOS_52,6102_U4_HILICPOS_50,6102_U3_HILICPOS_48,6108_U4_HILICPOS_18,6106_U2_HILICPOS_46,6111_U3_HILICPOS_54,6110_U1_HILICPOS_11,6108_U3_HILICPOS_28,6106_U3_HILICPOS_20,6105_U2_HILICPOS_40,6112_U2_HILICPOS_37,6103_U1_HILICPOS_21,6113_U1_HILICPOS_24,6103_U3_HILICPOS_61,6101_U1_HILICPOS_59,6112_U1_HILICPOS_38,6109_U1_HILICPOS_58,6112_U3_HILICPOS_56,6106_U4_HILICPOS_36,6103_U2_HILICPOS_60,6106_U1_HILICPOS_23,6112_U4_HILICPOS_63,PooledQC5_HILICPOS_11_1,6113_U4_HILICPOS_62,PooledQC7_HILICPOS_25,PooledQC6_HILICPOS_17,PooledQC9_HILICPOS_41,PooledQC10_HILICPOS_49,PooledQC8_HILICPOS_33,PooledQC11_HILICPOS_57,PooledQC12_HILICPOS_64,...63
193.1319_7.203,9471,1491.8794,1340.2909,1980.3158,1601.2645,1396.9148,1766.8003,2070.2522,2081.8767,1652.21,1258.8452,1597.1421,1570.3551,1637.3262,1468.4684,1147.259,1363.4064,1316.8162,2015.3438,1446.8931,2408.0005,2527.9023,1339.3645,2728.5212,1589.2665,1092.025,2059.5874,1880.1635,2339.0564,1883.1289,33528.055,1607.4075,2035.4102,1955.1807,31948.727,1560.5939,1739.2397,1207.8842,1607.0948,1899.5298,1383.3124,2500.0059,2177.167,1608.5934,64615.24,1493.04,23669.57,1010.00653,4149.006,1154.7821,4121.7266,5101.6206,4660.5557,4636.721,5293.0264,5864.503,5921.954,NA
256.0926_7.215,9477,3248.748,6681.5737,48422.69,2519.1719,20543.217,5453.862,7255.8164,10675.519,2670.2808,3703.324,20730.168,10397.779,37521.266,4384.1196,5529.505,30563.703,12316.768,4413.156,9052.553,8229.771,8912.082,4246.0254,20297.756,10815.965,23054.672,7207.3677,3054.4375,9579.143,58073.133,2487.6177,14433.751,23029.7,64765.453,3598.305,9438.305,1623.7546,3800.898,4238.9756,25892.195,34324.414,3667.862,18000.244,12364.356,3711.464,27231.42,11213.141,1544.1804,16631.3,22057.2,15727.292,14779.993,12858.105,14399.887,16073.267,19607.227,20079.098,NA
274.1032_7.233,9479,9212.739,5016.4917,9891.803,8248.165,5771.2544,10539.164,4141.071,4555.8315,10848.167,9159.3125,5691.492,73654.984,19057.908,17523.893,9804.632,9529.126,3610.122,4767.3105,4196.95,14119.127,13665.526,8054.0176,10476.827,11794.291,11886.455,38105.008,14604.739,9850.29,27914.61,4266.0024,11861.128,6526.4854,22667.045,5925.314,5661.1914,8789.536,10511.584,12402.638,8333.117,5965.7085,15690.287,37292.734,20566.672,6266.762,9318.541,6464.6025,9863.547,11702.173,12989.704,11568.396,9713.495,10197.104,10339.716,11262.626,12517.479,12285.042,NA
272.1239_7.242,9487,20708.795,11104.813,5475.4136,10017.655,16783.242,4528.4653,15686.039,26220.346,18343.322,47738.344,5337.3057,10951.1,23218.13,4779.632,16904.422,7105.4805,10144.744,12394.979,10510.651,13393.641,19269.328,9578.75,11293.068,17428.445,47823.297,7088.9507,18185.969,15037.473,5661.855,5403.5405,33830.188,11265.229,29674.604,2834.0916,12793.676,20688.676,12974.6875,31728.727,13150.78,20115.012,27339.332,16861.186,32140.398,3697.8015,11446.532,11576.496,21740.002,18846.004,16910.445,18103.6,16360.336,18180.965,15334.562,15355.326,21263.201,21053.074,NA
255.1338_7.244,9488,95714.75,34438.227,18623.627,36966.953,33373.85,23583.904,33434.062,49381.637,50444.727,47538.145,36586.695,65503.02,36289.44,50083.73,41976.383,22656.328,27400.025,31542.975,34987.977,29843.242,63836.59,31929.523,20294.127,49460.086,50615.76,44369.35,48431.29,46276.996,26033.701,20169.562,79493.05,45323.453,59767.453,11196.442,45118.574,32391.766,38517.18,53014.656,56985.8,39569.043,42010.54,45325.496,46369.75,23348.38,39146.008,36073.023,45698.473,40778.84,42529.105,40550.363,39712.402,41073.727,44847.934,41830.938,48148.824,52789.824,NA
224.139_7.26,9495,107944.95,74653.79,50179.02,55664.355,184867.06,94537.74,240159.67,119192,47755.2,45404.508,174208.2,67155.76,39769.414,60704.246,113610.97,218496.62,94353.32,174633.03,33393.055,76867.305,156846.61,147863.98,76498.62,68106.586,197685.7,71193.03,203392.39,84555.805,40053.51,57904.367,79295.85,162376.12,51769.355,147727.67,193826.05,68939.64,24419.621,192428.94,114111.85,80459.945,56648.01,61123.285,65567.734,49528.98,41728.84,127865.71,54641.543,114449.89,116601.875,105595.08,113742.64,110540.53,111838.64,113051.75,125649.53,128049.195,NA
278.1233_7.262,9498,25155.344,15951.088,21618.281,18804.025,17809.057,34885.4,14084.357,18720.232,24843.648,26704.469,15132.24,80557.98,33166.246,29723.795,29132.393,27862.844,14317.613,17019.344,14122.602,29038.14,33623.246,26797.31,33695.176,37416.09,33784,72334.8,27145.086,25153.713,65612.11,6292.9272,35859.08,27837.02,41450.67,9071.387,18556.809,20656.678,27311.424,38541.008,31483.611,29817.02,40825.93,66399.4,54557.85,8541.289,23672.404,11269.655,24842.432,28647.322,36851.16,33697.684,26426.59,26465.922,27548.473,26433.754,31433.889,34264.613,NA
242.077_7.275,9510,20481.197,25830.17,32043.209,32895.836,21584.258,35873.06,9969.863,27567.213,40447.75,36552.21,20987.643,11364.759,39892.617,13796.257,26351.932,22623.67,24892.062,18401.545,20325.732,27983.572,26498.805,21360.95,28914.809,29092.734,26567.78,15172.312,27153.03,30917.135,43336,10728.331,52670.754,33821.707,45424.258,14662.611,20832.648,17922.686,18848.957,30224.62,26000.889,27906.88,23142.826,13924.42,32844.344,11374.211,22086.258,16446.348,19211.164,31042.293,34533.41,25664.8,25887.79,25102.008,23298.553,24108.01,37124.47,35314.684,NA
205.0822_7.274,9511,37218.156,11735.434,131547.98,21086.457,19579.4,18693.268,44816.816,14546.885,27415.723,24371.06,28141.322,33782.45,20088.45,17246.459,14819.41,58311.816,16451.963,32376.96,24382.05,20024.504,47740.492,20113.938,32423.338,22923.902,27694.928,48293.066,13285.04,16703.48,26282.44,9997.7,34484.44,33506.5,24466.375,16095.268,14903.133,16321.14,21006.436,24781.936,52117.07,19728.33,18774.645,23877.252,74005.99,12633.751,15479.443,18536.658,16250.105,25910.834,26798.578,29637.848,28773.637,25592.945,24740.889,29929.824,24626.344,29874.252,NA
369.2493_7.282,9513,19258.516,14939.662,19270.53,19628.33,19607.48,27533.648,14232.874,22260.7,20987.309,24076.566,22777.479,20521.383,18652.781,20207.844,19641.66,20728.375,16505.445,22106.291,19707.402,33143.305,29891.748,21192.04,22060.484,23958.66,21747.854,20536.059,27938.924,28797.852,21853.145,27173.746,31108.54,24320.186,18496.41,40373.293,24227.896,19010.055,16660.668,34522.56,23399.377,23290.682,19980.035,25875.441,24369.342,32921.227,19872.148,37947.176,18432.533,22192.451,23779.615,22547.367,22636.705,21953.955,22161.666,20335.56,24513.607,27391.379,NA
287.244_7.296,9526,41854.316,35010.43,52960.883,36868.047,35238.38,83240.086,42279.707,49288.043,34646.105,35748.117,39792.55,99734.48,63587.527,67904.11,46455.71,50742.05,42247.73,55050.754,35383.395,56985.18,50544.08,59526.832,77992.41,67852.47,34915.375,85335.914,41511.438,39046.203,56583.645,47487.695,51189.6,56936.54,91343.7,86452.055,48754.324,51505.566,60058.887,67187.766,82570.89,54350.414,40136.516,106925.26,51076.65,94056.32,129782.625,98591.99,37342.816,55409.734,78742.78,53966.176,52604.98,53179.215,50803.645,51369.215,60519.32,62007.84,NA
283.1399_7.299,9531,32000.346,20084.367,34974.945,25246.508,19475.291,43267.117,12389.475,43546.62,38543.12,40242.344,20811.19,9199.879,27327.924,19490.383,31036.055,24834.266,31876.727,22804.941,16372.043,23863.82,23349.334,32994.266,39190.125,35911.04,29591.055,13818.863,22985.283,27167.053,33610.16,19009.879,43963.56,51798.26,30759.1,23360.383,20403.086,12819.02,14581.691,39635.33,34804.22,26679.5,17439.541,14760.673,28435.887,13699.9,15195.025,18022.8,10983.1455,28368.492,32476.781,30914.504,28591.406,27521.205,30381.855,25360.09,33259.94,34290.78,NA
239.1389_7.307,9538,74198.87,58542.312,12324.717,44868.99,44456.688,34663.348,45832.43,103151.33,52500.04,48325.723,30904.963,53007.98,23988.541,37882.035,48172.555,20441.148,36785.49,35044.46,27381.264,53371.43,88284.41,36559.402,21908.14,65826.96,78129.28,30738.188,82846.71,61259.613,28276.477,26104.73,135761.78,46070.62,41195.184,20714.168,49524.22,43108.066,63796.637,81889.92,46823.41,48183.863,50466.996,49640.902,46208.94,22247.488,48900.99,31629.809,36795.406,42811.85,34488.125,46109.195,51558.992,47093.688,47714.312,47218.777,50882.016,52799.33,NA
337.1426_7.325,9558,40182.57,36198.17,68378.64,37438.934,62074.48,61097.805,29088.723,54899.957,47220.613,38369.438,34135.707,42044.793,71649.63,40026.652,50923.055,48560.9,55479.61,33132.52,29249.113,81992.086,56684.086,51251.184,63520.098,66577.25,62275.152,49162.13,62604.703,77271.12,70925.53,34001.777,60368.57,59949.15,61558.516,42962.324,30957.09,41484,33333.453,58863.336,49590.906,79538.49,42635.957,60548.57,69256.99,43321.28,40457.66,70632.11,38729.035,49434.53,60213.234,49984.195,51503,49600.285,47590.37,48543.496,56392.996,58569.793,NA
373.244_7.33,9561,6065.1733,5691.053,3203.443,3201.3633,15474.657,5880.499,3260.2205,4455.1836,4976.667,5166.8003,16333.041,3406.4185,2465.6702,24060.006,10481.046,3409.34,4114.513,27345.578,12779.116,2816.5505,3188.0188,5583.5454,4027.5562,12948.603,5982.5566,3652.0376,18828.043,23146.89,3369.1826,15201.312,4794.4185,20296.115,5680.8774,14237.298,24698.965,3005.7312,2741.136,10350.7705,3609.7324,3606.913,3640.84,4547.9224,3725.9487,2991.593,3712.0305,58730.688,2859.2026,9103.155,7911.8516,11169.21,9773.542,8643.268,10310.976,9355.019,11560.712,12530.88,NA
209.1284_7.334,9568,49122.39,37077.95,24455.73,28132.63,36464.746,20949.268,56613.22,63730.605,40817.914,47462.668,34584.074,130628.48,26991.941,89411.82,39953.645,21258.18,48420.195,37162.14,27881.521,57138.55,84098.03,34702.367,30927.459,47474.707,60931.684,151309.25,86949.48,64598.375,35155.93,54744.17,57453.43,86061.56,36057.453,38638.51,50639.844,37196.676,61296.273,75421.18,85503.99,30855.307,45250.914,165671.56,31367.908,65558.07,49726.227,48564.53,31507.395,50302.234,62014.89,49256.78,56434.324,52420.92,48702.94,51277.785,59770.203,58179.062,NA
887.3642_7.332,9569,NA,NA,NA,NA,NA,NA,1137.4224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33407.543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57535.902,NA,NA,NA,63048.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,67354.99,NA,92415.39,NA,11424.911,NA,9745.08,9417.427,8896.021,11368.513,9282,11335.112,10363.008,NA
392.1188_7.332,9575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1035.2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45713.816,NA,NA,NA,82915.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,60267.797,NA,24033.707,NA,5296.611,NA,6498.35,5923.896,6250.366,5386.8843,6002.887,5805.148,4732.2207,NA
397.0738_7.332,9576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28014.803,NA,NA,NA,60377.184,NA,NA,NA,NA,NA,NA,NA,NA,NA,42978.324,NA,11102.621,NA,3616.6587,NA,3304.0913,2893.5767,3396.3228,2645.8923,2765.1602,4106.1445,3274.4658,NA
413.0473_7.332,9577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29109.938,NA,NA,NA,66952.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,45100.55,NA,11231.943,NA,3438.0308,NA,3501.5686,3417.2246,2564.4392,2913.1316,3245.166,3327.4287,3367.102,NA
179.1284_7.346,9581,84190.63,55376.363,88745.414,93949.98,66483.734,129008.94,51329.797,90341.93,84839.74,94346.48,85268.36,81981.86,81008.21,71750.336,63561.45,65813.2,74595.35,88581.48,77245.64,184838.47,166654.92,96417.23,107270.52,104443.85,91445.13,82407.51,156202.19,157574.84,79343.76,64764.13,139290.45,101857.484,76286.92,87005.53,94942.234,65431.613,65805.23,114244.53,88371.63,89930.87,70146.71,120236.305,96861.84,83780.41,78447.35,97272.16,62387.723,86605.48,109467.15,90777.81,83776.875,87783.07,84194.61,83516.34,104071.14,109058.69,NA
244.1655_7.349,9584,28694.312,28818.22,29817.096,33429.914,34971.68,38965.098,34623.246,37277.945,36636.887,43352.984,38213.15,54746.465,35864.23,43063.742,42011.2,38101.094,35882.73,38210.51,26504.32,36917.098,31676.107,30955.707,45558.145,48103.984,46043.06,59730.79,33567.68,38528.492,41321.81,23949.775,52761.59,41672.242,35724.13,31657.709,42330.42,50552.285,52389.773,65522.42,54469.348,46922.63,45561.055,75078.35,74553.58,30246,47676.22,34040.027,38804.812,44799.434,44993.758,44074.83,43785.066,37469.887,39286.023,39879.63,48512.047,49783.527,NA
357.2497_7.349,9585,194681.55,138114.2,191296.3,207942.11,154138.17,271506.16,124937.09,223154.61,210615.33,209154.14,206825.28,200892.83,182940.64,165342.78,155745.67,165315.05,167664.45,220241.08,172781.84,419234.3,388260.06,223294.28,233636.84,240079.48,210074.55,194731.81,355820.78,392519.84,193101.44,168887.52,294138.3,242440.44,190087.9,217204.39,216438.19,162818.23,168529.94,277319.06,204004.06,194933.53,174233.45,259068.64,222120.39,202846.1,189992.4,246798.27,147718.22,200798.12,234834.47,198783.3,208660.4,197582.48,208466.84,216653.48,237700.05,240511.02,NA
292.1687_7.349,9588,3632.455,1624.1273,8981.084,NA,4048.0295,8485.282,6820.9233,6883.459,3155.5427,1045.7965,3126.9197,1308.4818,31983.438,NA,11337.563,12006.105,4753.725,5683.7886,3120.0903,1860.5703,2532.545,10090.729,2580.955,3744.0742,1931.5057,1153.6202,2443.7925,2249.4297,53515.29,1094.2314,1392.3821,3382.1238,9807.69,1545.1969,8433.808,4871.3657,2751.3948,5753.108,1526.5265,5127.1284,3845.8665,2493.8203,2456.8462,1975.778,4651.42,1092.4005,1379.0323,6111.9023,2385.2107,5984.7217,7194.2485,5236.4116,5353.4966,6234.51,10212.062,6962.26,NA
450.1578_7.375,9608,6143.778,4532.93,9392.809,7351.9126,7868.9224,9694.592,7457.1777,6811.3477,9162.816,6932.46,8682.003,13631.67,12540.587,9472.946,10896.516,7738.835,5757.949,7089.596,6964.4453,8382.876,5427.6064,6230.6777,7339.9946,13590.66,9414.191,13513.499,5843.041,8645.256,12852.912,7822.1206,11996.152,6780.5884,11278.701,10650.523,8847.049,14683.215,14619.584,16238.634,14251.408,13443.353,15499.232,19239.898,22959.627,13039.714,16985.08,8243.311,12718.28,9960.587,12792.097,8620.234,10069.509,9537.474,7571.5317,8861.187,13564.807,14798.9375,NA
285.1557_7.39,9622,119836.875,92308.63,81454.42,142232.53,74280.67,185929.22,55774.945,168588.39,194661,182232.1,78701.125,50383.7,94913.766,46610.86,80508.336,76145.04,140923.39,82605.59,52440.562,176499.44,144420.75,139359.08,182593.27,148307.81,109961.836,62000.23,145442.95,176570.06,102416.05,77201.03,233286.45,173996.48,95332.62,88373.484,87410.45,63376.99,105390.21,173017.62,99190.58,110817.8,66404,67640.375,97602.23,112643.125,97460.1,126417.66,52889.44,116737.17,129457.39,113790.266,124262.984,113565.33,118454.984,119467.99,144223.4,146309.05,NA
145.1699_7.412,9637,49571.75,24825.453,77995.555,210249.2,94757.875,148154.84,19230.688,33980.06,137940.3,378368.62,33880.97,13354.229,5994.9067,9706.669,37034.375,17698.816,24444.664,16496.42,16368.163,12972.231,8114.483,48805.26,6535.5405,20901.623,30138.719,9446.491,40964.105,11720.686,161357.05,21707.352,191023.95,38808.37,194555.14,42173.773,33963.125,6861.3887,7667.7715,3893.556,10628.658,249572.11,44967.566,2503.8345,7366.9634,8652.519,5372.4956,21305.629,10526.761,52992.727,24595.25,58130.63,53802.82,53248.164,49151.49,53804.234,59057.105,62442.48,NA
211.1077_7.422,9641,2751.0957,3274.0667,3395.8452,2154.2588,2564.0667,1926.5449,8219.309,2279.265,2231.2727,4096.889,2743.6296,17331.066,6996.1567,12612.437,2241.415,3705.924,10940.563,3127.3298,1732.4896,2394.5276,2728.81,2589.2368,1307.1023,3364.0032,3697.83,25586.62,3129.0095,2115.903,1771.0322,16834.783,2891.4797,7428.4204,4289.907,10882.208,3036.3337,1867.1788,12350.639,2887.6543,21850.248,2020.4244,2861.3567,49006.957,1727.9171,16547.533,2664.8127,6823.803,1295.8795,6840.369,9316.927,7048.1274,7854.7017,6078.6396,6543.988,6886.308,8102.365,8080.9834,NA
318.1769_7.436,9647,13197.205,13914.032,13487.031,13942.713,18815.242,20199.604,14999.916,19573.605,16973.527,14122.204,16147.866,32612.492,17181.125,18893.236,21090.4,20932.889,14265.857,16995.205,13332.499,21807.912,17151.23,14242.225,22795.75,29180.184,22715.12,28511.123,19006.15,19178.436,24071.066,9984.897,22406.06,19613.291,21527.848,15236.117,20712.293,22493.256,24947.562,31825.027,22520.25,24098.19,23657.258,34966.1,32118.543,12191.442,25711.656,15640.486,19264.035,20848.783,23269.398,19369.793,21258.182,20843.139,19561.28,18020.693,22858.117,22043.09,NA
259.1399_7.449,9652,75156.664,33890.16,16791.389,26629.521,34548.215,22815.475,57674.82,47337.223,25190.852,26783.357,22824.379,60770.02,12297.018,38854.516,37593.64,55557.824,33523.832,44364.34,20741.621,30246.59,39827.566,53937.246,28371.096,38624.246,80122.96,62494.79,80143.664,41869.434,14556.04,13209.332,39497.914,31898.77,24916.031,15196.82,40381.7,31679.238,41242.785,84741.46,45544.043,30231.783,40019.66,32451.834,42021.12,16572.559,42505.855,34115.203,24303.133,49176.57,62716.094,43608.65,45371.164,39406.664,45611.17,41839.145,53977.363,52460.39,NA
224.139_7.455,9655,73520.33,35759.273,36604.902,47075.582,129488.68,49559.793,97546.33,85996.84,43051.62,34093.375,97075.414,84134.73,49547.562,74448.445,71451.66,138454.84,57461.95,62980.01,33450.72,85541.29,118191.5,103728.195,40823.816,48953.445,93794.91,97331.29,123107.28,83653.12,31351.002,60676.082,65528.56,101907.15,37727.836,97822.79,102125.35,79385.65,27942.697,97302.21,86465.984,34050.5,69364.02,104595.03,61650.99,57107.004,38249.95,116762.945,44244.477,78038.55,85131.74,80524.73,82466.06,74308.28,72132.26,78235.28,86791.22,85604.336,NA
367.1528_7.454,9662,3462.2427,2166.0432,3567.2395,3699.4443,4185.361,4037.0483,1363.1653,3031.4163,2301.931,2359.7756,4143.6426,3272.7986,5063.8438,2932.834,3871.3806,4057.6365,3854.9583,5558.9316,4234.2896,9342.93,2994.374,3533.7502,4796.3203,3539.207,2204.7837,3452.8223,3162.5208,2931.4646,3169.3613,2217.8613,3821.2544,3899.9082,3348.6294,3546.7964,2906.9934,6410.197,4092.4307,3556.7832,2542.3997,3895.5813,20228.668,10008.792,16456.523,2926.195,3896.6887,4886.2817,24985.256,4038.7573,4343.6636,3927.581,4694.6904,5088.8784,4366.9385,4569.999,6334.784,5122.1025,NA
208.1_7.499,9691,2924.1523,1191.1992,1195.6805,NA,1219.2439,4762.447,2058.6284,1154.2902,1654.9166,NA,NA,NA,NA,NA,NA,3643.662,1258.1504,NA,1808.4694,NA,NA,NA,5083.515,1141.0664,NA,1054.538,NA,1333.707,NA,NA,1315.6631,1945.5021,1053.28,1158.3895,NA,NA,1158.4512,1467.3093,97672.305,1123.5374,NA,3514.0881,NA,NA,4133.4653,NA,1221.0411,2781.5415,1405.782,2973.8784,3701.4836,3095.284,3191.9773,3109.6943,4727.6914,3951.5598,NA
203.139_7.531,9698,100050.08,45067.742,82353.555,54831.062,102568.03,55762.707,96518.94,89985.805,64067.6,60612.438,83116.61,134411.03,67196.76,137151.33,87024.95,82283.63,70906.02,71617.445,55673.715,85167.29,132216.11,58211.367,100401.27,81808.47,77372.305,103710.75,122537.1,107866.016,60857.43,48342.938,83317.71,126884.16,79611.086,59555.676,111106.58,56190.23,98849.22,115949.5,142945.03,76064.96,55216.24,65767.586,113396.07,64260.098,81425.3,68425,48745.242,79656.234,102667.56,85318.46,80453.42,77418.04,80510.04,79524.195,93245.234,88600.74,NA
175.1523_7.555,9703,19217.855,25389.19,35976.703,39777.797,23771.88,23829.734,26836.307,20904.018,41967.82,41052.207,40154.05,35886.832,38571.76,35757.29,25288.307,27939.443,27496.559,36057.367,33958.695,24964.062,25711.244,29575.062,25026.422,23121.125,32116.729,35346.152,26478.201,22475.334,43043.566,22568.227,37871.156,26396.559,39108.734,28574.424,36222.664,36588.484,27896.955,27772.129,29589.404,27851.469,38426.105,35615.344,37548.08,25090.604,30613.984,21934.139,38655.047,33600.918,28920.566,38452.36,36073.953,36649.285,41533.9,36595.19,36546.254,34237.37,NA
175.1444_7.562,9705,303672.9,355639.97,1034036.7,1010356.1,337862.16,358595.62,398716.72,301755.5,996059.6,938581.7,1165115.1,1452362.8,1171482.6,1243626.2,370396.12,434505.22,413549.88,1106099.8,1031976.3,333278.6,374858.25,467130,360452.94,334257.88,570490.6,1299598.4,354708.56,317437.78,1149092.9,330890.9,1214029.2,351595.22,1176906.2,456936.5,1326029.1,1303760.4,425749.16,395820.12,505474.5,438957.5,1321528.8,1560596.2,1618914,350978.78,502555.94,308958.66,1097224.1,714581.5,445907.2,717667.94,717281.25,695373.5,711304.7,702218.56,786456.6,828683,NA
130.0863_7.575,9713,53877.527,53341.91,61024.08,75819.45,54568.21,90772.61,56213.965,63248.15,65300.51,72131.89,73959.266,62954.258,59578.383,63430.27,47545.24,52181.83,57218.125,64431.13,62706.38,59029.246,61133.758,78982.76,56028.94,61146.203,93494.375,69249.17,55232.32,62786.69,74403.695,51570.84,92041.68,62518.664,68146.02,59207.242,73949.02,59665.57,56871.05,57302.598,91127.72,76046.61,62798.19,94148.97,87764.5,47839.098,85799.766,59806.24,60212.105,61218.145,75545.46,62541.547,61337.44,63513.086,63753.16,64001.863,83926.484,83129.41,NA
189.1607_7.584,9722,3304189.8,2873557,2858634.5,3430653.2,2994314.2,4404076.5,3053795.8,3469547.5,3112933.2,3626908.2,3246695,2905496.2,2606105.5,2663786.2,2906711.2,2893189.8,3195495.5,3009863.5,2698958.2,3309363.8,3278646.2,4071368,3421929.8,3221893,4489064,2867193.5,3095411,3377585,2869270.8,2705831.2,4307640,3725376.8,2743347,3238263,3047968.2,2176050,3453945.5,3270592.8,4614678.5,4069628,2252544.8,3945679.8,3563365.5,2691301,4261200,3593382,2168824.5,3190481,3887692.2,3280767.5,3223297.2,3238089.2,3165847.8,3222438.2,4056485.8,4118552.8,NA
260.1969_7.609,9729,87092.34,87723,146479.9,115937.8,147642.48,109079.01,128673.96,124867.73,140039.92,104955.375,116929.97,182380.66,182458.83,147806.78,152756.23,169396.5,105342.47,95776.195,86401.12,169446.14,141789.39,71007.43,138054.1,181615.52,82412.04,207411.61,134966.36,138068.75,176229.97,108160.42,175988.03,135216.84,184565.45,108187.47,144838.03,184241.62,166565.5,212918.92,175744.7,179442.9,184606.86,219635.58,225518.58,155608.48,207022.64,138843.98,184196.27,147432.11,159437.95,150870.03,143635.73,138526.53,136410.48,137491.97,168688.2,183003.95,NA
260.1714_7.614,9731,25853.479,5262.487,21550.951,3093.122,36878.74,32928.633,63196.15,32396.062,8648.164,4487.497,10668.422,2945.0015,2975.7114,10489.643,67048.65,22033.03,22020.623,10465.55,34963.547,14231.943,15291.934,27148.21,137351.64,26362.98,15433.046,2374.5208,33234.574,11994.132,4786.362,17914.98,10922.292,32167.172,12895.265,20289.39,10556.66,2310.3662,97695.76,4342.382,182733.48,23195.535,1739.124,5819.987,23851.553,3272.993,68539.24,33007.598,3544.3662,28653.898,119975.586,30256.66,28426.738,28722.473,27929.9,26158.922,37476.8,34830.094,NA
189.168_7.64,9740,36769.547,33071.434,39393.414,35636.312,34034.062,32751.361,38688.168,39173.387,33228.95,38089.527,39206.508,35005.242,36346.973,32389.049,34289.97,38560.184,37365.496,35800.875,34328.957,33944.074,33033.902,36004.5,34965.945,35450.78,36594.12,34030.965,39892.426,32712.195,35817.02,33077.29,36411.914,36415.746,35896.293,33377.004,33186.312,35005.492,36560.336,38745.92,37630.438,35252.055,37223.523,34567.535,35448.375,32559.164,35082.793,35710.56,31931.57,35223.074,35655.027,34606.547,35489.816,32098.783,36993.324,38864.906,35323.848,32766.182,NA
