"p.value","m.z","t.score","r.t"
0.585,419.2207,-0.566030028,1.213
0.585,561.1622,-0.56500628,4.287
0.586,302.1058,-0.563119198,0.512
0.586,388.0434,0.5633295,4.724
0.587,308.0984,0.561376412,5.187
0.587,345.0837,0.561904271,3.659
0.587,459.2227,-0.561084022,0.523
0.588,317.032,-0.559897846,2.39
0.59,241.1296,-0.55834256,7.647
0.59,194.0307,-0.555955036,1.022
0.59,367.0118,0.556346881,2.491
0.59,418.1445,0.555921633,0.549
0.592,179.0559,-0.55404385,5.977
0.592,192.0332,-0.554328739,5.667
0.593,274.0023,0.55248782,5.058
0.594,436.1125,0.551261945,6.228
0.594,443.2277,-0.550141247,0.518
0.595,146.0812,0.55146066,5.106
0.595,258.1263,0.550854631,1.308
0.595,317.0686,-0.548574499,5.121
0.595,384.9455,0.548399355,1.844
0.596,717.3928,-0.549129609,1.051
0.597,202.1083,-0.545947734,0.514
0.597,372.1824,-0.545427164,0.563
0.597,445.1986,-0.54570392,3.327
0.597,483.1578,0.545517403,3.257
0.598,329.0873,0.545249007,5.474
0.598,456.1024,-0.545155755,3.284
0.599,352.156,0.545250896,3.697
0.599,94.0653,-0.544784066,1.679
0.599,173.0567,0.542402208,5.7
0.599,478.1159,0.543061895,4.716
0.6,350.2325,-0.542876957,0.84
0.6,322.1117,-0.541290835,3.713
0.601,174.9871,-0.539784633,1.827
0.601,369.1312,0.539419662,0.552
0.602,124.0074,-0.538869887,6.271
0.603,285.0453,-0.537386351,5.683
0.604,572.3994,0.537051308,0.467
0.604,179.0636,0.535962118,0.527
0.604,269.161,0.534892535,0.525
0.604,500.0784,-0.535772557,3.83
0.605,186.1125,-0.535251871,0.809
0.605,296.1853,-0.535446758,0.806
0.605,513.2982,0.535608399,4.083
0.606,531.3637,0.535158999,0.503
0.606,324.067,-0.532029292,0.537
0.607,504.1324,0.53242024,3.4
0.607,203.0109,0.531065717,1.347
0.608,241.088,0.529008591,0.525
0.608,342.1555,-0.529478309,3.661
0.608,349.0213,-0.529271451,7.922
0.609,203.0107,0.528287978,1.372
0.61,340.1259,0.526849606,4.777
0.611,149.0597,-0.526316536,5.975
0.612,262.1284,0.525891016,5.688
0.612,272.1351,0.525224225,8.064
0.612,277.1189,-0.525864189,5.653
0.612,758.3187,-0.525556825,6.536
0.612,400.1428,-0.523924615,3.49
0.613,128.0819,-0.523834359,2.693
0.613,193.1547,-0.523946377,4.681
0.613,373.244,0.523611088,7.33
0.615,259.0281,-0.519523501,3.133
0.615,357.1011,0.519325768,2.685
0.616,162.1129,-0.519355664,5.651
0.616,745.4246,0.518966167,0.839
0.616,279.0975,-0.517248523,4.922
0.616,409.2232,-0.517499768,0.514
0.616,417.0557,0.517662946,5.758
0.617,539.3506,0.518004804,1.819
0.617,215.1148,0.516104506,6.238
0.617,478.1202,0.516566383,1.551
0.618,262.9863,-0.514726362,5.091
0.618,263.0088,-0.515341174,4.073
0.619,146.0925,-0.515401766,2.629
0.619,271.1548,0.512458799,0.788
0.62,393.1156,-0.51359488,5.109
0.62,470.2642,-0.51393323,3.998
0.62,561.0749,0.511891373,3.828
0.621,161.1285,-0.512469126,8.436
0.621,413.0845,0.511279547,4.486
0.621,201.1131,-0.509871502,0.834
0.621,225.0628,-0.510475973,1.132
0.621,267.0727,-0.509619319,4.074
0.622,279.1188,0.510068326,7.964
0.622,353.0894,-0.508727094,5.683
0.623,213.1237,-0.509462028,2.92
0.623,149.0092,-0.507659656,7.63
0.623,401.0404,-0.506791403,3.556
0.624,354.1003,0.507335818,0.765
0.626,145.1699,-0.504952585,7.412
0.626,203.0365,-0.503404294,3.482
0.626,212.0021,0.503411174,2.316
0.626,384.0756,-0.502417064,3.321
0.626,463.1064,0.502575772,3.478
0.627,321.0817,0.50234747,5.637
0.627,266.0852,0.500621227,0.845
0.629,485.0437,0.498021615,5.783
0.631,285.1808,-0.496526051,1.647
0.631,379.0685,-0.494724943,6.344
0.631,513.2181,-0.495714537,0.519
0.632,254.1399,0.495167035,0.822
0.632,222.9917,0.494550987,4.4
0.632,287.1498,-0.493815166,0.782
0.632,368.0807,-0.493682751,3.064
0.633,258.0076,0.493193879,3.328
0.633,449.0859,-0.492616985,4.217
0.634,471.2413,-0.491064446,0.566
0.635,161.1285,0.491814581,7.824
0.635,434.1419,-0.49151382,8.262
0.636,286.2373,-0.490291918,0.511
0.636,302.244,-0.489258319,1.057
0.636,181.0505,-0.488436628,0.887
0.637,349.1248,-0.487080719,5.438
0.638,120.0658,-0.487368504,1.662
0.638,328.248,0.487128873,0.503
0.638,447.1064,0.486547214,7.905
0.64,365.1964,0.481888803,0.512
0.641,489.1394,-0.482861388,3.349
0.642,203.0022,0.479670799,1.372
0.642,361.1498,-0.479684108,0.533
0.642,363.1799,0.479271512,0.52
0.643,283.1399,-0.478882296,5.642
0.644,170.1005,0.477646436,6.913
0.644,182.081,-0.477463878,5.498
0.644,555.2408,-0.47869844,0.513
0.646,265.1304,-0.474714809,1.117
0.646,287.1598,-0.475219593,3.82
0.646,261.0726,0.47424951,5.684
0.647,194.0458,-0.471933059,0.984
0.648,202.1438,-0.471856619,0.819
0.648,261.0978,0.472744895,4.033
0.648,272.9588,-0.470254633,10.091
0.648,382.1367,-0.471257117,0.564
0.649,106.0861,0.470238473,3.797
0.649,127.0502,-0.470592179,5.493
0.649,350.1607,-0.470832547,0.52
0.649,299.069,-0.469205911,6.097
0.65,304.1751,-0.469849203,1.535
0.65,436.1959,0.468944042,4.973
0.65,230.9967,-0.467209479,0.761
0.651,565.1555,0.465933269,0.583
0.652,182.1403,-0.46655915,1.095
0.652,347.2285,-0.466853904,8.662
0.652,422.2002,-0.466644923,3.807
0.652,450.1666,-0.464746985,1.737
0.653,495.2227,0.463060675,4.533
0.654,193.155,0.463374942,3.944
0.654,261.0073,-0.461587796,3.254
0.655,446.2906,0.459944535,0.979
0.656,381.0129,-0.459473831,8.686
0.657,281.1496,-0.45937693,3.679
0.658,295.0276,-0.456138808,3.194
0.658,528.2625,-0.455863254,0.58
0.659,110.0601,0.456376506,2.847
0.659,188.184,0.455740692,8.262
0.659,203.0825,-0.455026429,4.789
0.659,219.0507,-0.454820518,3.497
0.66,252.1343,-0.455523272,7.787
0.66,450.2117,-0.454342488,6.308
0.66,539.3505,0.454223172,1.773
0.661,273.108,0.453599285,6.263
0.661,137.0101,-0.451802609,1.032
0.661,217.0161,0.45149663,7.826
0.664,394.1621,-0.449591425,4.476
0.664,742.327,-0.448467576,6.508
0.664,276.0026,0.447258442,3.407
0.665,588.2277,0.447311843,3.841
0.665,197.0679,-0.44559756,3.663
0.665,329.0847,-0.446653228,1.822
0.665,348.5347,0.446695566,2.62
0.666,267.1106,-0.446442919,5.18
0.666,491.1918,0.444897054,4.425
0.667,432.1237,0.443814487,4.381
0.668,397.15,-0.441945841,0.541
0.668,499.1257,0.44216046,4.035
0.669,178.0444,-0.440166584,1.022
0.669,415.0559,-0.440634648,3.74
0.67,148.1137,-0.441138749,1.924
0.67,363.1655,-0.438417672,4.146
0.671,377.1166,-0.43857136,1.698
0.671,733.3878,-0.438815024,1.197
0.671,578.1363,0.437369221,1.547
0.672,401.9985,0.4381742,5.291
0.672,405.1761,-0.436783182,4.642
0.673,225.112,-0.435791713,0.839
0.674,398.9611,0.433838431,1.68
0.674,448.3055,-0.433994112,0.515
0.675,167.0461,-0.431696139,5.457
0.676,145.133,-0.431689186,4.296
0.676,330.239,-0.432304421,1.114
0.676,245.1392,0.430801712,0.923
0.677,855.5726,0.429764964,0.469
0.677,245.0432,0.428881167,5.704
0.677,281.1132,-0.428477921,0.515
0.677,405.1761,-0.429282276,0.547
0.678,138.0661,-0.428460728,1.098
0.678,439.1605,-0.427287993,0.555
0.679,347.1054,0.426814866,3.328
0.68,179.0349,-0.424475495,5.243
0.681,165.042,-0.422803556,0.562
0.682,99.0451,-0.422073859,0.903
0.683,141.067,-0.42123408,0.564
0.683,214.0178,0.42045451,4.826
0.683,299.0764,-0.42064613,4.607
0.684,146.0812,0.420228925,5.63
0.684,321.0824,-0.418889854,6.52
0.684,399.1089,0.419494193,4.124
0.685,170.1004,0.418940164,7.738
0.685,448.3053,0.419413375,0.958
0.685,243.0773,-0.41739134,2.902
0.685,263.0227,-0.417136431,4.475
0.686,151.145,0.417329419,3.083
0.687,304.189,0.416629952,4.071
0.688,131.118,-0.415322344,4.745
0.688,394.1352,0.4137384,5.7
0.689,175.0713,-0.413197568,6.64
0.689,196.0726,0.412137684,6.012
0.689,225.0407,0.41143057,4.167
0.69,307.161,0.411529964,8.376
0.691,302.1415,-0.41090461,0.545
0.692,129.0654,-0.409428721,5.675
0.692,247.988,-0.407968933,3.057
0.692,347.0769,-0.407733172,3.657
0.693,195.0518,-0.40682384,0.563
0.694,289.0524,-0.404543943,2.13
0.695,267.1446,-0.40542171,1.058
0.695,350.1596,-0.405048194,1.276
0.695,188.0105,-0.403221559,2.248
0.695,499.151,-0.404286278,3.347
0.697,331.0999,0.400699938,3.452
0.697,379.1403,-0.401392364,0.524
0.697,462.2847,0.400178148,0.517
0.698,257.15,0.398990904,0.515
0.698,449.2019,-0.399123855,0.567
0.699,290.1722,-0.399056837,1.062
0.699,353.0557,-0.39823907,1.293
0.7,195.0504,0.396100142,1.472
0.701,319.1644,0.396461934,0.958
0.701,347.0747,0.395428243,6.014
0.703,262.1646,0.39412691,0.527
0.703,497.2745,-0.392145418,0.519
0.704,184.0621,0.392229884,3.682
0.704,293.0525,-0.391164477,6.038
0.704,450.1763,-0.390809702,0.523
0.704,565.2092,-0.391380581,0.543
0.705,583.3114,-0.390039289,4.248
0.706,199.096,-0.389391028,3.252
0.706,316.2478,0.389849131,0.506
0.706,218.0315,-0.388033871,2.512
0.706,351.0376,-0.387952,7.763
0.706,396.1292,0.388268097,0.558
0.707,522.2956,0.38872136,1.034
0.707,181.9916,0.38748612,3.013
0.707,215.1035,-0.386162958,4.441
0.707,452.1921,-0.386238125,0.558
0.708,397.186,-0.385977552,0.518
0.708,465.3011,-0.385633066,0.522
0.709,138.1025,-0.38561479,5.435
0.709,384.9454,-0.38333444,1.825
0.71,183.0638,-0.382492479,3.785
0.71,565.2327,-0.382536096,0.562
0.712,174.0921,0.381012984,0.831
0.712,254.9814,0.380088979,3.634
0.712,261.0075,-0.379874561,3.387
0.712,265.109,0.380031492,3.361
0.714,217.1384,-0.378084731,6.201
0.714,501.6989,0.378483274,7.967
0.714,371.1155,0.376591851,4.831
0.715,497.2358,-0.376688293,0.508
0.715,227.1147,-0.375944087,6.923
0.715,317.0326,-0.375851434,2.294
0.716,307.0288,0.373861377,0.574
0.716,560.1017,-0.374654043,3.341
0.718,449.2389,0.372394627,7.195
0.719,272.1848,-0.371145452,0.513
0.72,197.068,-0.368596808,3.613
0.72,258.0074,0.369039209,4.608
0.723,267.1341,-0.365103037,0.515
0.724,156.0772,0.365012362,7.669
0.724,215.1391,0.364316836,5.03
0.724,453.312,-0.364591542,0.499
0.725,121.0283,0.363384403,3.861
0.725,458.2019,0.363338451,0.544
0.725,171.041,0.362068011,7.771
0.725,348.0905,0.362230359,0.595
0.726,357.0822,-0.359957055,3.942
0.727,277.0018,0.359358353,2.969
0.727,533.1324,0.3588636,3.783
0.728,206.0463,-0.357235411,2.859
0.729,361.1212,0.357601285,1.722
0.729,139.04,-0.356467814,3.348
0.73,265.1623,-0.355956861,0.765
0.73,541.2619,-0.355608841,0.508
0.73,510.2524,0.355311039,3.211
0.731,376.2119,0.35370344,0.518
0.731,387.1794,0.353416816,0.529
0.734,224.139,0.350468275,7.455
0.734,245.0768,0.350728344,4.431
0.734,493.244,-0.348791057,3.392
0.735,167.0727,-0.348630372,0.556
0.735,248.1491,0.349587989,4.879
0.735,283.1399,-0.349241243,7.299
0.736,348.1473,-0.346478369,0.523
0.736,367.0119,-0.34667597,2.609
0.737,317.0854,0.345227282,3.496
0.738,487.1256,-0.344546849,5.095
0.739,352.0858,-0.342304033,0.661
0.74,238.1548,-0.341719501,7.049
0.74,356.1167,0.340846518,0.565
0.74,423.1429,-0.341257882,0.54
0.74,469.1421,0.340631976,3.396
0.741,149.1073,0.340338887,1.011
0.741,343.0889,-0.340401289,3.595
0.741,425.0401,-0.340005758,3.52
0.743,126.022,-0.338696277,6.25
0.743,169.0495,-0.338543762,0.477
0.743,243.134,0.337814005,0.517
0.743,337.1491,0.336564034,0.533
0.745,337.1716,-0.335497846,8.371
0.746,340.1028,0.333134962,0.559
0.747,148.0968,0.333014475,5.08
0.747,482.2184,0.332070697,3.928
0.747,193.0352,0.331813364,7.568
0.748,203.1285,0.330623328,0.849
0.748,270.1343,0.330675104,0.521
0.749,365.1583,-0.330287292,3.875
0.749,466.2051,-0.330253252,3.697
0.75,159.1492,-0.328741281,0.568
0.75,175.061,-0.327075554,0.56
0.75,487.2539,-0.327259443,0.52
0.751,276.1453,0.327741165,1.041
0.751,332.2422,0.327559588,0.515
0.751,269.1504,-0.326628449,0.514
0.751,273.0419,0.326540488,5.136
0.751,469.1128,-0.326588764,2.301
0.752,195.0516,0.325377483,0.562
0.752,230.9967,-0.325013949,0.739
0.752,341.0679,0.325419255,2.499
0.752,507.156,0.324910094,6.445
0.753,319.1651,0.324171628,2.866
0.753,379.1601,-0.324033889,0.575
0.755,247.1288,0.322044107,5.996
0.755,247.1398,-0.321597937,7.906
0.755,678.2052,0.320708275,1.322
0.756,172.1096,-0.320353432,2.858
0.756,191.0196,0.319587512,0.526
0.758,342.2272,-0.318255822,1.198
0.758,470.0971,0.317196824,4.357
0.758,280.0285,0.317264608,5.418
0.759,600.1399,0.316123724,5.886
0.759,219.0508,-0.315438327,0.537
0.759,416.1462,-0.31474477,3.62
0.759,435.2226,-0.315597266,3.698
0.76,562.2481,-0.314765512,4.084
0.761,351.1583,-0.313616373,6.884
0.763,276.1362,0.311490971,0.536
0.763,433.2074,-0.309789715,0.527
0.764,207.1049,0.309243795,0.834
0.765,312.1301,0.308220036,3.316
0.765,245.0777,0.306574898,3.343
0.765,495.2231,-0.306560036,4.107
0.767,309.0633,-0.304960196,5.678
0.768,204.9815,0.302801319,2.004
0.769,203.1391,0.302715628,5.557
0.769,213.0984,-0.302833195,6.64
0.769,334.1857,0.302227693,5.112
0.769,223.0542,0.301910433,5.477
0.771,299.126,0.300468365,3.683
0.771,369.1291,0.299518106,4.69
0.771,422.058,-0.298516412,1.714
0.772,286.2017,-0.298746195,0.511
0.773,302.1959,-0.296643651,1.349
0.773,287.0519,-0.296687903,6.124
0.773,419.2277,0.296068908,0.518
0.773,437.0909,0.296266471,0.565
0.775,259.0923,-0.295104606,5.647
0.775,535.2833,-0.294843832,1.542
0.775,391.176,0.293536735,0.535
0.776,150.0585,-0.293324596,0.581
0.776,218.1387,0.292992296,0.519
0.776,187.0724,0.292859269,5.679
0.777,434.1406,-0.291698288,0.555
0.777,345.1184,-0.290824413,3.328
0.778,229.0541,-0.289118338,0.558
0.778,333.0995,-0.28998409,3.49
0.778,369.1547,-0.289236861,0.523
0.779,485.0979,0.288461683,5.138
0.78,147.0474,-0.288191704,4.904
0.78,217.1546,-0.288350835,5.792
0.78,422.0579,-0.28673053,1.881
0.781,202.1187,0.286490603,4.623
0.781,324.0723,0.285037798,6.186
0.781,439.1605,0.286284457,4.114
0.782,464.1908,0.28504218,3.734
0.782,273.0072,-0.284707453,0.641
0.782,450.0891,-0.284538238,1.602
0.783,188.1029,0.283541825,5.618
0.783,229.1293,-0.28422498,6.895
0.783,577.3113,0.283863689,4.381
0.784,318.1351,-0.281939623,0.512
0.784,413.0838,0.282574714,0.586
0.784,499.2371,-0.282878467,0.507
0.785,437.0408,0.280862303,1.033
0.785,528.3014,0.280763548,0.529
0.785,768.2532,0.279810171,4.003
0.786,100.0039,-0.27916467,3.918
0.786,145.05,-0.279454128,0.997
0.786,361.0718,-0.279321097,3.973
0.787,165.0405,-0.277378893,5.703
0.787,213.1132,0.277708081,0.801
0.788,318.1705,-0.277626596,4.031
0.788,192.0664,-0.276203505,0.98
0.789,359.0581,-0.274589535,3.057
0.789,97.9594,0.274391736,8.026
0.79,290.1597,-0.274597708,5.587
0.79,222.9743,-0.273158516,1.003
0.79,337.1498,-0.273562549,3.7
0.792,747.4025,-0.272113596,1.14
0.794,434.1513,0.268667181,3.94
0.794,600.284,-0.267716375,0.642
0.795,223.1665,0.268075327,5.438
0.795,293.0488,-0.267218183,5.594
0.795,294.1347,-0.26687805,0.513
0.796,211.1077,-0.266788045,7.422
0.796,489.2284,0.266616166,0.496
0.796,231.9927,0.264933232,3.013
0.796,241.1189,-0.265071411,0.516
0.797,521.2313,-0.265222621,1.696
0.798,308.0775,0.263154995,5.457
0.8,124.0759,-0.260543857,2.019
0.8,170.122,-0.261056941,7.798
0.8,251.1134,-0.260902301,3.627
0.8,262.0837,0.26162247,4.292
0.8,281.1705,-0.260659428,8.579
0.8,175.0246,-0.25961103,4.153
0.802,146.1176,0.25816414,5.061
0.802,269.1243,-0.258444506,5.618
0.802,461.2383,0.258033673,0.521
0.803,179.1178,-0.257331306,3.527
0.803,299.135,0.256554883,8.024
0.804,329.2067,-0.256055167,3.328
0.804,434.135,0.256105529,1.937
0.805,887.3642,-0.253954107,7.332
0.805,263.0577,-0.253452237,4.057
0.806,260.1969,-0.253545478,7.609
0.806,365.1052,-0.253270945,6.439
0.806,433.2361,-0.252996168,4.762
0.806,263.0063,-0.251879626,1.022
0.806,468.0468,-0.251692452,8.118
0.807,259.1399,-0.251613547,7.449
0.807,441.2119,0.251468569,0.517
0.808,459.0952,-0.249265765,3.721
0.81,342.1556,0.246340678,0.557
0.811,482.2164,0.245369179,0.531
0.811,628.1269,0.245970149,3.837
0.812,259.028,-0.244823732,0.58
0.812,360.1841,-0.244553899,0.558
0.813,195.0521,-0.242650216,2.398
0.813,333.2065,-0.243178926,0.498
0.813,379.1606,0.243023114,5.126
0.813,650.2883,0.243254223,3.304
0.814,261.1467,0.242089643,0.515
0.814,349.0866,0.242722091,5.512
0.814,288.1198,-0.241844154,6.673
0.815,315.0716,0.240640488,4.799
0.815,473.145,0.240318392,0.575
0.816,481.309,0.239307091,1.638
0.817,416.1914,0.238373967,1.313
0.817,373.1499,-0.237610332,0.521
0.819,230.0222,0.235001564,3.68
0.819,243.1235,-0.235567533,0.839
0.819,261.0198,0.234748647,3.384
0.82,169.0608,-0.233962818,5.613
0.82,187.0978,-0.234002624,0.824
0.821,229.1663,0.233596218,1.078
0.821,424.163,-0.232891949,0.522
0.821,204.0665,0.231989691,1.375
0.821,234.9916,-0.232833285,4.916
0.821,261.0216,-0.232038165,3.272
0.822,291.0358,-0.231605413,0.557
0.823,142.0973,-0.230116415,1.094
0.823,189.1346,0.230517695,3.204
0.823,430.2945,0.230342609,3.707
0.823,259.0635,-0.229049864,0.559
0.823,304.1218,0.229194247,0.512
0.824,328.248,-0.229024917,0.84
0.824,151.0255,-0.228461932,1.019
0.824,215.1399,-0.228503378,5.402
0.824,377.0853,0.228644237,6.452
0.824,407.1705,-0.228562184,0.517
0.824,435.1575,-0.227721294,3.434
0.824,633.1408,0.22868646,2.45
0.825,232.1403,0.227810634,9.087
0.825,283.1184,-0.226488084,0.938
0.826,243.1343,0.226280508,0.515
0.827,297.1228,0.224960139,3.628
0.828,314.1055,-0.223240271,0.512
0.828,507.2233,-0.223021366,3.159
0.829,278.1422,0.221641326,0.538
0.829,399.0247,-0.222235794,3.89
0.83,246.1703,0.220935802,1.784
0.83,242.0125,-0.220824519,3.711
0.83,283.1649,-0.220679337,0.513
0.83,773.3418,-0.219964595,0.556
0.831,191.0201,0.219294593,7.804
0.831,380.1156,-0.219398159,0.558
0.832,199.1075,0.21860869,0.555
0.832,536.0432,0.217768246,3.797
0.833,304.0483,0.217620161,7.9
0.834,288.1956,0.215914392,0.873
0.834,267.1097,-0.215191317,6.145
0.835,248.0876,0.214668761,8.065
0.836,450.2125,0.213409732,5.721
0.836,327.1074,0.21245312,0.558
0.837,325.1745,-0.21170791,5.495
0.837,300.0392,0.211160086,6.324
0.838,298.1143,0.210739144,3.752
0.838,366.1123,-0.211084462,0.548
0.838,397.2555,0.210087384,4.466
0.839,356.2792,0.208515004,0.463
0.84,227.0381,-0.206951663,0.604
0.84,385.1859,0.207743567,0.519
0.84,393.1028,0.207743559,4.961
0.84,463.2329,-0.207327309,0.521
0.841,219.0266,0.206056854,5.653
0.841,231.1451,-0.206497087,5.95
0.841,308.1999,-0.206219604,0.517
0.841,392.1188,0.206013214,7.332
0.841,437.0543,-0.206102267,0.556
0.844,399.1654,-0.20254822,0.559
0.844,483.0946,0.201994114,4.132
0.845,383.0963,-0.200168958,0.55
0.846,243.1339,-0.199266218,2.784
0.846,288.216,0.200019242,0.509
0.846,365.2431,-0.200115424,2.954
0.846,309.9692,0.199138697,3.839
0.846,319.0671,0.199732107,5.695
0.847,200.107,0.199016253,1.003
0.848,148.0968,-0.19717837,5.031
0.848,303.1184,-0.197700475,6.154
0.848,490.1469,-0.196678254,4.11
0.848,395.0644,0.196757558,1.898
0.85,471.0947,0.193480042,4.944
0.851,445.2027,0.192663846,0.562
0.852,302.1426,-0.191422663,0.553
0.853,146.0625,0.191065162,0.515
0.853,410.1448,0.190983242,4.176
0.854,111.0088,0.189164042,7.821
0.854,173.0218,-0.18876104,1.841
0.854,344.1164,-0.189240925,0.533
0.856,170.0932,-0.186848753,7.795
0.856,289.1504,0.187243255,7.992
0.856,172.9996,-0.186337913,1.942
0.856,646.2164,-0.186802685,3.785
0.858,316.2116,-0.184557781,1.398
0.858,224.0617,-0.184173331,4.914
0.859,434.1799,0.183358926,5.635
0.859,267.1082,-0.182554848,0.806
0.859,471.2417,0.182686056,2.956
0.859,513.2693,0.182827412,0.525
0.86,377.1883,0.181108341,5.385
0.86,515.2843,0.181539734,0.519
0.861,362.028,0.180001671,5.344
0.862,491.2414,0.179410737,4.923
0.863,350.1635,-0.17743716,0.57
0.864,219.0508,-0.176271537,4.762
0.865,181.0714,-0.17543635,0.523
0.865,413.181,-0.174170578,0.52
0.866,130.0863,-0.173793385,7.575
0.866,366.2019,-0.173219761,0.529
0.866,168.078,-0.172812364,7.818
0.867,308.176,0.172132133,1.079
0.867,257.1498,-0.17135585,0.514
0.868,541.2365,-0.17056742,1.554
0.868,391.1314,-0.169963253,3.291
0.868,419.1429,-0.171009988,3.43
0.869,304.129,0.17002918,4.045
0.869,395.207,0.169304593,0.516
0.871,116.1072,0.167221818,2.001
0.871,384.1886,-0.167156219,4.558
0.872,181.0671,0.165711697,1.616
0.872,457.0539,-0.164944556,3.795
0.873,464.1911,-0.164190986,0.532
0.873,247.0623,-0.164154107,3.484
0.874,162.1128,-0.163589566,5.221
0.874,188.176,-0.162744656,8.261
0.875,304.2115,0.162274224,0.514
0.877,346.2333,0.159200132,4.685
0.877,701.3564,-0.158750745,0.532
0.878,275.0746,0.156978794,3.503
0.879,257.1614,0.156006376,1.054
0.879,464.2299,0.156333562,4.177
0.88,204.1347,-0.15561799,1.095
0.88,236.1281,-0.154739883,0.823
0.88,538.0701,0.155107809,3.804
0.881,170.0601,-0.153384153,2.773
0.881,299.1246,-0.154193412,5.173
0.881,369.0507,-0.15322462,1.9
0.882,229.1547,-0.152939411,3.637
0.882,295.1293,0.152077769,0.513
0.882,403.0553,0.152798421,2.354
0.883,356.0985,0.151285195,4.988
0.884,377.0894,-0.15032083,5.128
0.885,533.167,-0.148420279,4.705
0.886,229.155,-0.147096662,5.116
0.886,274.2017,-0.147493887,0.511
0.886,303.9888,0.146800584,4.817
0.886,363.1077,-0.147490115,2.178
0.888,291.1297,-0.144295163,8.546
0.888,469.0327,-0.14497386,5.27
0.888,357.0817,0.145041134,5.431
0.889,403.0557,-0.143582796,2.292
0.891,342.2272,-0.140987619,1.218
0.892,426.1944,-0.139999139,0.561
0.892,434.1587,-0.140247535,4.051
0.892,198.9916,-0.13953091,1.038
0.892,599.1786,0.139113841,4.035
0.893,170.1005,-0.138882386,7.836
0.894,432.1992,0.136421139,4.386
0.897,399.1441,-0.132897932,8.024
0.897,260.125,-0.132913832,7.968
0.897,435.2224,-0.13258746,0.525
0.898,161.0455,-0.131683701,5.668
0.9,257.0485,-0.129465362,0.558
0.9,667.2045,-0.128653263,3.916
0.901,233.0122,-0.127025602,3.76
0.901,253.1191,0.128089265,4.808
0.901,321.1908,-0.127734494,0.499
0.902,296.0658,0.126327717,6.593
0.903,159.1571,-0.125383345,7.853
0.903,161.1285,0.125618705,8.241
0.903,501.1052,0.125033605,5.105
0.904,429.1759,0.124300855,0.524
0.905,218.1387,0.122816477,2.855
0.905,288.0526,-0.12274269,5.655
0.905,305.1599,-0.12195897,0.516
0.906,170.0923,0.12142397,3.67
0.906,168.0862,0.121560417,7.82
0.906,215.1035,-0.120952506,3.532
0.907,341.1236,-0.119511685,3.922
0.908,469.2257,-0.118351304,0.564
0.909,262.1644,-0.117255934,0.838
0.909,276.0545,0.11747872,3.638
0.91,289.0147,0.115625045,2.488
0.91,407.2794,-0.115345172,0.974
0.911,279.0176,0.115073993,0.702
0.912,114.055,-0.113652694,5.645
0.913,233.0632,-0.111821129,5.675
0.913,284.0796,0.112080231,7.959
0.913,354.1003,-0.112987613,1.336
0.913,243.1347,0.111511242,2.554
0.913,265.072,0.112396131,0.886
0.913,326.1102,0.111506705,4.91
0.913,339.0737,0.112506912,6.209
0.913,469.2258,-0.112107794,2.494
0.914,343.1664,0.110736829,6.167
0.914,161.9867,0.110201852,2.332
0.915,262.1396,0.11029222,8.205
0.915,139.0513,0.109640794,5.435
0.916,310.2131,0.109042483,1.051
0.916,323.2063,0.10882448,0.497
0.916,188.0023,-0.108097958,3.128
0.917,350.0879,-0.106399762,4.725
0.917,505.2646,0.106804028,0.525
0.918,469.1705,0.105894066,0.528
0.918,509.238,-0.106131564,0.522
0.919,159.1128,-0.104362821,4.592
0.919,176.0708,-0.104464085,1.349
0.919,288.1189,-0.104797585,7.178
0.92,319.0689,-0.103586419,4.915
0.92,358.2586,-0.103498314,0.903
0.92,210.0408,0.103072042,3.441
0.92,219.0069,-0.103192939,3.319
0.921,245.1494,0.102035201,5.617
0.922,295.0465,0.100677813,5.68
0.923,229.0883,-0.099593543,0.552
0.923,567.3144,-0.09864646,0.527
0.924,138.0549,-0.09856767,3.649
0.924,559.1264,0.097938988,8.026
0.924,249.0072,0.097275009,3.179
0.924,425.2133,-0.098032282,5.414
0.925,165.0488,-0.096374817,5.706
0.925,243.0624,0.09656757,4.458
0.925,373.1519,0.096198068,4.556
0.926,199.0975,-0.095542034,0.822
0.927,357.1666,0.094840688,0.506
0.927,505.2362,0.094531119,1.842
0.927,521.2309,-0.094068392,1.741
0.927,324.0722,-0.093488448,6.11
0.928,139.061,-0.092404158,1.079
0.928,449.304,-0.092339638,1.78
0.929,193.1319,0.091553261,7.203
0.929,267.1331,-0.091781835,0.956
0.929,518.2381,0.091868184,5.002
0.929,345.028,-0.090985608,2.521
0.929,453.0666,-0.091199022,5.135
0.93,166.0861,0.090776669,4.404
0.93,244.1542,-0.089800442,0.514
0.93,244.1543,-0.089800442,0.514
0.93,257.1498,-0.090246589,0.514
0.93,513.2981,0.089881061,0.528
0.931,203.1478,0.089040991,5.105
0.931,205.1261,0.088921619,3.722
0.931,353.1703,0.089250824,8.174
0.931,369.1291,-0.089298923,5.429
0.931,215.1035,0.088569506,3.639
0.932,204.0866,-0.08710939,0.88
0.932,387.2018,-0.087534014,0.521
0.933,122.0634,0.086872034,4.935
0.934,411.1101,0.084647566,4.192
0.934,511.254,-0.084284232,0.526
0.937,176.103,-0.081764308,6.238
0.937,238.1083,0.081880622,1.113
0.937,338.0857,-0.080645597,5.513
0.938,203.1391,-0.079526131,5.524
0.938,215.139,-0.08059015,5.001
