p.value,m.z,t.score,r.t,pos_inx
0.466,233.0121,0.757870474,0.618,0
0.466,363.0857,0.758133831,2.443,0
0.467,182.1403,0.760142608,1.095,1
0.467,390.1426,0.760299498,3.685,1
0.467,375.091,0.755862907,3.638,0
0.468,258.1091,0.757482894,1.209,1
0.469,265.1524,0.75609292,0.556,1
0.47,368.0543,-0.750201231,2.66,0
0.47,437.089,-0.750234403,2.266,0
0.471,244.1711,-0.751677028,3.76,1
0.471,445.2027,0.749859365,0.562,0
0.472,241.12957,-0.751266489,4.812,1
0.472,259.0278,0.747817318,1.04,0
0.473,176.103,-0.749285709,6.238,1
0.473,423.0221,-0.745223597,8.465,0
0.473,505.2646,-0.74522864,0.525,0
0.474,213.1237,0.748042062,2.92,1
0.474,158.082,-0.744311218,0.514,0
0.474,339.089,-0.743342498,3.56,0
0.475,203.0017,-0.742824864,3.658,0
0.476,302.244,-0.742930798,1.057,1
0.476,434.1406,0.743561982,0.555,1
0.476,191.0284,0.74008027,5.675,0
0.476,220.976,0.74008607,3.219,0
0.476,263.02286,0.739934753,3.822,0
0.476,471.1311,-0.741311646,4.172,0
0.477,222.1125,0.742387376,0.819,1
0.477,361.1212,-0.742777435,1.722,1
0.477,295.1293,0.739528364,0.513,0
0.478,148.1118,0.741116638,0.543,1
0.478,201.0516,-0.737209706,7.993,0
0.478,406.1143,-0.73671347,3.661,0
0.479,343.0672,-0.735784746,6.081,0
0.479,377.114,-0.735568948,3.199,0
0.479,389.2172,0.734720008,3.549,0
0.48,329.2067,-0.736222217,3.328,1
0.48,384.9455,0.733187825,1.844,0
0.48,519.1171,0.734504567,4.031,0
0.48,622.1913,0.733897521,4.077,0
0.48,678.2052,-0.734313804,1.322,0
0.481,512.2233,0.735259449,3.668,1
0.481,253.0827,0.732282693,3.556,0
0.481,377.196,-0.732176937,0.515,0
0.481,527.1811,0.731301333,2.365,0
0.482,472.3114,-0.73352693,0.479,1
0.482,579.2125,-0.730543923,2.377,0
0.483,463.2582,-0.730975597,0.524,1
0.483,468.2222,0.730816964,0.533,1
0.483,512.197,-0.731228946,8.01,1
0.483,208.0612,0.727849501,0.516,0
0.483,510.2524,-0.729376751,3.211,0
0.484,229.1634,0.729934412,4.529,1
0.484,230.99667,-0.726682732,3.831,0
0.484,342.1401,0.726120499,4.801,0
0.485,450.1422,0.727804185,4.949,1
0.486,338.0875,0.724192966,5.702,0
0.487,260.0473,0.722332978,2.62,0
0.488,351.1173,-0.719413906,3.296,0
0.489,326.088,0.718008834,5.533,0
0.489,646.1225,0.718246572,3.879,0
0.49,260.0553,-0.720466878,4.577,1
0.49,190.96555,-0.717321229,2.079,0
0.49,364.0853,-0.716204078,0.563,0
0.49,449.0859,0.717016598,4.217,0
0.49,573.1989,0.717412104,3.921,0
0.491,392.155,0.717723814,4.524,1
0.491,267.1082,-0.715268636,0.806,0
0.491,385.1682,0.71462792,2.449,0
0.491,468.0468,0.714235342,8.118,0
0.492,355.1544,-0.715729436,8.85,1
0.492,103.04,-0.713224908,0.988,0
0.493,265.1186,0.715245855,1.302,1
0.493,292.1687,0.714781077,7.349,1
0.493,495.1962,0.711544242,0.514,0
0.494,273.108,-0.712141044,6.263,1
0.495,219.006,-0.70845869,1.138,0
0.496,401.1446,0.707085312,4.261,0
0.497,367.1049,-0.704443741,5.136,0
0.498,283.0821,-0.702638116,4.197,0
0.498,383.153,0.702523712,2.502,0
0.499,392.1188,0.703760945,7.332,1
0.499,194.0458,-0.700761365,3.731,0
0.499,215.0733,-0.700966911,0.99,0
0.5,172.9996,0.699991599,1.942,0
0.5,568.1059,0.699644072,3.844,0
0.501,297.1938,-0.701622616,0.496,1
0.501,188.9948,-0.698104898,1.816,0
0.501,202.1083,-0.69797799,0.514,0
0.502,469.0527,-0.698679143,4.611,1
0.502,226.018,-0.696253111,1.956,0
0.503,139.061,0.697330934,1.079,1
0.503,170.10056,0.69685275,7.836,1
0.504,348.0688,-0.696284941,5.645,1
0.504,247.0817,-0.692915061,0.843,0
0.504,445.0919,0.692610997,7.933,0
0.505,464.2299,-0.694125103,4.177,1
0.505,391.1964,-0.691665887,0.519,0
0.505,650.2588,0.691332713,0.526,0
0.506,392.1553,-0.692051043,0.566,1
0.506,481.309,-0.693297878,1.638,1
0.506,315.0716,-0.690060513,4.799,0
0.507,203.0365,-0.688107958,3.482,0
0.508,146.08128,-0.688603204,5.106,1
0.508,314.1424,-0.686340298,0.513,0
0.508,324.0723,0.685906846,6.186,0
0.51,281.1025,-0.682655277,0.843,0
0.51,357.0817,-0.683652321,5.431,0
0.51,467.1404,0.683807586,0.556,0
0.511,310.2131,0.684420951,1.051,1
0.511,330.1373,-0.682310631,0.513,0
0.512,247.1759,0.68233414,4.792,1
0.512,344.2064,-0.682199843,0.516,1
0.513,471.0947,-0.678416359,4.944,0
0.513,555.1556,-0.677740485,3.583,0
0.514,255.13385,-0.679659632,6.666,1
0.514,103.0267,-0.676524625,1.019,0
0.515,381.1378,0.675616112,0.984,0
0.516,295.0816,-0.67391644,4.004,0
0.516,323.094,-0.67404668,2.167,0
0.517,195.0504,-0.672381974,1.472,0
0.517,381.1544,0.67092342,0.536,0
0.519,239.139,0.67139557,0.892,1
0.519,472.1809,0.670923307,6.745,1
0.519,279.0176,-0.6676524,0.702,0
0.52,304.1907,0.669438752,1.283,1
0.52,188.9862,0.666679083,4.149,0
0.52,199.0069,-0.666406322,1.086,0
0.52,444.06,-0.667549973,1.886,0
0.522,218.9966,-0.662966065,3.891,0
0.522,340.12457,-0.662877774,4.553,0
0.522,340.12454,-0.662877774,4.57,0
0.522,459.1086,-0.662964393,2.334,0
0.523,203.0107,0.662198332,1.372,0
0.523,279.068,-0.662660834,2.262,0
0.524,319.1644,-0.662159014,0.958,1
0.524,416.9353,0.659714001,1.747,0
0.525,218.1032,0.658061879,0.535,0
0.525,422.0579,0.658758437,1.881,0
0.526,157.0971,-0.660430184,5.014,1
0.526,533.1324,-0.657156126,3.783,0
0.528,173.009,0.653703724,6.03,0
0.528,348.0905,0.653175799,0.595,0
0.528,411.1835,-0.653093875,0.562,0
0.53,375.1345,-0.653741175,1.633,1
0.53,237.1128,-0.651017585,0.821,0
0.53,285.0433,-0.650556012,2.145,0
0.531,572.2742,-0.651404495,1.476,1
0.533,396.0688,0.647909687,5.32,1
0.533,266.0852,-0.6449117,0.845,0
0.534,114.055,-0.6463746,5.645,1
0.534,172.0977,0.643734016,0.843,0
0.534,283.1649,-0.643541192,0.513,0
0.534,333.0076,-0.644281243,2.172,0
0.535,246.0976,-0.642441848,0.832,0
0.535,501.1052,0.642667397,5.105,0
0.536,390.2406,0.643368285,3.648,1
0.536,439.105,-0.640671808,1.045,0
0.538,397.1493,0.637372571,3.687,0
0.539,717.3928,0.638694753,1.051,1
0.539,94.0653,-0.638436165,1.679,1
0.539,361.14983,0.635490514,5.087,0
0.54,147.0765,-0.636180959,6.582,1
0.54,507.2233,0.634164952,3.159,0
0.543,326.1959,-0.631565339,0.963,1
0.543,503.3506,-0.631683969,1.224,1
0.543,119.03529,-0.629544871,4.472,0
0.544,302.19627,-0.631049888,0.515,1
0.544,427.2136,-0.627839887,0.542,0
0.546,407.22,0.628028214,0.543,1
0.547,463.3193,0.62634654,1.553,1
0.547,323.0789,-0.623559717,5.679,0
0.548,265.1117,0.624413562,4.669,1
0.548,271.0749,0.624726381,5.387,1
0.548,290.177,-0.624339279,2.893,1
0.548,167.0212,-0.621690384,5.168,0
0.548,378.1013,-0.622209556,0.561,0
0.548,449.2533,-0.621729194,0.518,0
0.548,473.145,-0.621547273,0.575,0
0.549,191.0018,-0.620410974,3.068,0
0.549,427.0643,0.619623241,5.369,0
0.55,179.0559,0.618885319,5.977,0
0.55,258.9915,0.618670576,0.564,0
0.55,261.0198,0.618764233,3.384,0
0.551,174.1125,0.619811212,0.823,1
0.551,302.0868,-0.619712336,6.646,1
0.551,305.0866,0.619047569,4.783,1
0.552,191.00186,-0.616172211,3.051,0
0.552,191.0198,0.616245063,5.679,0
0.554,104.107,0.614549931,2.695,1
0.554,198.1236,-0.613933562,6.476,1
0.554,385.1683,-0.61214286,3.375,0
0.554,489.212,0.61155679,0.521,0
0.555,165.04059,0.610103599,6.024,0
0.555,238.9865,-0.610447893,7.261,0
0.555,391.1405,-0.610959998,0.537,0
0.556,454.1242,-0.611606466,3.692,1
0.556,179.0636,0.608499788,0.527,0
0.556,317.1602,-0.609878078,3.057,0
0.558,436.1125,0.606584014,6.228,0
0.561,453.1249,0.603676055,8.361,1
0.561,207.0477,0.601623307,2.382,0
0.561,369.1739,-0.600827279,0.556,0
0.561,421.0453,-0.600698308,1.036,0
0.562,415.05597,-0.599986234,3.74,0
0.562,768.2532,-0.599781158,4.003,0
0.563,129.0654,0.60119742,5.675,1
0.563,97.9594,0.598406899,8.026,0
0.564,377.0894,0.597304024,5.128,0
0.564,617.1301,0.59705537,3.99,0
0.565,324.0725,-0.594535285,5.673,0
0.566,259.0415,0.59350528,5.754,0
0.567,487.1256,-0.592493454,5.095,0
0.568,182.0917,0.593233172,0.888,1
0.568,191.139,0.592988827,7.741,1
0.568,478.2061,-0.592124628,0.546,1
0.568,274.0023,-0.590087588,5.058,0
0.568,289.0318,-0.591175648,2.546,0
0.568,351.0893,0.589786892,2.059,0
0.569,354.1004,-0.590671336,0.685,1
0.569,182.028,0.58843504,4.092,0
0.57,189.0404,-0.587694179,5.148,0
0.57,212.0021,0.587464839,2.316,0
0.571,300.0195,0.585902392,3.182,0
0.571,367.0118,0.585478848,2.491,0
0.572,257.1614,0.585881642,1.054,1
0.572,340.1023,0.586911347,4.899,1
0.572,367.1579,-0.583989124,1.338,0
0.572,583.3114,-0.583709861,4.248,0
0.573,272.1351,0.585364657,8.064,1
0.574,202.1072,-0.582723033,3.8,1
0.574,179.0349,0.581587538,5.243,0
0.575,193.0836,-0.582054492,4.971,1
0.575,232.1544,0.581245211,0.515,1
0.575,430.1704,-0.58148514,4.114,1
0.575,622.0896,0.579684743,3.343,0
0.576,203.139,-0.58001116,7.531,1
0.576,262.13962,-0.580256178,8.205,1
0.576,324.0722,-0.577879306,6.11,0
0.576,373.0618,0.577423103,1.02,0
0.577,135.03,-0.576619162,5.533,0
0.577,237.0331,-0.576014739,4.951,0
0.577,410.1275,-0.577048924,2.212,0
0.577,503.1919,0.576882337,0.546,0
0.579,371.0942,-0.573826902,2.275,0
0.58,476.1917,0.572534159,3.149,0
0.581,267.1446,0.572104983,1.058,1
0.581,147.0297,-0.57055546,3.639,0
0.581,561.1384,-0.571030885,2.255,0
0.582,204.0876,0.56903974,5.17,0
0.582,319.0668,-0.568760652,4.881,0
0.583,260.0249,0.567868807,3.739,0
0.584,395.1141,-0.566066139,1.956,0
0.584,409.1865,-0.565157221,0.518,0
0.584,660.1369,-0.565857959,3.999,0
0.585,218.1862,-0.565688122,3.124,1
0.585,343.0994,0.566503407,5.932,1
0.585,507.2521,-0.566346988,1.817,1
0.585,243.1083,-0.563638513,1.017,0
0.585,249.00723,0.564426907,3.179,0
0.585,424.0372,0.563850495,1.749,0
0.585,541.1212,-0.564220536,6.459,0
0.587,273.0419,-0.56157637,5.136,0
0.587,301.1652,-0.561901513,0.95,0
0.588,161.1285,0.561382591,7.824,1
0.588,204.08668,0.562348083,0.88,1
0.588,345.1666,-0.56231791,6.111,1
0.588,307.0844,-0.559914823,4.338,0
0.588,348.5347,0.559161332,2.62,0
0.588,422.058,0.559415655,1.714,0
0.588,462.9672,-0.560189329,3.843,0
0.589,492.1522,-0.558028614,3.718,0
0.59,735.3684,-0.558618449,1.164,1
0.59,230.01287,0.556482241,3.617,0
0.59,450.1666,-0.557096863,1.737,0
0.59,630.1194,0.557116747,3.743,0
0.591,197.0675,-0.554737638,0.579,0
0.591,277.0019,0.555115062,5.486,0
0.593,238.1549,-0.554041462,6.221,1
0.593,381.1547,0.552458761,2.676,0
0.594,775.357,-0.55020197,0.555,0
0.595,249.0534,-0.549279644,0.86,0
0.595,289.0184,0.549680182,3.811,0
0.596,380.2065,0.550080761,2.834,1
0.596,333.2065,-0.548043475,0.498,0
0.597,178.0589,0.546344233,0.533,0
0.598,107.0502,0.544105416,0.999,0
0.598,307.08448,-0.543854362,5.158,0
0.599,261.0216,-0.543692521,3.272,0
0.599,329.1364,0.54274363,0.84,0
0.6,248.0918,0.543267215,1.204,1
0.6,307.0133,0.541539253,5.51,0
0.601,573.465,-0.542486339,1.767,1
0.602,165.04051,0.538252044,6.233,0
0.602,243.0773,0.538944554,2.902,0
0.603,293.0633,-0.538673188,5.418,1
0.603,378.1755,0.539326806,3.998,1
0.603,231.0295,0.536796154,2.581,0
0.603,314.1055,-0.537442699,0.512,0
0.605,265.1623,0.536039731,0.765,1
0.605,129.01938,-0.533792746,2.327,0
0.605,432.1237,-0.534363326,4.381,0
0.605,469.14214,-0.533516935,3.31,0
0.605,560.1017,0.534695804,3.341,0
0.606,188.0023,-0.532571461,3.128,0
0.607,347.1054,-0.530711047,3.328,0
0.607,365.1425,-0.530557621,0.559,0
0.608,175.07139,-0.530839173,6.64,1
0.608,458.145,0.531884961,3.604,1
0.608,316.1207,0.529315892,2.075,0
0.608,343.0389,-0.528882514,3.833,0
0.609,274.1032,0.529636156,7.233,1
0.61,315.0699,-0.526155439,3.297,0
0.61,473.0455,0.526196524,2.578,0
0.61,603.1886,-0.52663918,3.693,0
0.611,275.0558,-0.524616349,2.36,0
0.613,400.1935,-0.524353436,6.118,1
0.613,329.0847,-0.521833933,1.822,0
0.613,443.0997,-0.52200538,3.638,0
0.614,514.1703,0.521685619,3.665,1
0.614,157.0503,-0.519841037,0.513,0
0.614,288.1267,-0.520511399,0.515,0
0.615,191.0662,-0.521429034,7.745,1
0.615,377.1166,-0.520713422,1.698,1
0.616,257.1024,-0.516901797,0.515,0
0.618,156.1019,0.517078016,0.817,1
0.618,243.1041,-0.515029021,0.908,0
0.618,252.0203,-0.514688481,4.947,0
0.618,316.1208,-0.514681729,2.204,0
0.62,447.1064,0.513330712,7.905,1
0.621,161.12858,-0.512420257,8.436,1
0.621,257.0485,-0.510366324,0.558,0
0.621,372.0936,-0.509959977,4.817,0
0.621,401.1091,-0.510879973,3.78,0
0.622,151.0255,-0.509081792,1.019,0
0.622,197.0468,-0.509293817,2.723,0
0.622,303.066,0.508241804,2.439,0
0.624,189.113,-0.506064242,0.89,0
0.624,321.0824,0.505889102,6.52,0
0.625,338.0857,-0.504901493,5.513,0
0.626,482.2184,-0.505261257,3.928,1
0.626,383.1188,0.503044487,6.011,0
0.627,265.0679,0.503476558,5.615,1
0.627,575.3863,0.503326612,0.86,1
0.628,161.9867,0.499738222,2.345,0
0.628,227.1285,-0.500223999,0.51,0
0.628,339.1848,0.499860002,1.034,0
0.629,260.1646,-0.500093204,3.678,1
0.629,261.0073,-0.498997496,3.254,0
0.629,319.0671,-0.499013455,5.695,0
0.63,205.1634,-0.498455642,7.711,1
0.63,458.2019,-0.498315037,0.544,1
0.63,307.0117,0.49686934,2.104,0
0.63,701.3564,0.497015713,0.532,0
0.631,261.0978,-0.497248774,4.033,1
0.632,175.1444,0.495926621,7.562,1
0.632,202.9868,0.494071429,1.018,0
0.632,262.1042,0.494216407,7.536,0
0.632,341.1238,0.493254363,3.166,0
0.632,513.07,0.493946085,3.923,0
0.633,173.0818,-0.492399172,0.849,0
0.633,227.1287,-0.491976247,0.785,0
0.633,355.1198,-0.491992684,2.415,0
0.633,423.1429,-0.491811074,0.54,0
0.635,159.1492,0.491244434,0.568,1
0.635,173.0926,-0.490733935,6.33,1
0.635,427.2233,0.490531279,1.588,1
0.635,421.0596,-0.489967518,0.559,0
0.636,226.9517,0.489648413,5.826,1
0.636,165.0534,0.488649942,0.912,0
0.636,203.002247,0.488391635,2.013,0
0.636,601.1781,-0.488679557,0.558,0
0.637,298.0748,-0.486545284,0.514,0
0.637,347.10548,-0.48721192,3.351,0
0.637,450.0891,-0.486362158,1.602,0
0.637,455.0859,-0.48697586,4.925,0
0.638,258.0076,-0.485127495,3.328,0
0.639,354.1003,-0.484695053,1.336,1
0.639,361.1128,-0.485962946,5.045,1
0.639,216.0343,-0.483625622,4.359,0
0.639,383.1527,-0.484336942,0.571,0
0.639,396.1237,-0.484014349,4.366,0
0.64,403.2585,0.48409416,1.052,1
0.64,179.0644,-0.482060754,5.704,0
0.641,636.0805,0.480098996,3.392,0
0.642,187.0978,-0.480071111,0.824,0
0.642,231.0328,-0.479392162,0.724,0
0.643,150.0694,0.479115566,1.101,1
0.643,111.0087,0.478433078,5.156,0
0.643,347.1705,-0.478411299,3.994,0
0.643,618.1817,0.477324023,1.581,0
0.644,232.1661,0.477474157,1.064,1
0.644,535.2468,0.477994256,1.373,1
0.644,269.1391,-0.475944434,0.838,0
0.644,475.077,-0.475996064,3.665,0
0.645,316.21163,-0.476608222,0.514,1
0.645,161.98674,0.475453587,2.332,0
0.645,288.0874,-0.474637296,0.844,0
0.645,415.1051,-0.474330677,3.468,0
0.646,248.1129,-0.475417144,6.726,1
0.646,265.1191,0.474789932,0.536,1
0.646,204.9812,-0.473953138,3.557,0
0.647,236.1281,-0.473594526,0.823,1
0.647,384.1886,-0.473604514,4.558,1
0.647,242.01254,-0.472607605,3.346,0
0.647,379.1966,-0.471971061,0.529,0
0.647,526.1199,0.471393366,1.643,0
0.647,569.1103,0.471727286,3.819,0
0.648,150.0559,0.470410918,3.673,0
0.648,182.0272,0.470009084,5.423,0
0.649,324.1915,-0.470719217,2.868,1
0.649,215.0329,-0.469751975,5.711,0
0.649,497.1106,0.469579573,3.715,0
0.65,152.0705,0.468857941,3.686,1
0.65,346.1321,-0.467925376,3.621,0
0.651,253.0826,0.466801651,3.616,0
0.652,437.1808,-0.465205218,0.518,0
0.653,213.0766,0.463792852,4.042,0
0.653,498.0753,-0.462707166,3.875,0
0.654,143.08166,-0.463282636,5.617,1
0.654,273.0173,0.461253245,3.345,0
0.654,301.2015,-0.462508055,0.509,0
0.654,317.0686,-0.461563322,5.121,0
0.655,267.1106,-0.461678581,5.18,1
0.655,429.072,-0.460587347,0.525,0
0.656,489.1394,0.461123345,3.349,1
0.656,271.1548,-0.459633818,0.788,0
0.657,160.1051,0.4588963,5.081,1
0.658,230.0498,0.456589323,4.392,0
0.658,489.1195,0.455978314,2.377,0
0.658,566.1,-0.45663811,3.386,0
0.659,209.1284,-0.456394975,7.334,1
0.66,267.1246,0.45411908,0.529,1
0.661,352.0857,-0.452376798,1.363,0
0.662,266.1595,0.45195897,6.173,1
0.662,517.1523,-0.450117228,3.699,0
0.663,203.0019,-0.449461226,0.829,0
0.664,287.1002,0.449151377,0.56,1
0.664,246.99161,-0.447863445,1.186,0
0.664,267.1234,0.447052508,0.816,0
0.665,141.0658,0.446971582,4.643,1
0.666,303.074,0.44607557,3.42,1
0.666,350.2071,-0.4464693,2.649,1
0.667,258.0444,0.442674464,3.081,0
0.668,177.1284,0.441413857,0.774,0
0.668,261.0071,-0.441359089,2.319,0
0.668,279.0173,0.441329652,4.922,0
0.669,219.05089,0.440961995,4.762,0
0.669,923.4088,-0.440871133,0.576,0
0.67,143.0815,-0.440873058,5.028,1
0.67,416.1914,-0.439834648,1.313,1
0.67,489.2284,0.440276535,0.496,1
0.672,289.0693,0.435807591,5.7,0
0.672,337.0938,-0.436091288,3.48,0
0.672,367.0828,-0.436784353,2.357,0
0.673,224.1397,-0.436078525,7.26,1
0.674,273.0076,0.432880336,3.344,0
0.674,536.0432,0.433812949,3.797,0
0.675,283.13998,-0.433453533,5.642,1
0.675,293.1706,0.433076641,8.464,1
0.675,224.0617,-0.431201358,4.914,0
0.677,403.0557,-0.429719943,2.292,0
0.678,149.0597,0.428420387,5.975,1
0.678,399.0955,-0.427833246,6.765,0
0.678,500.279,0.427101962,0.526,0
0.68,219.0507,0.425393528,3.497,0
0.68,412.9767,-0.424802114,1.561,0
0.68,555.1887,0.424864041,3.497,0
0.682,173.0218,0.42156655,1.841,0
0.682,357.1011,-0.421333629,2.685,0
0.682,483.15782,0.422070151,3.308,0
0.683,258.9917,0.420344095,3.481,0
0.685,238.9867,-0.417521673,8.106,0
0.686,259.0561,0.416699697,2.484,0
0.687,205.0822,-0.415655532,7.274,1
0.687,565.1552,0.415308785,4.125,0
0.688,391.1314,-0.413526279,3.291,0
0.689,239.0922,-0.411824522,0.817,0
0.69,173.05676,-0.41021324,5.7,0
0.691,391.176,-0.408888673,0.535,0
0.692,302.196,-0.409570606,2.176,1
0.692,314.1706,-0.408813408,3.875,1
0.692,181.0505,0.407855764,0.887,0
0.692,257.15,-0.407458861,0.515,0
0.692,574.0803,0.407535289,3.839,0
0.693,191.0199,-0.406443395,8.317,0
0.694,189.168,-0.406844485,7.64,1
0.694,242.1389,-0.406527178,0.944,1
0.694,269.1245,0.406549616,6.119,1
0.694,174.9871,-0.405245635,1.827,0
0.696,255.13389,0.402977427,7.244,1
0.696,220.0976,0.402206893,0.844,0
0.696,277.0018,-0.402142525,2.969,0
0.697,325.1287,-0.400764602,0.52,0
0.697,565.2092,0.400970384,0.543,0
0.698,259.02788,0.400048451,2.431,0
0.698,363.1077,-0.398758907,2.178,0
0.7,203.1394,0.398492104,5.989,1
0.7,295.1498,-0.397787993,8.885,1
0.7,241.1443,0.3969663,0.769,0
0.7,277.0844,-0.397254534,0.837,0
0.7,441.121,-0.395892606,0.557,0
0.701,221.0769,0.396421308,7.97,1
0.701,361.0709,-0.395625485,0.548,0
0.703,151.145,0.393718941,3.083,1
0.703,172.1096,-0.39339089,2.858,1
0.703,340.1864,0.393015267,3.25,1
0.703,495.0461,0.394155441,5.774,1
0.703,179.0562,0.392989165,5.704,0
0.703,735.3596,-0.392579603,0.544,0
0.704,541.2136,0.390659512,0.56,0
0.705,232.1291,-0.390636126,5.085,1
0.705,365.1052,0.390335739,6.439,1
0.705,655.1389,0.390194287,4.473,0
0.707,417.0998,0.386391584,3.083,0
0.707,470.0688,-0.387499263,3.799,0
0.707,773.3418,-0.386728315,0.556,0
0.709,166.1333,0.385161503,1.023,1
0.709,376.3184,0.385215109,0.456,1
0.709,408.1491,0.385237034,5.645,1
0.709,583.3112,-0.383974756,0.557,0
0.71,278.1233,-0.384355267,7.262,1
0.71,339.166,-0.383155594,4.664,1
0.71,400.1979,-0.384271948,0.535,1
0.71,474.1399,0.384163482,3.581,1
0.711,457.251,0.383016185,6.86,1
0.711,242.99665,-0.381717117,3.313,0
0.712,279.1346,-0.379944495,0.94,0
0.713,146.08127,0.379397881,5.63,1
0.713,308.1853,-0.379846574,1.095,1
0.714,151.007,0.377009704,5.656,0
0.714,181.05051,-0.377034346,2.24,0
0.714,283.1184,-0.376889865,0.938,0
0.715,667.3006,-0.375257112,0.558,0
0.716,413.2811,-0.375055489,0.557,1
0.717,203.1485,0.374473675,5.527,1
0.717,272.1669,0.374058441,0.804,1
0.717,487.2539,-0.372714458,0.52,0
0.718,410.2047,0.372058373,4.449,1
0.718,373.1519,0.37142329,4.556,0
0.718,418.1445,-0.372004379,0.549,0
0.719,319.1247,-0.370702906,7.989,1
0.719,489.1188,-0.370279095,3.274,0
0.722,343.0667,-0.365341186,4.941,0
0.722,439.1031,-0.365413377,2.332,0
0.723,244.1542,0.365499601,0.514,1
0.723,244.1543,0.365499601,0.514,1
0.723,258.1176,-0.366403912,1.152,1
0.723,499.2371,0.365851379,0.507,1
0.726,341.1086,-0.359774333,6.451,0
0.726,485.0437,0.360344909,5.783,0
0.727,411.1269,0.359606406,4.179,0
0.727,512.2676,-0.358815847,0.566,0
0.727,533.1721,-0.359044069,6.434,0
0.729,340.1028,-0.35700227,0.559,0
0.73,342.1012,0.355349967,3.76,0
0.73,431.1165,0.354933709,2.279,0
0.731,225.0762,0.353947219,0.841,0
0.733,151.0261,-0.35150747,3.2,0
0.734,205.0059,0.348960052,2.072,0
0.734,501.1057,0.349044372,4.061,0
0.735,145.1699,0.349536809,7.412,1
0.735,275.1964,0.348580059,4.494,1
0.735,305.1855,0.349502056,0.518,1
0.735,518.238,0.349522226,0.546,1
0.735,218.0315,0.34872869,2.512,0
0.735,401.1035,0.348667786,2.348,0
0.736,426.1589,-0.346096438,0.567,0
0.737,174.0921,-0.346802117,0.831,1
0.737,279.0975,-0.345874572,4.922,0
0.738,359.0801,-0.343488085,0.561,0
0.739,285.097,-0.342666242,0.525,0
0.74,295.0465,-0.340872632,5.68,0
0.742,188.00228,-0.33840582,2.235,0
0.742,263.1397,-0.338107852,0.54,0
0.742,365.0531,-0.338157226,6.568,0
0.743,418.1022,0.336624758,3.043,0
0.744,261.0075,-0.335574124,3.387,0
0.745,248.0037,0.334586216,3.65,0
0.745,254.9814,0.334851688,10.976,0
0.745,447.1091,0.33457454,2.406,0
0.746,329.1058,0.333685634,0.558,0
0.747,191.0539,-0.331659895,5.675,0
0.747,433.1135,-0.332137928,3.943,0
0.749,297.1338,0.328337982,0.84,0
0.75,328.102,0.328369419,5.48,1
0.75,289.0903,-0.327414255,3.51,0
0.75,468.1999,-0.327550462,0.539,0
0.751,243.1341,0.326632721,3.697,1
0.751,183.005,-0.325524264,0.703,0
0.751,297.0971,0.326178573,0.537,0
0.752,373.1121,0.325145177,3.415,0
0.753,229.0852,0.324852079,3.063,1
0.753,214.0178,-0.322898755,4.826,0
0.753,345.0837,-0.323289681,3.659,0
0.754,323.0937,-0.321574214,2.289,0
0.754,347.0644,0.321578521,3.426,0
0.755,356.0985,-0.321327723,4.988,0
0.755,445.077,-0.320777987,4.149,0
0.756,338.1759,0.320347389,1.329,1
0.757,172.0968,-0.319252743,0.853,1
0.757,307.1182,-0.318287285,0.842,0
0.757,405.1471,-0.318484621,3.381,0
0.759,270.1866,0.316815972,0.504,1
0.759,349.0943,-0.31502468,3.648,0
0.759,459.0952,0.315360286,3.721,0
0.76,367.1051,-0.314369487,4.107,0
0.76,425.1127,-0.314188006,0.56,0
0.761,166.1302,-0.313955265,1.899,1
0.761,185.1648,-0.313493671,5.491,1
0.761,567.1896,-0.313232376,3.663,0
0.762,555.2408,-0.31215304,0.513,1
0.762,161.04558,-0.311849444,5.668,0
0.764,347.0935,-0.308839723,2.377,0
0.764,471.2417,0.309109261,2.956,0
0.765,176.0666,-0.308232267,7.162,1
0.765,222.9917,-0.307641248,3.031,0
0.766,321.0817,0.306233642,5.637,1
0.766,571.2532,0.306200859,0.525,0
0.768,260.125,-0.303331452,7.968,0
0.769,254.1399,-0.302929591,0.822,1
0.769,188.0104,-0.301920113,1.569,0
0.769,228.0312,-0.301599821,3.932,0
0.769,633.2843,-0.301189981,0.555,0
0.77,272.1848,0.301218479,0.513,1
0.77,370.1613,-0.301004902,5.455,0
0.773,247.1288,-0.29722548,5.996,1
0.774,274.9864,0.295159784,3.583,0
0.774,516.1847,0.294417858,5.788,0
0.775,773.4545,0.294589563,0.537,1
0.776,243.145,-0.293257968,6.522,1
0.776,279.0017,-0.292754031,1.018,0
0.776,388.0864,-0.292101958,2.467,0
0.777,261.1467,-0.292290088,0.515,1
0.777,355.1392,-0.291164397,0.537,0
0.778,291.1297,-0.290657463,8.546,1
0.778,175.02469,0.289749688,5.38,0
0.779,363.0706,0.288086226,2.372,0
0.779,499.112,0.288062808,3.373,0
0.781,415.1894,0.28676033,1.823,1
0.781,311.0929,-0.285260945,2.301,0
0.781,349.2019,-0.285755478,0.51,0
0.782,350.2325,-0.285173736,0.84,1
0.782,466.2038,-0.284820547,0.538,1
0.782,480.1149,-0.284294482,4.917,0
0.783,290.1459,0.283589432,8.196,1
0.783,383.0963,0.283536851,0.55,0
0.783,497.2379,-0.28354264,4.524,0
0.784,265.072,-0.281794895,0.886,0
0.786,172.0978,0.278751925,0.872,0
0.787,258.0074,-0.27793099,4.608,0
0.787,351.1655,-0.278101529,0.545,0
