m.z,r.t.,p.value,t.score,mode
338.0519,5.673,0.219,1.312210036,negative
168.1385,1.92,0.22,1.316655964,positive
267.0727,4.074,0.22,-1.308624511,negative
301.9973,2.602,0.22,-1.307347527,negative
345.0646,0.556,0.22,-1.307078677,negative
547.0889,3.745,0.22,-1.308262884,negative
152.0805,5.528,0.221,1.316542038,positive
280.1651,3.874,0.221,1.316005843,positive
464.1909,3.664,0.221,-1.316118605,positive
431.1183,0.764,0.221,-1.306744359,negative
512.1045,1.845,0.221,1.305727559,negative
199.0826,0.565,0.222,-1.312325463,positive
279.0855,5.437,0.222,-1.312891919,positive
245.1392,0.923,0.222,-1.302574066,negative
637.2961,6.135,0.223,1.307558469,positive
353.0334,2.232,0.223,-1.300439025,negative
480.2047,4.948,0.224,1.3052553,positive
491.1918,4.425,0.224,-1.296922511,negative
181.0617,1.482,0.225,-1.301681814,positive
195.0511,6.805,0.225,-1.292385244,negative
237.0763,0.843,0.226,-1.290644138,negative
330.2275,0.513,0.227,-1.295533881,positive
227.0672,5.687,0.227,-1.286324088,negative
335.115,3.507,0.227,-1.288278147,negative
261.1807,3.948,0.228,1.292546859,positive
129.0193,6.544,0.228,-1.28519481,negative
253.0559,7.542,0.228,1.284212058,negative
371.1155,4.831,0.228,1.28560526,negative
385.168,0.573,0.229,-1.282442183,negative
189.087,5.641,0.231,-1.284376088,positive
218.0822,0.977,0.231,1.275764954,negative
282.047,0.513,0.231,-1.276750432,negative
309.042,0.548,0.231,-1.274725531,negative
345.028,2.521,0.231,-1.276088383,negative
427.0857,5.802,0.231,1.275219293,negative
198.0529,5.13,0.232,1.281379,positive
204.0667,0.515,0.232,1.273060094,negative
277.1076,0.844,0.232,-1.271534866,negative
247.0606,2.616,0.233,1.268562334,negative
337.1491,0.533,0.233,-1.27052549,negative
640.333,6.148,0.233,-1.269720617,negative
290.1599,5.099,0.234,-1.276929064,positive
607.1285,8.059,0.234,-1.275371622,positive
205.0353,5.68,0.234,-1.265665669,negative
327.1074,0.558,0.234,1.266548594,negative
335.0228,2.013,0.234,-1.266577516,negative
395.0644,1.898,0.234,1.266142572,negative
270.0849,5.113,0.235,-1.272870932,positive
296.0658,6.593,0.235,-1.272165667,positive
424.1597,3.213,0.235,-1.273972151,positive
187.0068,2.234,0.235,-1.264644241,negative
202.0537,0.512,0.235,-1.264647162,negative
231.0676,2.297,0.235,-1.262653937,negative
205.0524,3.564,0.236,-1.259675828,negative
353.0331,2.172,0.236,-1.261274424,negative
263.0577,4.057,0.238,-1.253689178,negative
345.0987,2.126,0.238,-1.255360185,negative
612.1748,3.869,0.238,1.256454068,negative
160.0972,5.086,0.239,1.260487829,positive
402.2842,0.515,0.239,-1.259744847,positive
389.111,3.877,0.239,-1.251346024,negative
204.0866,8.005,0.24,-1.257850953,positive
365.1337,4.633,0.24,-1.259526278,positive
244.0031,4.944,0.24,-1.248645252,negative
352.0712,1.03,0.24,-1.250341452,negative
205.0524,3.634,0.241,-1.246628708,negative
246.0745,4.944,0.241,-1.24626224,negative
273.1211,4.643,0.242,1.253628634,positive
159.0516,1.019,0.242,-1.244373103,negative
251.1286,0.792,0.242,-1.24370647,negative
457.0745,4.509,0.243,1.239578933,negative
269.1027,0.548,0.244,-1.238853289,negative
373.1499,0.521,0.244,-1.238197814,negative
417.2123,3.2,0.244,-1.238103909,negative
276.0026,3.407,0.245,1.235786313,negative
116.1071,0.643,0.246,-1.240664027,positive
259.0977,3.914,0.246,-1.240552043,positive
380.1157,0.564,0.246,-1.240358276,positive
178.0511,0.524,0.246,1.231119646,negative
469.0327,5.27,0.247,-1.238609475,positive
887.3642,7.332,0.247,1.23733708,positive
208.9759,3.734,0.247,-1.228242162,negative
242.0489,3.714,0.247,-1.228757143,negative
321.1908,0.499,0.247,-1.23047991,negative
427.1967,4.119,0.247,1.228388197,negative
181.0838,0.54,0.248,-1.234435275,positive
279.1103,5.146,0.248,-1.234703708,positive
433.142,3.384,0.248,-1.227659966,negative
497.2745,0.519,0.248,-1.226416406,negative
689.3021,0.543,0.248,-1.225867569,negative
340.1324,5.379,0.249,-1.23269773,positive
155.0462,6.062,0.249,-1.222797098,negative
188.0927,4.517,0.249,1.22301201,negative
331.1214,0.588,0.249,1.223084065,negative
176.1075,0.501,0.25,-1.23033441,positive
521.2674,1.304,0.25,1.230667109,positive
306.9948,1.951,0.25,-1.221339002,negative
405.1177,2.095,0.25,-1.220941611,negative
427.178,0.573,0.25,-1.220158353,negative
245.1494,5.617,0.251,-1.228242805,positive
391.2596,1.22,0.251,-1.226182877,positive
416.2019,1.132,0.251,1.227824966,positive
464.1911,0.532,0.251,-1.226805313,positive
218.049,4.323,0.251,-1.219072911,negative
227.0219,5.696,0.251,-1.218095049,negative
138.0549,3.649,0.252,1.224076224,positive
228.0868,4.611,0.252,-1.225346497,positive
319.1866,5.073,0.252,1.222828974,positive
229.0638,0.559,0.252,1.214427395,negative
247.0628,4.341,0.253,-1.212486962,negative
265.109,3.361,0.253,-1.211719834,negative
397.1353,1.015,0.253,1.2127705,negative
401.0891,4.883,0.253,1.213925099,negative
205.155,7.708,0.254,-1.217692054,positive
130.0863,7.575,0.255,-1.216328245,positive
436.1964,6.237,0.255,1.216580535,positive
195.0515,0.84,0.255,-1.207084808,negative
241.1398,7.647,0.256,-1.212105241,positive
175.0245,0.522,0.256,1.204148865,negative
436.1959,4.973,0.257,1.211578975,positive
464.1908,3.734,0.258,-1.206944992,positive
195.0518,0.563,0.258,-1.198551492,negative
203.1391,5.557,0.259,-1.205174803,positive
288.1942,1.833,0.259,-1.204818098,positive
147.0298,5.656,0.259,1.19801927,negative
391.1312,3.391,0.259,-1.195715476,negative
415.1602,4.918,0.259,1.197573034,negative
173.9866,2.442,0.26,-1.194130497,negative
199.0975,0.822,0.26,-1.193495416,negative
389.0876,3.478,0.26,-1.193165663,negative
205.1184,8.039,0.261,-1.198477725,positive
307.084,4.173,0.261,-1.191688502,negative
387.2018,0.521,0.261,1.190504163,negative
447.0919,4.001,0.262,-1.197092847,positive
283.0279,2.454,0.262,-1.189641017,negative
313.0927,4.354,0.262,-1.1876757,negative
469.1421,3.396,0.262,-1.188176994,negative
505.1592,5.144,0.262,-1.187850266,negative
561.0749,3.828,0.262,-1.188200488,negative
543.2802,5.001,0.263,-1.187320148,negative
298.1873,9.502,0.264,-1.192371667,positive
175.061,3.616,0.264,-1.18266682,negative
377.0534,3.749,0.264,-1.184196461,negative
533.2041,3.926,0.264,1.182782632,negative
749.3826,0.829,0.265,1.187426897,positive
212.129,0.833,0.265,-1.179501962,negative
256.1676,0.503,0.266,1.186218514,positive
193.0505,0.807,0.266,-1.17865185,negative
349.0593,2.431,0.266,1.178466713,negative
667.2045,3.916,0.266,1.179433922,negative
138.0541,2.867,0.267,1.183418032,positive
261.1237,0.961,0.267,-1.182509879,positive
577.3113,4.381,0.267,1.182940111,positive
263.1043,0.539,0.267,-1.176701378,negative
469.1128,2.301,0.267,-1.175986582,negative
540.2079,3.902,0.268,1.172878049,negative
188.0563,4.907,0.269,-1.169441038,negative
212.0019,2.386,0.269,1.169356473,negative
229.9984,1.043,0.269,-1.170366145,negative
329.16,0.517,0.269,1.171077799,negative
302.1597,5.093,0.27,-1.174410562,positive
246.0444,5.448,0.27,1.16798577,negative
379.1606,5.126,0.27,-1.167715933,negative
395.0636,6.682,0.27,-1.168194901,negative
493.2281,3.987,0.27,-1.16902709,negative
382.1907,4.683,0.271,1.172964316,positive
747.4025,1.14,0.271,1.171583567,positive
450.1763,0.523,0.271,-1.166223613,negative
471.2021,0.864,0.271,1.165275333,negative
178.0361,1.018,0.272,1.162892032,negative
357.1019,0.569,0.272,-1.163797652,negative
259.0635,0.559,0.273,1.159899439,negative
449.108,4.523,0.273,-1.161063081,negative
239.1389,7.307,0.274,1.165676662,positive
530.1863,6.452,0.275,1.162804594,positive
513.2181,0.519,0.275,-1.154178109,negative
907.414,0.559,0.276,-1.151798701,negative
182.081,5.498,0.277,-1.158308772,positive
405.2124,4.811,0.277,1.150423112,negative
417.2123,3.159,0.277,-1.150187154,negative
249.0715,8.062,0.278,1.154526215,positive
305.1818,5.115,0.278,1.153801132,positive
227.1277,0.83,0.279,-1.151170992,positive
349.1768,0.501,0.281,1.147201831,positive
361.0718,3.973,0.281,-1.140348555,negative
276.1365,3.423,0.282,1.143353855,positive
405.1777,4.328,0.282,-1.145248412,positive
399.0247,3.89,0.282,-1.137689497,negative
248.0219,3.653,0.283,1.142722498,positive
170.1005,6.913,0.284,1.140344176,positive
420.2011,4.674,0.284,1.138286294,positive
127.0399,0.847,0.284,-1.131377944,negative
163.0247,5.69,0.284,1.133342277,negative
425.2133,5.414,0.284,-1.133149157,negative
427.1967,0.523,0.284,-1.132339965,negative
467.0351,5.297,0.285,1.137715278,positive
248.9602,5.84,0.285,1.130630566,negative
405.1761,4.642,0.285,-1.129634857,negative
540.0743,3.978,0.285,1.130851894,negative
324.1254,3.727,0.286,1.133812728,positive
145.0982,8.275,0.286,-1.126154829,negative
203.0022,1.372,0.286,-1.12768169,negative
408.1502,3.977,0.286,1.12677117,negative
181.9916,3.013,0.287,1.124959378,negative
307.0288,0.574,0.287,-1.123512198,negative
384.0756,3.321,0.287,-1.123477489,negative
241.1296,7.647,0.288,-1.129801677,positive
218.9968,3.546,0.288,-1.121959784,negative
287.1498,0.782,0.288,-1.123067005,negative
457.0666,3.573,0.288,-1.12156171,negative
296.1853,0.806,0.289,-1.126691274,positive
117.0558,0.877,0.289,-1.119773773,negative
204.0301,4.935,0.289,-1.120320988,negative
246.9916,3.123,0.289,-1.119683677,negative
273.1339,0.813,0.289,-1.120614724,negative
343.1394,3.094,0.289,1.12068028,negative
345.0795,2.084,0.289,-1.11880021,negative
375.1293,5.379,0.289,1.120268803,negative
478.1878,1.985,0.29,1.12396622,positive
326.0864,6.015,0.29,1.118028725,negative
600.1399,5.886,0.292,1.118292074,positive
441.1073,2.397,0.292,-1.111515418,negative
486.1209,2.988,0.292,1.113370576,negative
564.1689,6.53,0.292,-1.113534025,negative
290.1764,0.527,0.293,-1.117410138,positive
353.0894,5.683,0.293,1.110230216,negative
189.1345,7.821,0.294,-1.114878064,positive
341.0653,3.749,0.294,-1.113412915,positive
366.1113,5.469,0.294,-1.115040295,positive
596.2694,6.186,0.294,1.11490577,positive
615.2464,4.094,0.294,1.106392667,negative
502.2947,1.064,0.295,1.112663442,positive
291.0177,2.075,0.295,1.104875594,negative
368.0807,3.064,0.295,-1.104544175,negative
385.1859,0.519,0.295,1.105052625,negative
224.139,7.455,0.296,-1.109328322,positive
715.3764,1.192,0.296,-1.108525912,positive
317.1597,0.517,0.296,-1.103383599,negative
353.0847,3.54,0.296,-1.101784666,negative
351.1582,7.036,0.297,-1.107370788,positive
243.0715,4.453,0.297,-1.10100762,negative
377.1423,3.769,0.298,-1.10575842,positive
206.9971,2.175,0.298,1.096993362,negative
321.0631,3.67,0.298,-1.098951368,negative
427.1393,2.402,0.298,-1.097325761,negative
505.2362,1.842,0.299,1.101309509,positive
516.207,6.311,0.299,1.101936731,positive
397.0731,0.584,0.299,-1.096560903,negative
763.1909,7.999,0.299,-1.095310752,negative
182.0579,4.331,0.3,1.098582121,positive
522.2956,1.034,0.3,1.098660642,positive
275.0228,3.571,0.3,-1.093119969,negative
395.0635,7.741,0.3,1.09295526,negative
274.092,6.927,0.301,-1.09734453,positive
505.2373,1.814,0.301,1.098025521,positive
175.0611,3.502,0.301,-1.091238848,negative
246.9763,1.04,0.301,-1.089752232,negative
273.0072,0.641,0.301,-1.091307083,negative
511.2903,0.535,0.301,-1.091000611,negative
225.1236,7.192,0.302,1.094717519,positive
232.1403,9.087,0.302,-1.094891204,positive
575.2789,0.536,0.302,1.08716286,negative
256.1125,1.174,0.303,1.091502556,positive
461.1072,4.293,0.303,-1.091831452,positive
571.0617,5.835,0.303,1.093287255,positive
139.04,3.348,0.303,-1.085233391,negative
233.0469,3.48,0.303,-1.086010593,negative
346.0776,4.14,0.303,-1.08481469,negative
491.1473,3.302,0.303,1.086802149,negative
594.0962,3.813,0.303,1.086231654,negative
213.9979,3.83,0.304,-1.083193116,negative
339.0892,3.494,0.304,-1.082489672,negative
145.05,0.997,0.305,-1.080859444,negative
152.0704,5.985,0.306,1.085636196,positive
217.13,6.202,0.306,-1.08604741,positive
335.0788,4.048,0.306,-1.07843871,negative
281.1705,8.579,0.307,-1.082417112,positive
300.112,1.001,0.307,-1.076575574,negative
146.0921,5.109,0.308,-1.081673027,positive
387.0737,5.124,0.308,1.073995218,negative
429.1572,3.915,0.308,1.073157867,negative
148.1227,1.073,0.309,1.078454321,positive
160.108,1.102,0.309,1.07920413,positive
290.1344,6.639,0.309,-1.079324369,positive
289.0021,2.845,0.309,1.071128518,negative
338.088,4.942,0.309,1.072486146,negative
478.084,2.021,0.309,1.07119859,negative
481.1678,5.055,0.31,-1.074999779,positive
229.0883,0.552,0.31,-1.069434021,negative
274.0025,5.546,0.31,-1.068630626,negative
275.1067,0.515,0.31,-1.069384377,negative
180.088,0.589,0.311,-1.073070533,positive
183.0661,0.867,0.311,-1.066464608,negative
686.154,3.73,0.311,-1.066602633,negative
505.2806,1.871,0.312,1.07156754,positive
326.099,3.389,0.312,-1.06510085,negative
147.1129,8.251,0.313,-1.069171518,positive
238.1083,1.113,0.313,-1.069507172,positive
217.0164,3.25,0.313,1.061957042,negative
401.1267,0.551,0.313,-1.063288636,negative
243.134,0.517,0.314,-1.067484686,positive
257.1498,0.514,0.314,-1.066330006,positive
217.0174,1.047,0.314,-1.059352958,negative
337.1097,0.926,0.315,1.057777215,negative
346.9896,1.85,0.315,1.05873714,negative
327.0499,3.959,0.316,-1.061192997,positive
224.002,2.41,0.316,1.054921684,negative
410.0405,3.753,0.316,-1.055091472,negative
251.1134,3.627,0.318,1.057347479,positive
393.0116,3.844,0.318,1.050807243,negative
393.1028,4.961,0.318,-1.050032401,negative
288.1189,7.178,0.319,-1.055158375,positive
198.9916,1.038,0.319,-1.049631165,negative
229.1663,1.078,0.32,1.052352479,positive
595.3478,0.525,0.32,1.052300826,positive
286.0026,3.257,0.32,-1.046805406,negative
339.1808,0.89,0.32,-1.046718862,negative
510.2519,0.566,0.32,-1.046812806,negative
331.12,2.389,0.321,1.044572798,negative
484.1971,4,0.322,-1.048471039,positive
261.0072,0.592,0.322,1.04180323,negative
308.0984,5.187,0.322,-1.042589876,negative
703.5726,0.512,0.323,1.045558508,positive
469.1127,2.353,0.323,-1.039999145,negative
406.1702,4.529,0.324,1.04412173,positive
397.1261,4.74,0.324,1.037101121,negative
181.0714,0.523,0.325,-1.041689671,positive
347.2191,4.123,0.325,1.041018603,positive
205.0881,0.505,0.325,1.034505675,negative
416.1462,3.62,0.325,-1.034818452,negative
433.1231,0.804,0.325,-1.035461767,negative
529.261,0.533,0.325,-1.034272844,negative
274.204,0.853,0.326,1.038433216,positive
236.0252,4.945,0.326,-1.031939942,negative
323.0577,4.005,0.326,1.033466319,negative
450.0527,1.755,0.326,-1.033640125,negative
290.1021,0.834,0.327,-1.037533413,positive
504.2647,4.971,0.327,-1.035451049,positive
233.1505,7.606,0.327,-1.030109982,negative
229.1548,0.532,0.328,1.034702225,positive
355.0323,2.199,0.328,-1.027634662,negative
449.2019,0.567,0.328,-1.029306715,negative
353.1703,8.174,0.329,1.032714859,positive
501.6989,7.967,0.329,1.031940878,positive
229.0541,0.558,0.329,1.026290773,negative
399.0615,2.081,0.329,-1.025198783,negative
425.181,0.529,0.33,-1.024727181,negative
150.0583,1.33,0.331,-1.028155078,positive
242.0665,5.698,0.331,-1.020909615,negative
527.1963,3.633,0.331,1.020822021,negative
342.2636,0.484,0.332,1.026039962,positive
434.1799,5.635,0.332,1.024789423,positive
464.1651,5.887,0.332,1.024772341,positive
364.0972,0.554,0.332,-1.019212652,negative
383.1356,5.936,0.333,-1.022286042,positive
666.637,0.431,0.333,1.024094659,positive
237.1241,0.892,0.333,1.018054275,negative
492.1876,3.692,0.333,-1.017331269,negative
559.1264,8.026,0.334,1.020516341,positive
134.0964,3.15,0.335,1.019532212,positive
357.1793,0.549,0.335,-1.018794401,positive
412.1428,0.561,0.335,-1.012670202,negative
561.299,1.22,0.336,1.016461599,positive
251.1279,0.811,0.337,-1.013322842,positive
179.056,6.344,0.337,1.00809083,negative
222.9743,1.003,0.337,1.009211108,negative
347.1706,4.809,0.337,1.009547368,negative
450.2117,6.308,0.338,1.012057976,positive
446.2906,0.979,0.338,1.005913716,negative
306.1705,1.305,0.34,1.0066761,positive
472.1938,5.742,0.34,1.007823865,positive
504.1324,3.4,0.34,1.006949102,positive
805.4077,1.199,0.34,1.006604275,positive
323.0227,0.552,0.34,-1.002609486,negative
340.1549,3.953,0.34,-1.001412224,negative
341.1536,6.145,0.34,-1.001483294,negative
502.2073,5.418,0.34,-1.001449981,negative
502.2076,4.936,0.34,-1.000938659,negative
512.192,3.096,0.34,-1.001106682,negative
586.169,5.4,0.34,-1.001509435,negative
618.1748,4.18,0.34,-1.001525828,negative
244.1291,6.675,0.341,-1.005309,positive
388.0933,5.841,0.341,-1.005213906,positive
539.2428,1.935,0.341,1.006245412,positive
165.0472,3.498,0.341,-0.999490997,negative
317.0326,2.294,0.341,-0.999393686,negative
338.1174,5.405,0.341,-0.999286413,negative
338.1175,7.123,0.341,-0.999258281,negative
432.0841,5.875,0.341,-0.999292597,negative
544.0945,1.747,0.341,0.999566679,negative
574.1703,5.501,0.341,-0.999057078,negative
604.1208,7.712,0.341,-0.998941559,negative
339.1549,5.726,0.342,-1.003522939,positive
393.0106,4.036,0.342,0.997038307,negative
561.1622,4.287,0.342,-0.998679601,negative
605.111,4.047,0.342,0.997434219,negative
636.2293,3.934,0.342,0.998506296,negative
187.0724,5.679,0.343,-0.995877483,negative
367.1133,5.469,0.343,-0.995645137,negative
393.9848,4.068,0.343,0.995111447,negative
457.0745,4.345,0.343,0.994405839,negative
248.0876,8.065,0.344,0.998888321,positive
325.1744,0.519,0.344,-0.998177431,positive
212.0031,3.829,0.344,-0.994187768,negative
293.0335,4.024,0.344,0.994330921,negative
431.1161,1.301,0.344,0.993625556,negative
483.1578,3.257,0.344,-0.993358778,negative
500.1897,5.486,0.344,0.99305718,negative
451.0399,4.311,0.345,0.996110742,positive
375.0929,6.899,0.345,0.9902421,negative
833.2896,4.053,0.345,0.992126365,negative
280.079,0.509,0.346,-0.988412204,negative
307.0125,6.081,0.346,0.989160742,negative
443.059,5.513,0.346,0.988116953,negative
507.2243,0.539,0.346,0.989270747,negative
185.0566,7.305,0.347,-0.986360139,negative
195.062,2.383,0.347,-0.987576274,negative
312.0317,3.986,0.347,0.985922905,negative
343.1393,0.52,0.347,0.986672788,negative
353.0888,1.003,0.347,-0.986799896,negative
389.0908,2.885,0.347,-0.986516374,negative
394.046,3.795,0.347,-0.987122637,negative
432.1992,4.386,0.347,-0.987323359,negative
503.1207,5.53,0.347,0.986023705,negative
527.1255,5.129,0.347,0.985823562,negative
571.1485,6.253,0.347,0.987567455,negative
767.0226,5.837,0.347,0.98772514,negative
790.1902,4.037,0.347,0.98703542,negative
208.0429,5.441,0.348,-0.990548794,positive
188.0022,2.253,0.348,-0.984246466,negative
372.9904,4.024,0.348,0.984151495,negative
506.0901,3.699,0.348,0.985725935,negative
181.0671,1.616,0.349,0.986915953,positive
263.1047,3.349,0.349,-0.982050299,negative
215.0163,5.665,0.35,0.986746541,positive
394.1621,4.476,0.35,-0.98531572,positive
236.0924,0.513,0.35,-0.979555999,negative
411.1293,0.569,0.35,0.981459202,negative
367.0957,7.091,0.351,-0.983266903,positive
274.0025,5.671,0.351,0.977942172,negative
229.155,5.116,0.353,-0.980282636,positive
265.1304,1.09,0.353,0.979379514,positive
421.0503,5.465,0.353,0.979384619,positive
435.0872,5.844,0.353,0.979983002,positive
303.0869,2.422,0.353,-0.973564303,negative
315.0719,5.501,0.353,0.974960899,negative
182.0577,5.354,0.354,-0.9768577,positive
275.1027,3.588,0.354,0.97708683,positive
623.2803,6.454,0.354,0.977394028,positive
291.0358,0.557,0.354,-0.971784534,negative
137.0458,2.938,0.355,-0.975930884,positive
539.3505,1.773,0.355,0.975519258,positive
521.2313,1.696,0.356,0.972843058,positive
259.028,0.58,0.356,0.967522846,negative
594.3635,0.533,0.356,-0.968282542,negative
204.9811,4.114,0.357,0.964905107,negative
333.0072,3.165,0.357,-0.965421082,negative
262.1284,5.669,0.358,0.968416667,positive
263.0228,4.652,0.359,-0.961425029,negative
315.1808,0.91,0.359,-0.962354626,negative
507.1128,2.331,0.359,0.960716563,negative
552.06,3.78,0.359,-0.961129307,negative
353.0894,6.244,0.36,0.958959186,negative
146.0625,0.515,0.361,0.963247228,positive
293.0632,5.651,0.361,0.961393305,positive
340.1024,4.787,0.361,-0.962265736,positive
199.1313,0.836,0.361,-0.957968444,negative
357.0822,3.942,0.361,-0.957157627,negative
413.2172,0.519,0.361,0.957075132,negative
261.0875,3.343,0.362,-0.95531522,negative
311.056,2.651,0.362,0.954971896,negative
163.123,2.224,0.363,0.957288893,positive
523.2105,1.998,0.363,0.95777766,positive
539.3506,1.819,0.363,0.958798434,positive
517.1333,3.769,0.363,-0.953675163,negative
650.2883,3.304,0.363,-0.952610464,negative
337.0375,2.682,0.364,-0.951859302,negative
473.1447,3.71,0.365,-0.948341917,negative
265.1304,1.117,0.366,0.951038373,positive
521.2309,1.741,0.366,0.951830365,positive
245.0432,5.704,0.366,0.946808828,negative
106.0862,3.75,0.368,-0.947254144,positive
211.0613,0.897,0.368,-0.943482796,negative
263.0346,3.882,0.368,0.942597158,negative
403.1027,3.097,0.369,-0.939921746,negative
423.2739,0.505,0.369,0.940949012,negative
569.2667,1.54,0.37,-0.944299853,positive
189.0573,2.271,0.371,-0.937039229,negative
389.0984,3.675,0.371,-0.935892177,negative
186.1125,0.809,0.372,0.939936465,positive
311.0736,4.073,0.372,0.935151471,negative
539.2422,2.065,0.373,0.937364157,positive
156.0665,1.414,0.373,-0.93268651,negative
275.0227,3.422,0.373,0.933128096,negative
317.11,8.01,0.373,-0.931631566,negative
453.0666,5.135,0.374,0.930451858,negative
175.0974,0.773,0.375,-0.927677569,negative
314.1708,8.331,0.376,-0.932145346,positive
283.1548,0.836,0.376,-0.927240682,negative
407.1705,0.517,0.376,-0.926105917,negative
217.1656,3.908,0.377,0.928400494,positive
349.002,2.669,0.378,-0.922195089,negative
229.1079,0.847,0.379,-0.921252216,negative
251.0134,3.423,0.379,-0.920009126,negative
336.0721,4.991,0.379,-0.920813117,negative
152.0707,5.511,0.38,0.923101679,positive
188.0105,2.248,0.38,-0.919438296,negative
243.0617,5.673,0.38,0.918103248,negative
212.0022,2.356,0.381,0.916129248,negative
344.1164,0.533,0.381,-0.91666891,negative
129.066,6.198,0.382,0.919031055,positive
227.1035,6.034,0.382,-0.913779619,negative
391.1038,4.212,0.382,-0.914703587,negative
459.1642,2.435,0.382,0.914984997,negative
276.144,5.168,0.383,-0.917809123,positive
357.2241,8.731,0.383,-0.916590786,positive
242.9966,1.058,0.383,-0.913215866,negative
397.15,0.541,0.383,0.912730902,negative
433.142,3.319,0.383,-0.912470058,negative
148.0968,5.08,0.384,0.914968518,positive
253.1191,4.808,0.384,0.909503839,negative
311.0771,4.042,0.384,0.910860462,negative
434.1238,0.757,0.384,-0.910553097,negative
486.2371,3.708,0.385,-0.913148999,positive
468.0783,1.65,0.385,-0.908611756,negative
224.0618,4.943,0.386,-0.905894426,negative
427.1828,1.023,0.386,0.905937148,negative
511.254,0.526,0.386,-0.905971778,negative
146.0919,1.119,0.387,0.909652185,positive
182.1285,0.539,0.387,0.908695177,positive
189.0423,4.98,0.388,-0.907289845,positive
378.1393,5.067,0.388,0.906533103,positive
463.0353,5.752,0.388,0.907661423,positive
293.0154,3,0.388,-0.901766254,negative
116.1153,1.178,0.389,-0.904333517,positive
61.0396,2.563,0.389,-0.904746436,positive
317.0667,2.147,0.389,-0.899770874,negative
545.2041,3.931,0.389,0.899896104,negative
215.1148,6.238,0.39,-0.89806977,negative
453.1759,0.534,0.39,0.899105313,negative
276.1443,0.534,0.391,0.900431436,positive
290.1722,1.062,0.391,-0.902056242,positive
521.2675,1.84,0.391,-0.900861935,positive
339.0739,6.241,0.391,-0.89586601,negative
165.0405,5.703,0.392,0.894450367,negative
349.039,3.936,0.392,0.894020167,negative
464.3008,0.518,0.392,-0.895612778,negative
477.0708,3.213,0.392,-0.894547856,negative
181.0624,1.495,0.393,-0.897199411,positive
233.0632,5.675,0.393,0.89800816,positive
287.1373,4.543,0.394,-0.894705767,positive
448.3053,0.515,0.394,0.894779677,positive
603.4956,4.873,0.394,0.895263989,positive
109.0295,2.682,0.394,-0.890818739,negative
289.002,3.528,0.394,-0.890692997,negative
227.9969,2.433,0.395,0.889200909,negative
197.0676,0.781,0.396,-0.887684994,negative
258.044,2.992,0.396,0.88738789,negative
280.0285,5.418,0.396,-0.885911417,negative
316.1217,0.51,0.396,-0.886514764,negative
515.1935,3.917,0.396,0.886953025,negative
205.0272,0.897,0.398,-0.882332899,negative
351.1268,3.641,0.398,-0.883298947,negative
419.2277,0.518,0.398,-0.883435263,negative
356.0984,4.734,0.399,-0.880544013,negative
292.131,4.071,0.4,-0.884073059,positive
338.1417,3.093,0.4,0.883116191,positive
437.0543,0.556,0.401,0.876705953,negative
106.0861,3.797,0.402,-0.880030826,positive
263.0063,1.022,0.402,0.87430505,negative
300.1267,0.968,0.402,-0.876078499,negative
145.133,4.296,0.404,-0.875858868,positive
316.2339,4.229,0.405,-0.872978438,positive
541.2619,0.508,0.405,-0.874305094,positive
229.0385,1.025,0.405,0.868739946,negative
313.1652,0.951,0.405,-0.870367491,negative
621.1629,3.937,0.405,-0.869329772,negative
276.145,0.594,0.406,-0.872091598,positive
453.312,0.499,0.406,-0.871714727,positive
562.2481,4.084,0.406,0.872026993,positive
429.0822,4.539,0.406,-0.866712807,negative
688.2445,1.123,0.406,-0.86698053,negative
304.0483,7.9,0.407,0.870238397,positive
159.149,3.721,0.408,-0.867963288,positive
203.1391,5.524,0.408,-0.867095725,positive
175.0246,4.153,0.408,0.863782816,negative
346.2333,4.685,0.41,-0.863525519,positive
329.0873,5.474,0.41,-0.860130135,negative
330.239,1.114,0.411,-0.861714879,positive
309.9692,3.839,0.412,0.856124894,negative
557.0606,3.819,0.412,0.856826412,negative
118.0867,4.678,0.413,0.858312819,positive
408.15,5.496,0.413,0.858915294,positive
233.0835,2.303,0.413,-0.855038938,negative
419.0982,3.161,0.413,0.855116161,negative
485.238,0.52,0.413,-0.853972059,negative
363.1426,0.526,0.414,0.856309974,positive
275.0709,4.9,0.414,-0.853122226,negative
279.1234,0.839,0.414,-0.85305109,negative
390.2148,3.506,0.414,0.851440012,negative
176.0108,4.794,0.415,0.854219164,positive
563.1016,3.856,0.415,0.849983039,negative
579.2119,0.564,0.415,-0.850269521,negative
246.1812,7.713,0.416,-0.852043146,positive
535.2469,1.907,0.416,0.852439796,positive
615.2543,4.788,0.416,0.852298173,positive
243.992,3.357,0.417,0.845840483,negative
352.0858,0.661,0.417,-0.847419232,negative
353.1198,4.773,0.417,0.847226511,negative
283.1286,0.516,0.418,-0.849236745,positive
769.3448,0.551,0.418,0.843946361,negative
239.1147,7.668,0.419,-0.843690343,negative
303.0177,4.041,0.419,0.84271609,negative
148.1137,1.924,0.42,0.845878877,positive
135.0373,5.68,0.42,-0.841766419,negative
212.0113,0.514,0.42,0.841925994,negative
247.988,3.057,0.42,-0.840680512,negative
384.7715,4.868,0.421,-0.843331945,positive
387.0248,3.58,0.422,-0.837093579,negative
336.1915,2.914,0.424,-0.836590261,positive
300.0392,6.324,0.424,0.833531085,negative
124.9914,3.319,0.425,0.832301406,negative
