mz_rt,mz,rt,MPA,Cluster_ID,Cluster_features,Cluster_size,,,,
468.2018_4.046,468.2018,4.046,501.67095,468.2018_4.046,468.2018_4.046,1,,,,
469.0653_7.412,469.0653,7.412,501.39495,Cluster_403.0875_7.396,403.0875_7.396;469.0653_7.412,2,,,,
469.0654_7.945,469.0654,7.945,501.4977,Cluster_262.9864_7.93,262.9864_7.93;439.0545_7.939;469.0654_7.945,3,,,,
469.1127_2.353,469.1127,2.353,5136.3977,Cluster_469.1127_2.353,383.1149_2.356;425.1051_2.345;469.1127_2.353,3,,,,
469.1128_2.301,469.1128,2.301,4434.21755,469.1128_2.301,469.1128_2.301,1,,,,
469.1421_3.31,469.1421,3.31,15920.0245,469.1421_3.31,469.1421_3.31,1,,,,
469.1421_3.396,469.1421,3.396,19464.789,469.1421_3.396,469.1421_3.396,1,,,,
469.1705_0.528,469.1705,0.528,6808.596,469.1705_0.528,469.1705_0.528,1,,,,
469.2257_0.564,469.2257,0.564,18866.381,469.2257_0.564,469.2257_0.564,1,,,,
469.2258_2.494,469.2258,2.494,7840.1775,469.2258_2.494,469.2258_2.494,1,,,,
470.0688_3.799,470.0688,3.799,11673.0575,470.0688_3.799,470.0688_3.799,1,,,,
470.0689_3.84,470.0689,3.84,22766.002,470.0689_3.84,470.0689_3.84,1,,,,
470.1788_5.911,470.1788,5.911,501.39495,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
471.0812_4.517,471.0812,4.517,501.67095,Cluster_261.0072_4.508,1197.2671_4.513;1609.3441_4.515;261.0072_4.508;374.1568_4.504;471.0812_4.517;747.2344_4.511;755.2208_4.526;785.1906_4.517;787.1935_4.517,9,,,,
471.0947_4.944,471.0947,4.944,4298.6672,471.0947_4.944,471.0947_4.944,1,,,,
471.1311_4.172,471.1311,4.172,27389.857,471.1311_4.172,471.1311_4.172,1,,,,
471.2012_0.519,471.2012,0.519,4177.4732,Cluster_489.212_0.521,471.2012_0.519;489.212_0.521;517.2076_0.522,3,,,,
471.2021_0.864,471.2021,0.864,1463.53235,471.2021_0.864,471.2021_0.864,1,,,,
471.2413_0.566,471.2413,0.566,27729.704,471.2413_0.566,471.2413_0.566,1,,,,
471.2417_2.956,471.2417,2.956,5704.4595,471.2417_2.956,471.2417_2.956,1,,,,
472.1406_0.536,472.1406,0.536,1058.55325,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
473.0407_4.483,473.0407,4.483,1114.73925,Cluster_263.0227_4.475,263.0227_4.475;473.0407_4.483,2,,,,
473.0455_2.578,473.0455,2.578,13165.591,473.0455_2.578,473.0455_2.578,1,,,,
473.0698_5.343,473.0698,5.343,501.39495,Cluster_397.0538_5.353,397.0538_5.353;473.0698_5.343;594.987_5.34,3,,,,
473.1424_3.36,473.1424,3.36,1812.9865,Cluster_499.151_3.347,473.1424_3.36;499.151_3.347,2,,,,
473.1447_3.71,473.1447,3.71,24259.621,473.1447_3.71,473.1447_3.71,1,,,,
473.145_0.575,473.145,0.575,9178.0155,473.145_0.575,473.145_0.575,1,,,,
475.077_3.665,475.077,3.665,1468.13415,475.077_3.665,475.077_3.665,1,,,,
475.1985_3.657,475.1985,3.657,2694.8865,475.1985_3.657,475.1985_3.657,1,,,,
475.2175_0.53,475.2175,0.53,10467.9895,Cluster_389.1811_0.522,389.1811_0.522;475.2175_0.53;477.2327_0.532,3,,,,
476.0405_0.519,476.0405,0.519,501.39495,Cluster_285.097_0.525,108.0213_0.53;213.0651_0.535;252.0877_0.525;285.097_0.525;465.086_0.535;476.0405_0.519,6,,,,
476.1917_3.149,476.1917,3.149,501.92515,Cluster_476.1917_3.149,336.1272_3.156;476.1917_3.149,2,,,,
476.1921_0.548,476.1921,0.548,2796.4696,Cluster_476.1921_0.548,446.181_0.561;476.1921_0.548;553.1933_0.546;569.1857_0.556;642.2414_0.553,5,,,,
477.0274_3.636,477.0274,3.636,501.7871,Cluster_246.0076_3.632,230.0128_3.625;232.0094_3.638;246.0076_3.632;461.0324_3.631;477.0274_3.636;576.0909_3.632;590.0869_3.632;918.1696_3.625,8,,,,
477.0708_3.213,477.0708,3.213,501.7629,477.0708_3.213,477.0708_3.213,1,,,,
477.1075_1.029,477.1075,1.029,789.8671,477.1075_1.029,477.1075_1.029,1,,,,
477.1218_0.56,477.1218,0.56,1533.887,Cluster_364.0853_0.563,364.0853_0.563;369.0999_0.562;383.1155_0.56;393.1025_0.57;399.1102_0.549;447.1106_0.562;477.1218_0.56,7,,,,
477.2327_0.532,477.2327,0.532,16980.463,Cluster_389.1811_0.522,389.1811_0.522;475.2175_0.53;477.2327_0.532,3,,,,
478.084_2.021,478.084,2.021,1802.1282,478.084_2.021,478.084_2.021,1,,,,
478.1159_4.716,478.1159,4.716,4056.61375,478.1159_4.716,478.1159_4.716,1,,,,
478.1202_1.551,478.1202,1.551,10454.0785,478.1202_1.551,478.1202_1.551,1,,,,
479.1069_8.132,479.1069,8.132,7720.46025,Cluster_333.0245_8.134,295.0893_8.123;333.0245_8.134;479.1069_8.132,3,,,,
479.228_0.527,479.228,0.527,29549.8515,479.228_0.527,479.228_0.527,1,,,,
480.1149_4.917,480.1149,4.917,2571.32785,480.1149_4.917,480.1149_4.917,1,,,,
481.0821_4.031,481.0821,4.031,502.4722,Cluster_519.1171_4.031,391.0007_4.03;481.0821_4.031;519.1171_4.031,3,,,,
481.1521_3.687,481.1521,3.687,2122.22105,Cluster_397.1493_3.687,397.1493_3.687;481.1521_3.687,2,,,,
481.2435_0.53,481.2435,0.53,39396.94,481.2435_0.53,481.2435_0.53,1,,,,
481.2437_3.36,481.2437,3.36,16918.1355,481.2437_3.36,481.2437_3.36,1,,,,
481.2437_3.448,481.2437,3.448,15290.4245,481.2437_3.448,481.2437_3.448,1,,,,
482.1821_0.552,482.1821,0.552,2169.1851,Cluster_300.127_0.553,300.127_0.553;482.1821_0.552,2,,,,
482.2164_0.531,482.2164,0.531,2390.68005,Cluster_482.2164_0.531,482.2164_0.531;486.12_0.528;500.0989_0.517;502.1147_0.533,4,,,,
482.2181_3.69,482.2181,3.69,501.8374,Cluster_171.043_3.694,171.043_3.694;482.2181_3.69,2,,,,
483.0913_2.465,483.0913,2.465,6362.8853,Cluster_325.0719_2.459,325.0719_2.459;439.0832_2.467;483.0913_2.465,3,,,,
483.0946_4.132,483.0946,4.132,2452.05555,483.0946_4.132,483.0946_4.132,1,,,,
483.1578_3.257,483.1578,3.257,1838.3348,Cluster_483.1578_3.257,341.0669_3.268;483.1578_3.257;507.1134_3.278;561.1713_3.268,4,,,,
483.1578_3.308,483.1578,3.308,1841.3946,483.1578_3.308,483.1578_3.308,1,,,,
483.1768_1.731,483.1768,1.731,501.4977,Cluster_483.1768_1.731,483.1768_1.731;516.1862_1.73,2,,,,
484.9459_4.402,484.9459,4.402,4736.3918,Cluster_222.9917_4.4,222.9917_4.4;484.9459_4.402,2,,,,
485.0437_5.783,485.0437,5.783,501.7629,485.0437_5.783,485.0437_5.783,1,,,,
485.0979_5.138,485.0979,5.138,1102.35915,Cluster_485.0979_5.138,485.0979_5.138;517.1369_5.13;557.1309_5.123,3,,,,
485.1057_2.367,485.1057,2.367,5737.6216,Cluster_459.1089_2.376,459.1089_2.376;485.1057_2.367,2,,,,
485.1657_3.694,485.1657,3.694,25696.387,485.1657_3.694,485.1657_3.694,1,,,,
485.1658_0.539,485.1658,0.539,19125.95,485.1658_0.539,485.1658_0.539,1,,,,
485.1983_9.408,485.1983,9.408,29925.4745,485.1983_9.408,485.1983_9.408,1,,,,
485.238_0.52,485.238,0.52,13366.6965,485.238_0.52,485.238_0.52,1,,,,
486.12_0.528,486.12,0.528,1280.54825,Cluster_482.2164_0.531,482.2164_0.531;486.12_0.528;500.0989_0.517;502.1147_0.533,4,,,,
486.1209_2.988,486.1209,2.988,501.8505,486.1209_2.988,486.1209_2.988,1,,,,
486.1739_5.925,486.1739,5.925,501.39495,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
486.2136_0.553,486.2136,0.553,2273.9068,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
487.0577_3.853,487.0577,3.853,4406.71535,Cluster_407.1007_3.863,407.1007_3.863;487.0577_3.853;505.0682_3.854,3,,,,
487.0577_3.942,487.0577,3.942,503.4753,487.0577_3.942,487.0577_3.942,1,,,,
487.1256_5.095,487.1256,5.095,1015.16135,487.1256_5.095,487.1256_5.095,1,,,,
487.1984_3.915,487.1984,3.915,3520.8965,Cluster_515.1935_3.917,487.1984_3.915;515.1935_3.917,2,,,,
487.2539_0.52,487.2539,0.52,27434.212,487.2539_0.52,487.2539_0.52,1,,,,
488.0413_0.567,488.0413,0.567,501.4977,488.0413_0.567,488.0413_0.567,1,,,,
489.0636_3.769,489.0636,3.769,7172.62265,489.0636_3.769,489.0636_3.769,1,,,,
489.1188_3.274,489.1188,3.274,1786.88545,Cluster_489.1188_3.274,489.1188_3.274;669.229_3.274,2,,,,
489.1195_2.377,489.1195,2.377,3206.9232,489.1195_2.377,489.1195_2.377,1,,,,
489.212_0.521,489.212,0.521,4591.629,Cluster_489.212_0.521,471.2012_0.519;489.212_0.521;517.2076_0.522,3,,,,
489.2349_0.534,489.2349,0.534,5781.3385,Cluster_489.2349_0.534,489.2349_0.534;675.3396_0.535,2,,,,
490.1204_1.242,490.1204,1.242,44766.23,490.1204_1.242,490.1204_1.242,1,,,,
491.1473_3.302,491.1473,3.302,2005.0655,491.1473_3.302,491.1473_3.302,1,,,,
491.1918_4.425,491.1918,4.425,505.0133,491.1918_4.425,491.1918_4.425,1,,,,
492.187_4.088,492.187,4.088,501.4977,Cluster_622.1913_4.077,492.187_4.088;622.1913_4.077,2,,,,
492.1876_3.692,492.1876,3.692,504.15715,492.1876_3.692,492.1876_3.692,1,,,,
493.2281_3.987,493.2281,3.987,2850.319,493.2281_3.987,493.2281_3.987,1,,,,
493.2431_0.524,493.2431,0.524,12066.4715,Cluster_493.2431_0.524,493.2431_0.524;863.4236_0.539,2,,,,
493.244_3.392,493.244,3.392,5105.3872,Cluster_493.244_3.392,493.244_3.392;757.354_3.385,2,,,,
495.0728_5.806,495.0728,5.806,501.39495,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
495.1962_0.514,495.1962,0.514,2877.54975,495.1962_0.514,495.1962_0.514,1,,,,
495.2227_4.533,495.2227,4.533,1150.6844,495.2227_4.533,495.2227_4.533,1,,,,
495.2228_0.529,495.2228,0.529,14182.635,495.2228_0.529,495.2228_0.529,1,,,,
495.2231_4.107,495.2231,4.107,2343.31425,495.2231_4.107,495.2231_4.107,1,,,,
495.2588_0.521,495.2588,0.521,6627.135,Cluster_511.254_0.526,495.2588_0.521;511.254_0.526,2,,,,
495.2953_0.521,495.2953,0.521,9469.737,495.2953_0.521,495.2953_0.521,1,,,,
496.1979_0.524,496.1979,0.524,2086.6075,496.1979_0.524,496.1979_0.524,1,,,,
497.075_0.553,497.075,0.553,1236.7961,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
497.2379_4.524,497.2379,4.524,1688.47245,497.2379_4.524,497.2379_4.524,1,,,,
497.2745_0.519,497.2745,0.519,8880.752,497.2745_0.519,497.2745_0.519,1,,,,
498.0447_2.57,498.0447,2.57,18156.375,Cluster_429.0379_2.569,429.0379_2.569;498.0447_2.57,2,,,,
498.0753_3.875,498.0753,3.875,16453.8815,498.0753_3.875,498.0753_3.875,1,,,,
498.9881_3.658,498.9881,3.658,501.7871,Cluster_248.0037_3.65,232.017_3.668;248.0037_3.65;498.9881_3.658;574.0911_3.655,4,,,,
499.112_3.373,499.112,3.373,1499.1423,499.112_3.373,499.112_3.373,1,,,,
499.1257_4.035,499.1257,4.035,4181.37575,499.1257_4.035,499.1257_4.035,1,,,,
499.151_3.318,499.151,3.318,3166.416,Cluster_499.151_3.318,499.151_3.318;553.1923_3.314,2,,,,
499.151_3.347,499.151,3.347,2832.93005,Cluster_499.151_3.347,473.1424_3.36;499.151_3.347,2,,,,
499.2904_0.518,499.2904,0.518,6998.13785,499.2904_0.518,499.2904_0.518,1,,,,
500.0784_3.83,500.0784,3.83,5792.8595,500.0784_3.83,500.0784_3.83,1,,,,
500.0989_0.517,500.0989,0.517,501.3526,Cluster_482.2164_0.531,482.2164_0.531;486.12_0.528;500.0989_0.517;502.1147_0.533,4,,,,
500.1897_5.486,500.1897,5.486,501.39495,500.1897_5.486,500.1897_5.486,1,,,,
500.2273_0.54,500.2273,0.54,2108.30235,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
500.279_0.526,500.279,0.526,1238.2594,Cluster_500.279_0.526,274.9395_0.54;500.279_0.526,2,,,,
500.9191_10.087,500.9191,10.087,8260.9325,Cluster_272.9588_10.091,272.9588_10.091;272.9696_10.093;274.9567_10.091;386.9389_10.09;500.9191_10.087,5,,,,
501.1052_5.105,501.1052,5.105,1243.9769,501.1052_5.105,501.1052_5.105,1,,,,
501.1057_4.061,501.1057,4.061,1884.00625,501.1057_4.061,501.1057_4.061,1,,,,
501.1416_4.549,501.1416,4.549,502.86505,Cluster_373.1519_4.556,373.1519_4.556;501.1416_4.549,2,,,,
501.1421_5.113,501.1421,5.113,1970.42765,501.1421_5.113,501.1421_5.113,1,,,,
501.1778_3.92,501.1778,3.92,3272.5594,501.1778_3.92,501.1778_3.92,1,,,,
502.1147_0.533,502.1147,0.533,504.33145,Cluster_482.2164_0.531,482.2164_0.531;486.12_0.528;500.0989_0.517;502.1147_0.533,4,,,,
502.2073_5.418,502.2073,5.418,501.3526,502.2073_5.418,502.2073_5.418,1,,,,
502.2076_4.936,502.2076,4.936,501.3526,502.2076_4.936,502.2076_4.936,1,,,,
503.0801_5.306,503.0801,5.306,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
503.1207_5.53,503.1207,5.53,501.3526,503.1207_5.53,503.1207_5.53,1,,,,
503.1361_4.17,503.1361,4.17,502.0107,Cluster_225.0407_4.167,225.0407_4.167;503.1361_4.17,2,,,,
503.1919_0.546,503.1919,0.546,3892.56325,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
505.0682_3.854,505.0682,3.854,4759.43385,Cluster_407.1007_3.863,407.1007_3.863;487.0577_3.853;505.0682_3.854,3,,,,
505.1592_5.144,505.1592,5.144,12215.437,505.1592_5.144,505.1592_5.144,1,,,,
505.2646_0.525,505.2646,0.525,36038.7965,505.2646_0.525,505.2646_0.525,1,,,,
506.0901_3.699,506.0901,3.699,502.4722,Cluster_506.0901_3.699,506.0901_3.699;604.1015_3.688,2,,,,
507.1128_2.331,507.1128,2.331,3680.0171,507.1128_2.331,507.1128_2.331,1,,,,
507.1134_3.278,507.1134,3.278,755.2599,Cluster_483.1578_3.257,341.0669_3.268;483.1578_3.257;507.1134_3.278;561.1713_3.268,4,,,,
507.156_6.445,507.156,6.445,1815.9945,507.156_6.445,507.156_6.445,1,,,,
507.2233_3.159,507.2233,3.159,4290.276,507.2233_3.159,507.2233_3.159,1,,,,
507.2243_0.539,507.2243,0.539,11997.1915,507.2243_0.539,507.2243_0.539,1,,,,
507.2272_2.398,507.2272,2.398,19392.628,Cluster_521.2429_2.397,507.2272_2.398;521.2429_2.397;535.2587_2.408,3,,,,
507.2272_2.376,507.2272,2.376,17171.9095,Cluster_521.2423_2.361,507.2272_2.376;521.2423_2.361,2,,,,
508.0596_3.862,508.0596,3.862,8412.9425,508.0596_3.862,508.0596_3.862,1,,,,
508.0724_4.137,508.0724,4.137,504.33145,Cluster_445.077_4.149,445.077_4.149;508.0724_4.137,2,,,,
509.1582_0.822,509.1582,0.822,764.3052,Cluster_223.0973_0.837,191.1075_0.834;223.0973_0.837;235.0968_0.828;509.1582_0.822,4,,,,
509.238_0.522,509.238,0.522,9705.4425,509.238_0.522,509.238_0.522,1,,,,
509.2749_0.528,509.2749,0.528,15869.721,509.2749_0.528,509.2749_0.528,1,,,,
510.2519_0.566,510.2519,0.566,10458.89275,510.2519_0.566,510.2519_0.566,1,,,,
510.2524_3.211,510.2524,3.211,15039.71425,Cluster_510.2524_3.211,510.2524_3.211;774.3632_3.214,2,,,,
511.1599_2.441,511.1599,2.441,2246.2439,511.1599_2.441,511.1599_2.441,1,,,,
511.254_0.526,511.254,0.526,12016.2155,Cluster_511.254_0.526,495.2588_0.521;511.254_0.526,2,,,,
511.2903_0.535,511.2903,0.535,17617.4955,511.2903_0.535,511.2903_0.535,1,,,,
511.2904_3.737,511.2904,3.737,15318.1235,511.2904_3.737,511.2904_3.737,1,,,,
512.1045_1.845,512.1045,1.845,501.7871,512.1045_1.845,512.1045_1.845,1,,,,
512.1913_0.544,512.1913,0.544,1335.64725,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
512.192_3.096,512.192,3.096,501.48735,512.192_3.096,512.192_3.096,1,,,,
512.2676_0.566,512.2676,0.566,12726.564,512.2676_0.566,512.2676_0.566,1,,,,
512.268_3.301,512.268,3.301,16186.9825,512.268_3.301,512.268_3.301,1,,,,
513.0431_4.546,513.0431,4.546,503.7012,Cluster_429.0822_4.539,429.0822_4.539;513.0431_4.546,2,,,,
513.2181_0.519,513.2181,0.519,2081.83975,513.2181_0.519,513.2181_0.519,1,,,,
513.2693_0.525,513.2693,0.525,10625.894,513.2693_0.525,513.2693_0.525,1,,,,
515.1033_4.019,515.1033,4.019,1143.7196,Cluster_293.0335_4.024,183.0303_4.023;293.0335_4.024;295.0302_4.02;297.0265_4.023;297.0265_4.035;410.9459_4.028;515.1033_4.019;737.1733_4.031,8,,,,
515.1935_3.917,515.1935,3.917,5538.3315,Cluster_515.1935_3.917,487.1984_3.915;515.1935_3.917,2,,,,
515.2843_0.519,515.2843,0.519,9780.7105,515.2843_0.519,515.2843_0.519,1,,,,
516.1636_5.302,516.1636,5.302,501.39495,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
516.1847_5.788,516.1847,5.788,501.7629,516.1847_5.788,516.1847_5.788,1,,,,
516.1862_1.73,516.1862,1.73,501.39495,Cluster_483.1768_1.731,483.1768_1.731;516.1862_1.73,2,,,,
517.0545_5.81,517.0545,5.81,501.39495,Cluster_427.0857_5.802,427.0857_5.802;495.0728_5.806;517.0545_5.81;563.0599_5.805;585.042_5.815;631.0476_5.808;763.167_5.818;809.1729_5.808;831.1537_5.806;899.1417_5.804,10,,,,
517.1136_3.105,517.1136,3.105,504.33145,Cluster_403.1027_3.097,403.1027_3.097;517.1136_3.105,2,,,,
517.1333_3.769,517.1333,3.769,1245.77105,517.1333_3.769,517.1333_3.769,1,,,,
517.1349_0.554,517.1349,0.554,2043.6878,517.1349_0.554,517.1349_0.554,1,,,,
517.1369_5.13,517.1369,5.13,756.78715,Cluster_485.0979_5.138,485.0979_5.138;517.1369_5.13;557.1309_5.123,3,,,,
517.1523_3.699,517.1523,3.699,1172.52605,517.1523_3.699,517.1523_3.699,1,,,,
517.2076_0.522,517.2076,0.522,2118.7087,Cluster_489.212_0.521,471.2012_0.519;489.212_0.521;517.2076_0.522,3,,,,
518.1649_5.312,518.1649,5.312,501.4977,Cluster_518.1649_5.312,419.1191_5.304;503.0801_5.306;516.1636_5.302;518.1649_5.312;587.0415_5.306;600.1244_5.303;671.0028_5.306;684.0863_5.305,8,,,,
518.2031_0.538,518.2031,0.538,1565.23535,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
519.1171_4.031,519.1171,4.031,781.21785,Cluster_519.1171_4.031,391.0007_4.03;481.0821_4.031;519.1171_4.031,3,,,,
519.1292_2.406,519.1292,2.406,2504.427,Cluster_447.1091_2.406,447.1091_2.406;519.1292_2.406;569.1724_2.397;589.1339_2.421;653.17_2.412,5,,,,
520.2883_0.516,520.2883,0.516,1766.66935,Cluster_379.1403_0.524,379.1403_0.524;520.2883_0.516;534.3049_0.524;536.3204_0.517;544.2892_0.523,5,,,,
520.9097_5.839,520.9097,5.839,86377.2925,Cluster_248.9602_5.84,248.9602_5.84;316.9476_5.834;384.9349_5.837;452.9223_5.835;520.9097_5.839;588.8971_5.836;656.8844_5.84,7,,,,
521.1088_3.637,521.1088,3.637,4077.3585,521.1088_3.637,521.1088_3.637,1,,,,
521.2193_2.309,521.2193,2.309,3614.66995,521.2193_2.309,521.2193_2.309,1,,,,
521.2418_0.552,521.2418,0.552,6334.687,521.2418_0.552,521.2418_0.552,1,,,,
521.2423_2.361,521.2423,2.361,19712.174,Cluster_521.2423_2.361,507.2272_2.376;521.2423_2.361,2,,,,
521.2429_2.397,521.2429,2.397,21918.377,Cluster_521.2429_2.397,507.2272_2.398;521.2429_2.397;535.2587_2.408,3,,,,
522.0537_5.872,522.0537,5.872,501.31405,Cluster_432.0841_5.875,386.079_5.864;432.0841_5.875;454.0661_5.875;522.0537_5.872;590.0409_5.877;658.0274_5.87;726.0152_5.874,7,,,,
523.1107_3.713,523.1107,3.713,2109.4645,523.1107_3.713,523.1107_3.713,1,,,,
525.0832_5.91,525.0832,5.91,501.39495,Cluster_622.1488_5.921,470.1788_5.911;486.1739_5.925;525.0832_5.91;554.1612_5.922;622.1488_5.921;690.136_5.918,6,,,,
525.0869_4.456,525.0869,4.456,30563.255,Cluster_243.0624_4.458,243.0624_4.458;525.0869_4.456,2,,,,
525.1638_0.564,525.1638,0.564,2538.1868,525.1638_0.564,525.1638_0.564,1,,,,
526.0663_3.856,526.0663,3.856,1021.0271,Cluster_393.0116_3.844,393.0116_3.844;526.0663_3.856,2,,,,
526.1199_1.643,526.1199,1.643,501.7629,526.1199_1.643,526.1199_1.643,1,,,,
526.1378_3.851,526.1378,3.851,502.86505,Cluster_263.0229_3.849,263.0229_3.849;526.1378_3.851;565.0088_3.843,3,,,,
526.2471_3.744,526.2471,3.744,11825.0765,526.2471_3.744,526.2471_3.744,1,,,,
527.052_3.833,527.052,3.833,1067.6452,Cluster_263.0228_3.822,263.0228_3.822;265.0198_3.831;267.017_3.83;342.9799_3.831;344.9762_3.835;455.0839_3.822;527.052_3.833,7,,,,
527.1255_5.129,527.1255,5.129,501.4977,527.1255_5.129,527.1255_5.129,1,,,,
527.1806_0.565,527.1806,0.565,2049.9757,Cluster_503.1919_0.546,407.0436_0.56;423.0387_0.559;453.0492_0.557;467.0644_0.555;497.075_0.553;503.1919_0.546;527.1806_0.565;623.2553_0.552,8,,,,
527.1811_2.365,527.1811,2.365,1924.34455,527.1811_2.365,527.1811_2.365,1,,,,
527.1963_3.633,527.1963,3.633,3121.9861,527.1963_3.633,527.1963_3.633,1,,,,
527.2131_0.53,527.2131,0.53,13104.7925,527.2131_0.53,527.2131_0.53,1,,,,
527.214_3.311,527.214,3.311,21669.5155,Cluster_263.1047_3.327,145.0618_3.317;263.1047_3.327;264.1071_3.323;264.141_3.324;265.109_3.318;527.214_3.311,6,,,,
527.214_3.358,527.214,3.358,17811.78,Cluster_265.109_3.361,264.141_3.351;265.109_3.361;527.214_3.358,3,,,,
528.2625_0.58,528.2625,0.58,2728.8456,528.2625_0.58,528.2625_0.58,1,,,,
528.263_4.027,528.263,4.027,33075.3385,528.263_4.027,528.263_4.027,1,,,,
528.3014_0.529,528.3014,0.529,1233.81285,528.3014_0.529,528.3014_0.529,1,,,,
529.1605_0.542,529.1605,0.542,2406.67835,Cluster_326.0827_0.551,326.0827_0.551;360.0443_0.553;416.1471_0.55;472.1406_0.536;486.2136_0.553;500.2273_0.54;512.1913_0.544;518.2031_0.538;529.1605_0.542;636.2416_0.539,10,,,,
529.261_0.533,529.261,0.533,17956.2145,529.261_0.533,529.261_0.533,1,,,,
531.0208_5.949,531.0208,5.949,503.7012,Cluster_531.0208_5.949,288.0095_5.948;531.0208_5.949;599.0084_5.944,3,,,,
531.0967_3.961,531.0967,3.961,1322.80275,Cluster_531.0967_3.961,323.0428_3.957;335.0254_3.955;531.0967_3.961;545.1135_3.973,4,,,,
532.3118_0.521,532.3118,0.521,12974.5735,532.3118_0.521,532.3118_0.521,1,,,,
533.1313_6.086,533.1313,6.086,501.39495,Cluster_307.0125_6.081,307.0125_6.081;533.1313_6.086;563.1421_6.084,3,,,,
533.132_5.677,533.132,5.677,501.67095,Cluster_367.1156_5.688,367.1156_5.688;389.1082_5.685;390.1122_5.687;403.0887_5.682;432.1659_5.679;533.132_5.677,6,,,,
533.1324_3.783,533.1324,3.783,4640.0015,533.1324_3.783,533.1324_3.783,1,,,,
533.167_4.705,533.167,4.705,501.98635,533.167_4.705,533.167_4.705,1,,,,
533.1721_6.434,533.1721,6.434,501.8374,533.1721_6.434,533.1721_6.434,1,,,,
533.1882_3.463,533.1882,3.463,12961.706,533.1882_3.463,533.1882_3.463,1,,,,
533.2041_3.926,533.2041,3.926,14812.0705,533.2041_3.926,533.2041_3.926,1,,,,
533.2063_0.553,533.2063,0.553,5028.752,Cluster_563.2176_0.558,533.2063_0.553;563.2176_0.558,2,,,,
534.3049_0.524,534.3049,0.524,1955.3447,Cluster_379.1403_0.524,379.1403_0.524;520.2883_0.516;534.3049_0.524;536.3204_0.517;544.2892_0.523,5,,,,
534.3051_0.847,534.3051,0.847,502.13815,Cluster_189.0928_0.848,189.0928_0.848;534.3051_0.847;536.3215_0.846,3,,,,
535.0409_3.784,535.0409,3.784,774.95685,Cluster_183.0638_3.785,183.0638_3.785;535.0409_3.784,2,,,,
535.2001_3.279,535.2001,3.279,19737.7705,Cluster_535.2001_3.279,289.0997_3.275;535.2001_3.279,2,,,,
535.2183_3.646,535.2183,3.646,1672.55545,535.2183_3.646,535.2183_3.646,1,,,,
535.2213_0.558,535.2213,0.558,10792.9995,Cluster_581.2273_0.569,535.2213_0.558;581.2273_0.569,2,,,,
535.2587_2.408,535.2587,2.408,8666.334,Cluster_521.2429_2.397,507.2272_2.398;521.2429_2.397;535.2587_2.408,3,,,,
536.0432_3.797,536.0432,3.797,3733.29025,536.0432_3.797,536.0432_3.797,1,,,,
536.1007_3.693,536.1007,3.693,502.40595,536.1007_3.693,536.1007_3.693,1,,,,
536.3204_0.517,536.3204,0.517,1478.59235,Cluster_379.1403_0.524,379.1403_0.524;520.2883_0.516;534.3049_0.524;536.3204_0.517;544.2892_0.523,5,,,,
