mz_rt,row ID,6101_U4_C18POS_14,6110_U2_C18POS_34,6104_U2_C18POS_19,6109_U4_C18POS_22,6111_U1_C18POS_51,6110_U3_C18POS_45,6105_U1_C18POS_43,6111_U4_C18POS_42,6113_U2_C18POS_31,6105_U2_C18POS_40,6109_U1_C18POS_58,6113_U4_C18POS_62,6102_U1_C18POS_26_1,6102_U2_C18POS_16,6105_U4_C18POS_47,6105_U3_C18POS_39,6111_U2_C18POS_35,6103_U4_C18POS_53,6102_U3_C18POS_48,6102_U4_C18POS_50,6104_U4_C18POS_12,6101_U1_C18POS_59,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6103_U2_C18POS_60,6101_U2_C18POS_30,6112_U2_C18POS_37,6113_U1_C18POS_24,6108_U4_C18POS_18,6104_U1_C18POS_55,6113_U3_C18POS_15,6101_U3_C18POS_29_1,6106_U3_C18POS_20,6106_U2_C18POS_46,6108_U1_C18POS_44,6111_U3_C18POS_54,6112_U4_C18POS_63,6109_U3_C18POS_52,6110_U1_C18POS_11,6110_U4_C18POS_start-10,6112_U3_C18POS_56,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6106_U1_C18POS_23,6109_U2_C18POS_13,6106_U4_C18POS_36,6112_U1_C18POS_38,PooledQC6_C18POS_17,PooledQC11_C18POS_57,PooledQC9_C18POS_41,6104_U3_C18POS_32,PooledQC10_C18POS_49,PooledQC12_C18POS_64,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC8_C18POS_33,PooledQC7_C18POS_25,...63
343.1668_0.698,494,1088.1917,NA,NA,NA,1072.8915,1334.1777,NA,NA,1309.9022,NA,NA,1014.89545,1248.2184,1310.1018,NA,NA,NA,1076.4338,NA,NA,NA,1061.4266,NA,1043.6335,NA,NA,14396.7,NA,1200.713,NA,1209.003,NA,NA,NA,NA,1050.2728,18548.049,NA,1643.0422,NA,19528.396,1130.879,NA,NA,NA,NA,28873.305,4072.212,2890.9792,2990.161,NA,3135.2568,2983.8816,3215.2383,3151.2756,3318.3855,NA
241.1546_0.669,496,59725.293,54185.617,43743.867,39138.63,51790.824,88255.37,84792.46,48535.84,40397.32,81668.48,78688.07,59421.3,85481.14,100670.42,75060.67,72125.836,65316.008,37522.35,78084.086,80066.06,61357.133,75448.695,61531.1,80689.586,53077.1,64678.32,52071.266,69372.01,76242.36,64569.86,73445.414,69736.83,51023.562,35838.234,65293.375,74587.59,58539.793,22830.93,91569.09,63756.92,50221.47,81907.55,41499.402,86028.57,29307.541,41342.367,47532.77,56166.59,52652.695,54864.312,35908.684,53671.855,53987.664,55243.74,54073.152,55545.09,NA
229.1549_0.669,502,423693.22,440618.75,433364,279075.3,442761.88,742038.25,635003,459779.72,366517.2,706618.25,642154.3,538957,708976.8,882172.44,541028,556072.44,576437.94,271487.75,642946.3,665498.25,597649.2,565240,409087.7,691730.44,396607.78,474315.28,427427.84,562711.44,591490.6,558886.25,624918.7,485284.56,387568.78,206884.47,516458.44,629985.2,439921.25,204189.28,777403.44,517638.66,406697.5,561727.7,324968.22,591733.2,214995.56,347616.62,409827.75,450969.5,442382.8,443111.5,293749.78,451287.72,454408.9,452247.62,329415.56,440652.97,NA
458.1454_0.678,510,NA,1610.5973,NA,NA,1063.8757,NA,NA,NA,NA,13085.423,NA,NA,NA,NA,45553.51,NA,NA,NA,NA,NA,NA,NA,NA,158465.1,NA,1072.0785,NA,1227.2456,125802.375,NA,NA,NA,NA,NA,1928.4143,NA,NA,NA,1201.3019,NA,NA,104837.195,NA,NA,NA,NA,1062.9875,12928.909,13525.401,13751.669,NA,14459.792,14485.623,13070.129,16450.9,14535.439,NA
533.2601_0.672,521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19475.268,13697.332,NA,NA,NA,NA,NA,NA,NA,NA,NA,22449.71,NA,15049.518,NA,4077.6714,4789.246,4118.509,NA,3207.6326,4046.3125,3902.569,3428.5393,4045.4854,NA
479.1696_0.689,523,NA,NA,NA,NA,NA,NA,1177.0167,1241.5479,NA,NA,NA,1257.9539,NA,NA,2173.8022,NA,NA,1039.8762,168627.02,1218.1748,NA,NA,1024.895,2015.4257,1177.182,NA,NA,NA,2109.3271,NA,1135.2822,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1564.5627,1149.7246,NA,1023.61835,NA,NA,6670.165,7004.179,5900.0537,NA,6416.0796,6617.5444,5957.255,6006.8457,8033.496,NA
441.1613_0.696,536,NA,7647.0796,NA,1401.961,3267.1868,NA,1374.0481,2066.2322,NA,22769.535,1138.4467,NA,NA,1378.2408,351799.8,NA,1189,1596.0719,1599.5487,NA,NA,NA,NA,280351.5,1108.2478,1270.9253,1270.0961,2512.8335,340841,1097.1401,NA,1205.5731,1220.8839,1166.5399,2921.0417,1621.5415,NA,NA,1375.0555,NA,1486.6807,280625,1704.3857,NA,1093.534,1415.2742,1810.8141,45990.305,42066.016,42941.434,NA,41222.22,44815.227,42461.355,44078.82,40062.383,NA
504.1824_0.676,540,NA,NA,NA,NA,NA,1091.675,NA,1358.5398,1268.482,NA,NA,NA,NA,NA,2177.0454,NA,1352.1946,NA,NA,NA,NA,NA,NA,1611.2992,NA,1146.52,NA,NA,1578.1512,NA,NA,NA,106860.13,49589.875,1086.626,NA,NA,NA,NA,NA,1306.7755,1168.7852,NA,55529.67,NA,92241.1,NA,12255.515,12899.8545,13081.429,1202.5023,11955.118,16158.618,11656.477,14982.093,13473.013,NA
434.2596_0.679,541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353.6538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62411.9,53225.863,NA,NA,NA,NA,NA,NA,NA,NA,NA,67874.43,1002.268,47210.453,NA,5298.987,4712.139,4669.4272,NA,4552.6743,6119.986,5326.973,5111.624,5545.5415,NA
434.2172_0.698,553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35718.33,NA,1438.7573,1573.841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1349848.5,787185,NA,NA,NA,NA,NA,NA,1053.1002,NA,NA,1510695.8,NA,1472016,1051.576,133580.66,125178.484,127407.7,NA,132518.47,144724.45,141774.64,137882.28,134394.64,NA
451.1566_0.701,555,NA,NA,NA,NA,1087.2513,NA,NA,NA,NA,NA,1103.3141,1006.1394,NA,NA,1701.744,NA,NA,NA,NA,NA,1308.8575,NA,NA,NA,1033.1537,NA,1742.2695,1069.1305,NA,NA,NA,NA,76706.81,61982.81,NA,NA,1987.3884,NA,NA,NA,1919.443,NA,NA,60780.145,NA,57333.7,1429.1256,12423.312,13404.015,11633.764,NA,12574.557,11485.024,12494.511,12760.261,11616.502,NA
420.2007_0.694,562,NA,NA,NA,1042.3389,NA,NA,NA,1233.5566,NA,NA,1397.0005,NA,1465.7347,NA,24156.94,NA,1445.9293,NA,NA,1005.66876,1081.3938,NA,1010.27814,NA,NA,1423.5747,1317.614,1153.0096,1200.7203,NA,1073.16,NA,622608.5,438408.3,1017.3857,NA,NA,NA,1186.2347,NA,1132.1357,1252.0034,NA,824634.44,1678.3629,780908.06,1044.9813,63063.07,69857.086,82408.89,NA,101382.46,88860.62,66700.61,57355.605,66206.18,NA
474.1718_0.703,568,NA,NA,NA,NA,1117.6929,1153.586,1070.4861,1021.12317,NA,1065.3297,NA,1336.4515,NA,1313.7399,2781.0881,1464.6243,1579.4678,NA,NA,1017.8448,NA,NA,1238.2113,1860.7604,1049.276,NA,NA,1139.4055,1700.2019,NA,NA,1051.6483,32497.668,19628.896,1491.5028,1138.8942,1506.1921,1266.2915,2085.6753,NA,1931.116,2294.9062,NA,27004.48,1780.6075,37908.98,1397.3533,5575.401,6769.333,5682.9937,NA,5058.144,6060.7134,6261.546,6492.59,6438.9863,NA
388.1347_0.71,575,NA,3425.2048,NA,NA,1205.6261,NA,NA,NA,NA,7804.603,1398.9004,NA,1016.79517,1045.5148,163801.77,NA,1325.3624,1104.815,2467.288,1022.77856,NA,NA,1147.6555,190754.72,NA,NA,NA,NA,174161.64,NA,NA,NA,NA,NA,1455.8306,1409.1602,NA,NA,NA,NA,1821.9519,135074.89,NA,NA,1058.0592,NA,1064.3958,14879.746,11516.962,14937.236,1062.7784,15533.724,14707.291,13202.508,16246.569,12719.47,NA
160.0967_0.691,583,89832.73,9969.837,131547.23,13135.825,46864.71,14772.302,95413.55,17348.248,14799.004,25651.084,24230.822,9718.948,27237.482,16504.678,20873.146,19527.668,14478.363,13658.732,17000.436,143586.11,8074.6895,40663.29,15668.44,33085.195,13015.345,31248.074,16458.027,14653.625,18628.684,31406.795,9751.929,11190.113,10577.786,7704.192,116142.33,54065.004,49202.887,157270.33,15244.534,9961.941,52194.082,16285.775,20732.445,22160.23,192209.56,12355.357,144050.11,56343.113,54435.387,47852.41,83135.77,50085.76,54953.027,52722.074,51286.02,54154.023,NA
281.1128_0.728,585,20135.537,14367.18,15470.032,51416,37702.73,17037.195,27466.852,35453.277,20727.723,26323.613,33236.363,22345.928,21691.777,39028.258,14380.119,18997.19,32204.805,19678.38,17495.066,29034.031,18506.771,15998.8,43897.895,52235.797,19307.457,14233.819,31150.604,26935.438,28854.643,19171.717,19349.283,15189.695,34853.984,22034.645,37645.02,24384.258,26465.535,48062.418,23834.105,13454.824,11256.994,22060,28738.422,29023.559,43481.43,39229.04,31529,25404.309,26216.113,23465.422,13827.014,24727.223,24545.514,27853.969,26963.973,22724.781,NA
436.225_0.726,592,1254.6705,NA,1312.6266,1228.5206,1364.4618,1181.2662,1462.4592,1894.91,1270.9094,NA,1217.3668,NA,1677.89,1787.8156,2718.3472,1103.7861,1438.7897,1314.8778,1518.9401,1807.1427,1197.4291,1203.5138,1683.6047,1035.5503,1456.352,1298.5422,1120.2894,1707.1796,1426.9127,1347.2144,1032.1177,1473.7439,63357.37,49640.758,1331.0991,1467.5632,1258.7032,1934.241,1508.486,NA,1722.9004,1137.4926,1401.1001,73402.25,1852.5206,71556.234,1691.7477,8891.157,7751.344,6949.1084,1224.5468,7968.4023,7719.3457,8101.5273,7350.0356,7955.278,NA
384.1171_0.716,594,5187.1587,2556.4001,3977.28,2756.6465,5779.5864,6836.0083,9663.962,4101.284,7097.5723,5786.299,9131.05,2064.864,8069.449,4675.3984,4140.4824,4700.4697,5312.5654,5118.642,198298.95,8990.986,4147.7285,5579.94,4052.7307,8598.425,7045.228,6882.754,5732.7666,9045.191,2678.4768,5118.292,6124.0073,9745.08,1879.8292,3578.6548,8629.585,7117.4927,3851.0486,1611.1318,4469.2354,5006.8813,10911.374,6386.9053,4078.5747,9158.068,3146.5586,12162.378,7826.0015,11558.112,14085.811,11810.639,3905.5444,14013.5205,14348.646,11814.256,11328.108,11654.849,NA
217.118_0.7,622,20775.953,13205.191,16794.375,19251.348,9633.925,12359.012,13955.299,9299.188,21421.52,14434.556,11238.225,19933.734,13787.289,17884.408,10112.343,11623.4795,12436.86,24872.744,19148.688,13838.554,18315.24,18734.098,47952.766,15641.647,21140.916,33617.57,110836.63,13056.874,17839.621,19872.488,12078.254,57391.99,25873.088,59407.65,16743.84,18090.65,88958.6,18733.047,17874.678,11045.398,77384.15,18498.574,22166.256,7676.2896,18886.348,22700.496,29099.938,23026.162,23930.568,20689.549,14814.582,22454.656,21224.893,24005.611,21000.05,21393.197,NA
258.1241_0.69,644,NA,NA,1020.9944,1403.8395,NA,1201.1284,1031,NA,1064.3722,1199.3156,NA,4659.4297,1551.1514,NA,NA,NA,NA,NA,1298.9515,NA,1409.0942,NA,3844.28,NA,1148.8959,NA,34267.12,1178.4965,NA,4647.112,NA,NA,NA,1411.6708,NA,1651.7673,56097.387,2327.0742,NA,NA,40086.516,NA,1249.7473,1184.215,NA,2732.7117,46461.72,4334.23,5921.4644,5601.08,NA,4289.3223,4952.833,6139.6494,4658.932,3915.9587,NA
220.0637_0.707,645,23224.422,44200.48,7830.061,21951.42,8070.2036,27142.053,31511.379,8351.582,22940.791,21321.373,27430.791,105607.32,19364.105,28526.814,11172.418,44003.152,31928.879,65806.61,33915.215,11888.674,9269.93,25984.146,39780.57,21483.37,12608.905,145172.75,3806.9255,24171.482,14189.331,19610.193,53286.816,41612.43,27219.834,16452.799,45449.094,14726.627,15577.745,22673.799,60258.27,11639.181,3042.5217,93162.92,5802.174,1635.8209,4992.6567,10335.324,80142.19,26312.256,29997.412,28609.717,5093.923,27113.406,24711.916,33933.53,28236.793,26646.152,NA
144.0655_0.707,646,41877.965,15076.095,27250.068,22290.229,28287.826,8447.456,23335.146,11146.908,17348.129,16954.21,17242.828,13971.994,28779.988,24395.322,12397.78,14054.381,13805.002,25909.756,16996.635,41843.766,19897.785,30657.463,24265.307,25502.86,16894.324,47600.977,14106,28706.404,16458.836,42683.984,18417.557,13730.261,7857.35,8882.158,44881.184,31359.13,25122.754,93879.95,19531.986,10475.415,36220.66,14957.022,17088.648,13176.476,103544.445,11218.499,62475.6,24912.79,27625.12,25294.223,34331.477,22731.97,22232.336,30127.23,23799.54,23823.818,NA
492.2067_0.697,647,NA,NA,NA,NA,NA,NA,NA,NA,1085.5846,1393.0989,NA,1003.0555,NA,NA,2554.6116,NA,1069.9064,NA,1026.5208,1494.2478,NA,NA,NA,NA,NA,NA,NA,1324.0469,1016.339,NA,NA,NA,80715.85,37896.117,NA,1183.9501,NA,NA,NA,NA,1125.3911,NA,NA,57148.258,NA,42103.016,NA,14213.973,15763.325,16047.449,NA,15398.549,16299.647,15953.899,16163.582,15296.698,NA
388.0937_0.722,649,NA,NA,1133.053,NA,NA,NA,1088.4894,NA,NA,NA,NA,NA,NA,1183.5435,NA,NA,NA,NA,51747.84,1119.8231,NA,NA,1057.4894,1269.8171,NA,NA,1002.54724,NA,NA,1052.2643,NA,NA,1185.6333,NA,NA,NA,NA,NA,NA,NA,1074.8647,1125.3472,NA,1175.5493,NA,1389.0421,NA,2339.9895,2675.9392,2127,NA,2600.4907,2503.7249,2131.3955,2014.68,2509.7659,NA
404.0674_0.695,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29415.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1050.9597,NA,1212.4604,1079.6694,NA,NA,NA,NA,NA,2521.0085,1996.1842,2379.9795,NA,2435.189,2029.3937,2468.2837,2469.706,1843.2238,NA
142.0862_0.71,655,11484.247,3426.1177,4269.331,43534.117,47384.83,26735.566,81042.44,49438.8,10707.799,116040.56,33331.617,9542.127,22053.502,23857.13,14934.912,93840.45,54430.043,9058.719,16044.315,10678.912,9964.251,18654.553,16083.889,85272.734,9015.879,12348.036,26976.385,10729.23,81829.93,6118.1416,13307.723,19013.36,8313.778,9035.066,73115.54,61326.57,19260.729,43633.137,44252.047,27222.973,46130.492,83524.78,9277.036,13752.5625,14410.116,8387.004,21093.69,24587.047,22004.723,19550.695,5845.7427,20499.152,19539.922,24468.998,23334.52,24318.531,NA
767.1602_0.717,665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38486.11,46308.668,NA,NA,NA,NA,NA,NA,NA,NA,NA,26727.156,NA,52896.777,NA,3076.5193,3893.4192,3232.2283,NA,3901.4155,5014.3823,4898.1533,3783.9634,4620.759,NA
349.0869_0.775,670,3585.8997,2592.3245,2620.4106,2074.4507,6379.7534,1917.62,1987.1799,2100.276,3157.8838,2287.9153,2634.7312,2518.3413,2513.3252,2587.8232,3034.2869,1973.0168,4079.4802,3837.8738,457321.06,2942.3577,4645.125,3867.586,3657.2239,4164.9756,4121.4624,2236.7827,4725.0083,4463.669,5190.4414,3319.1938,4611.821,2451.6172,2548.6226,2514.313,1859.3428,2658.9888,4740.7124,2386.5667,2405.9812,2186.1777,5349.6387,3858.9692,4387.205,NA,3506.8452,1525.2301,5684.2544,17235.096,14177.893,17627.838,2760.9153,20656.266,18133.988,13324.083,15135.262,13545.888,NA
232.1543_0.707,671,135169.81,53751.668,104813.71,115137.305,136216.2,50527.098,265527.2,103440.04,83858.83,185995.05,141501.39,95489.625,106008.58,101634.21,188511.72,237897.9,111165.164,196639.06,128638.37,125175.11,102161.09,133640.69,357246.06,164641.83,262524.72,90164.78,46772.816,48354.32,103781.72,108641.875,63028.848,169449.34,45015.574,33274.934,103145.6,165949.45,49520.977,72785.37,126654.89,86940.945,52150.117,111775.19,144589.25,143881.42,93221.66,28668.215,65824.586,104957.6,131535.05,113763.11,105695.34,123609.02,128528.92,117832.26,119500.14,105765.47,NA
751.1861_0.717,674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1223.6254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87301.05,121405.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,41393.695,NA,67292.02,NA,6807.5996,8577.874,8184.344,NA,11757.968,12052.25,9203.103,7842.291,7796.184,NA
193.0968_0.764,702,1016.2338,1014.6401,1493.7811,1282.3291,1321.9244,NA,1372.5527,1375.0669,NA,1116.3812,3263.1047,1552.5505,1307.7365,1686.7773,1015,1464.114,1044.477,1499.4121,1314.2645,1264,1011.74695,1142.623,1688.4664,NA,2003.9073,1662.9763,1059.5786,1545.6296,NA,1164.601,1463.2627,1108.2594,92214.266,36779.844,NA,1140.0876,1179.1576,1665.2362,1713.9196,1085.6367,1221.0736,1064.2727,2112.588,72228.71,1825.5052,220592.39,1076.0204,8357.951,8153.866,6301.1543,1238.7627,8727.244,7851.8223,11528.841,6624.375,5814.0703,NA
366.1108_0.7,703,1153.6791,1459.8167,1805.8011,1983.4587,1662.7361,1419.5791,1994.6653,1462.8403,1244.9072,1447.9655,2631.5234,1836.9076,1445.7665,2072.6978,2148.7336,1156.1302,1215.7926,2008.5703,381325.75,1367.505,1180.6897,1119.8707,1514.3091,2438.4502,1429.3951,1147.4801,1357.0089,1914.6033,1456.0482,1013.9438,2195.8118,1389.7927,2147.969,1864.3511,1612.457,1605.9847,1398.0447,2303.861,1978.6809,1079.9382,1330.3556,NA,2435.1062,1719.21,2286.4922,1578.0404,1825.7968,12547.72,14335.385,15956.156,2797.3667,15035.397,14751.575,12281.503,13340.627,13080.45,NA
215.0163_0.719,709,318794.5,516356.34,304928.53,97575.55,133438.16,172798.95,159130.22,127809.52,180969.28,131357.86,171337.88,324997.12,181563.81,180769.03,224859.9,152111.64,141321.72,286079.97,158126.56,211200.03,249103.67,172060.47,139386.52,50199.586,273566.1,182068.28,227856.52,171006.1,92861.484,248615.2,207758.42,183903.23,NA,NA,99544.88,81309.46,194155.86,86561.93,151545.23,195170.6,133800.81,116995.94,258758.23,NA,198691.66,NA,155013.22,155513.16,146407.36,137034.55,266626.44,129697.52,132551,178649.19,153401.44,138764.61,NA
230.9902_0.718,710,109832.53,114599.39,60125.35,44967.28,41685.008,37585.87,28405.562,26954.916,33038.016,32613.076,63024.91,47801.28,36236.5,48088.64,50398.24,32230.652,31800.025,48993.29,18282.426,55950.348,48785.637,38349.1,22252.799,9695.847,55908.85,53021.95,38024.863,26006.84,47004.777,51928.047,35394.13,48088.668,NA,NA,25176.164,16321.231,34725.54,50150.234,39993.906,72067.86,34946.79,29727.64,50292.336,NA,129390.44,NA,36503.06,36628.895,33888.168,31598.408,41514.707,29941.197,31346.59,39316.113,30164.484,33592.15,NA
413.1055_0.76,757,2139.1775,1033.5934,1615.1907,1284.5881,1695.39,1259.5686,1475.815,1488.3069,1550.2837,1365.1815,1469.4557,1138.8994,1078.0419,1129.6576,8174.094,1231.4247,1004.89886,2410.7615,1144.7815,1574.2933,1491.8394,1071.084,1542.96,1099.2249,1724.2933,1528.0994,1238.1877,1093.589,1194.4991,1226.2351,NA,1245.5698,67733.25,71042.91,1356.8337,1550.9941,1573.926,1063.5621,1302.3341,1132.4193,1347.3765,1278.232,1685.5,41263.984,1906.6191,60082.266,1985.4421,32283.043,28421.53,31380.52,1507.3748,33113.168,33491.63,29893.744,29811.219,33326.227,NA
170.0631_0.751,761,2088.9673,1367.0144,1285.3696,1850.2227,2069.0874,4450.4033,1549.0007,1917.2017,5161.476,4897.7305,3240.7903,5390.722,3000.4092,3392.6008,13153.04,9696.304,1105.5714,2966.7795,2948.0754,1536.5223,2955.415,4890.3115,4762.778,5085.692,5059.3325,3364.5288,2726.9521,3041.017,4738.964,2192.1682,9549.001,3169.56,2434.3064,2594.573,5429.216,3493.0815,1749.1405,1728.4858,9073.116,4247.744,2668.5667,5445.157,2744.498,2832.1243,1362.1616,2441.9875,2154.658,2928.8584,3123.1384,2643.3394,2111.6255,3465.5535,3843.419,3418.293,3207.705,2948.0898,NA
177.102_0.741,768,NA,1137.2667,1079.5687,1050.0227,1217.279,1072.2273,NA,1089.5696,1276.3301,1043.8832,1455.1317,NA,NA,1449.6238,NA,2202.0293,1287.0536,1245.8804,1486.0465,1389.0189,NA,NA,1829.8119,NA,2163.8599,NA,1232.5042,1273.4904,NA,1315.4901,1127.1361,1157.2341,81317.65,108772.08,1372.2794,1270.1376,1310.0021,1116.3652,1308.623,1275.4808,1129.5016,NA,2367.6655,61726.42,1775.9034,206921.55,1034.0812,12456.375,13836.354,13187.846,NA,11655.475,13227.064,14747.1045,11588.987,13448.004,NA
166.0862_0.727,780,138778.47,87316.05,195857.95,159967.19,147188.64,77118.2,126831.664,127308.914,162501.53,157336.47,162292.23,117926.695,118345.65,150821.84,122966.59,164435.47,138525,62365.055,139885.02,140579.17,254355.47,125594.88,72417.47,48166.94,66342.66,134242.78,73037.875,160590.66,66994.664,233896.73,142233.23,153400.22,82385.51,57039.086,82339.555,161278.66,69228.36,159521,115122.78,83387.516,81603.12,74101.625,84249.7,126230.75,186707.56,55200.51,79407,133002.16,123293.87,116678.71,252875.61,126138.484,106266.164,128384.56,143574.02,134603.8,NA
203.0814_0.73,781,7018.554,9461.945,6499.527,8456.638,7860.5654,8158.467,7754.458,9285.15,12418.758,7230.668,11926.094,12085.861,9390.08,8063.7266,5526.0366,7131.5713,7785.4717,6051.117,8113.442,9663.973,10470.117,8127.583,9383.181,7654.6416,7400.6543,7205.763,8056.4897,14596.902,8280.846,9331.986,11472.517,7191.635,9718.269,5351.6436,4167.3945,8572.707,8988.397,14174.072,7841.6143,7116.8076,10267.11,5968.4697,11954.536,11338.574,13412.424,8873.56,8421.434,8978.434,8586.245,8214.247,7302.57,8937.223,6842.016,8499.006,10124.6875,9102.058,NA
120.0807_0.728,784,50926.004,38415.074,70485.69,52646.63,46383.53,29604.168,48210.4,47262.37,51109.23,48328.54,54068.395,44308.645,45393.57,48550.242,45379.844,56684.48,47802.13,23152.316,45916.3,47812.598,82982.91,45468.945,27757.729,18147.559,23538.242,47649.35,28347.8,52051.37,23654.969,88497.54,51541.184,47728.188,27435.973,18405.414,31880.498,54897.902,27237.006,55589.355,38541.86,27913.125,28152.533,27395.426,30772.35,36633.926,63583.48,16688.73,30160.486,45254.06,40880.363,39548.29,91151.22,45565.88,40836.418,42404.258,48266.293,45150.08,NA
420.2437_0.768,788,NA,1408.4926,NA,NA,NA,6921.5576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35114.57,23484.33,NA,NA,NA,NA,NA,1142.5052,NA,NA,NA,43374.45,NA,41848.758,NA,3585.634,2925.0852,4237.279,NA,4004.4128,3310.2207,2680.7415,4258.734,2966.8577,NA
276.1366_0.762,790,NA,1666.1799,1009.3125,NA,NA,1068.3888,4949.87,1419.9921,NA,1991.2349,1497.849,2316.6245,NA,2322.9246,1687.09,1340.6486,1035.0969,1719.6034,1035.5,NA,NA,1531.3486,1584.2802,1646.346,1007.3882,1001.32654,312236.34,1822.5405,1557.7911,1655.2238,1435.7788,1959.7329,NA,1178.7919,1274.4714,1048.0415,469362.03,NA,1695.6265,1055.3772,551727.8,1028.6272,3246.2869,1434.8153,7245.186,NA,755330.06,50865.36,54127.234,49504.85,8199.41,57930.84,53302.895,47413.86,63833.914,51380.184,NA
438.1601_0.745,795,NA,NA,NA,1093.381,NA,NA,NA,1429.8601,1052.5251,NA,1133.5303,NA,NA,NA,NA,NA,NA,NA,1107.0497,NA,NA,NA,NA,NA,NA,NA,1259.6906,1043.961,1192.6285,NA,NA,NA,31903.537,19894.852,1001.2532,NA,1258.0099,1102.087,1094.5048,NA,1177.322,1053.7585,1201.7378,21856.234,1370.2098,29346.506,1625.0557,3996.21,3836.2866,3447.8699,NA,3704.481,3430.1567,2570.3274,4358.647,3575.2708,NA
327.0685_0.734,799,33163.383,44597.82,65598.875,18174.012,12445.147,15092.764,30168.652,16026.806,26516.008,23318.904,12934.045,34626.184,15460.678,26782.541,29857.082,24534.078,15148.452,53071.863,34591.883,28851.803,26579.002,12873.829,43008.3,9661.364,52489.957,23699.754,23510.338,18612.246,9154.785,16754.373,23021.062,35178.8,6565.3276,8350.999,6586.469,14055.791,53670.35,4269.199,21194.049,20892.64,20832.547,20091.146,31013.746,7443.9106,27250.8,3383.7058,20886.098,18750.63,24669.307,20305.516,15627.901,19787.525,18921.21,21961.328,18800.023,18247.354,NA
220.1179_0.735,803,31913.146,18609.645,24782.121,28990.828,14394.135,9783.542,25837.738,18247.543,22933.406,18469.44,33050.832,23697.646,22603.47,19497.277,24997.664,22844.846,15390.512,22392.39,19258.836,22675.531,27021.643,31144.56,17056.59,59994.676,24193.947,29003.072,43201.37,22401.871,82887.555,30371.027,23538.01,24695.746,24641.373,14955.769,83125.766,18008.57,54299.75,34720.65,13414.595,10175.999,54316.95,72850.19,30144.885,20469.31,39616.617,22037.225,47644.707,28260.11,32977.11,29984.092,28181.893,27343.205,27476.244,26663.31,33301.117,25159.52,NA
278.1335_0.718,808,1018.809,NA,NA,2213.2678,2492.3132,1171.125,NA,NA,NA,1869.5598,1457.7539,1683.0183,1581.1862,1476.962,NA,NA,2400.8403,1252.5258,1158.7722,1834.0815,1643.7338,1054.8148,1678.5654,1070.096,NA,NA,103209.83,1311.406,1964.6232,2043.8127,1125.5697,NA,1095.533,1244.4889,NA,1345.2489,169984.03,2549.9702,1758.066,NA,186107.25,NA,1473.7898,1185.5469,2338.8545,1946.3438,252603.84,19416.426,20836.309,18588.934,NA,21410.426,19997.557,17919.445,22359.367,19491.887,NA
367.1497_0.741,827,17751.094,16299.313,10390.868,20011.717,19587.9,16177.033,19695.666,14441.773,22130.346,19887.654,27738.34,18424.45,18173.2,18692.424,13964.052,20249.156,20064.332,15242.645,17865.902,21995.164,17646.201,20481.133,21663.758,19669.027,22047.033,16420.398,20704.129,30053.707,20950.33,16081.441,24772.842,19271.102,19121.023,10848.214,21900.963,21044.607,22255.521,26454.174,17056.262,12339.768,26965.041,24681.85,24967.438,17596.494,32091.973,19607.135,27537.25,20357.121,18530.84,17916.898,13416.009,20064.285,19899.732,19615.816,19844.986,18609.014,NA
