mz_rt,row ID,6110_U2_C18POS_34,6101_U4_C18POS_14,6109_U1_C18POS_58,6105_U3_C18POS_39,6105_U1_C18POS_43,6109_U4_C18POS_22,6113_U4_C18POS_62,6101_U1_C18POS_59,6103_U4_C18POS_53,6105_U2_C18POS_40,6111_U4_C18POS_42,6110_U3_C18POS_45,6104_U3_C18POS_32,6102_U1_C18POS_26_1,6104_U2_C18POS_19,6110_U4_C18POS_start-10,6112_U2_C18POS_37,6102_U2_C18POS_16,6102_U3_C18POS_48,6113_U2_C18POS_31,6101_U2_C18POS_30,6109_U3_C18POS_52,6102_U4_C18POS_50,6111_U2_C18POS_35,6101_U3_C18POS_29_1,6112_U4_C18POS_63,6111_U3_C18POS_54,6105_U4_C18POS_47,6113_U1_C18POS_24,6108_U1_C18POS_44,6110_U1_C18POS_11,6112_U3_C18POS_56,6108_U4_C18POS_18,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6106_U4_C18POS_36,6103_U2_C18POS_60,6113_U3_C18POS_15,6106_U2_C18POS_46,6104_U1_C18POS_55,6104_U4_C18POS_12,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6112_U1_C18POS_38,6106_U3_C18POS_20,6111_U1_C18POS_51,6106_U1_C18POS_23,6109_U2_C18POS_13,PooledQC8_C18POS_33,PooledQC11_C18POS_57,PooledQC7_C18POS_25,PooledQC9_C18POS_41,PooledQC12_C18POS_64,PooledQC10_C18POS_49,PooledQC6_C18POS_17,PrerunPooledQC5tryagain-addednew3_C18POS_14_1
199.1095_3.856,2932,1695.1295,707.06836,1248.3041,NA,1310.0701,1689.8037,633.7719,1083.472,1223.5042,1435.0393,819.625,NA,1201.64,NA,1200.2714,1206.5023,NA,700.5971,799.9292,841.2723,807.92,1274.5433,2230.6475,2005.821,NA,1362.2828,NA,1210.7897,1453.557,NA,1367.0916,1210.5333,1129.9808,1280.1494,NA,9932.005,1559.0188,NA,5379.999,685.18713,1243.1322,857.7504,1202.4949,1617.4187,8242.016,1467.69,7685.2905,2045.0172,2452.4546,2019.2909,2176.928,2297.0845,3266.2854,2246.619,1691.3694,1862.5634
244.2024_3.872,2933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471.8668,NA,NA,NA,NA,NA,NA,NA,105098.375,NA,NA,33470.066,NA,NA,NA,NA,NA,10175.792,NA,17483.291,NA,18452.357,17167.55,16103.34,17584.873,22094.521,20163.596,17320.602,17413.697
366.2065_3.876,2934,1160.8016,989.16406,1113.446,1212.3412,1288.8284,1226.6874,1608.098,NA,838.89813,1056.2739,771.6514,1536.4493,1246.3983,NA,684.02924,1296.61,NA,999.2258,974.44165,915.9012,675.308,1555.2734,1307.4711,NA,1235.7527,1295.6278,1055.2874,1301.4509,1556.2948,1278.7909,1334.6412,660.26465,2632.709,1357.1252,1495.0388,14496.657,1890.9827,1242.757,9429.4375,653.0539,1403.8403,2779.807,2708.9255,1012.81885,11690.406,1542.6072,11476.91,781.2103,2003.2618,1876.5513,1775.024,1772.5636,1714.1256,2065.188,2399.5059,1583.7626
244.1701_3.869,2935,848.1111,NA,1585.7162,1171.8063,906.68176,1257.0571,632.0357,NA,1736.0123,NA,NA,1189.967,NA,NA,NA,1231.5487,1000.1103,NA,NA,654,NA,1146.2858,NA,2620.5557,NA,NA,NA,41230.71,1399.0546,NA,NA,NA,NA,1131.5223,NA,4086438.5,NA,NA,2304439,NA,NA,NA,1235.313,NA,3898776.5,NA,4171283,1656.4188,392968.28,391082.25,383684.1,386149.66,472121.53,480545.25,389234.3,361691.9
246.1756_3.864,2936,NA,NA,NA,1271.3478,NA,NA,NA,NA,NA,770.48755,NA,NA,NA,NA,NA,NA,828.1316,NA,NA,NA,1370.2478,1012.45154,NA,1309.1846,NA,NA,NA,1399.315,805.9657,NA,NA,1801.2529,NA,NA,NA,56965.195,NA,NA,33588.793,NA,875.8145,NA,NA,NA,51789.934,1265.8859,57660.418,NA,8445.009,7719.5933000000005,8056.8135,10125.46,9522.881,10719.935,9882.572,9160.163
245.2051_3.869,2938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30234.982,NA,NA,16809.377,NA,NA,NA,NA,NA,30478.135,NA,31561.375,NA,2692.4163,2641.3022,2749.0703,2394.1008,3688.3564,3325.3213,2872.6648,2680.4932
921.4593_3.881,2939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1204.2067,NA,NA,9741.324,NA,NA,8997.716,NA,NA,1398.4159,NA,NA,9085.34,NA,11579.191,NA,1304.116,2013.0013,1597.1823,1990.8267,1710.2485,1502.5242,1657.1837,1178.5469
919.4539_3.872,2940,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49711.797,NA,NA,40258.1,NA,NA,NA,NA,NA,44911.277,NA,61648.84,NA,5976.5425,5617.866,6794.035,7519.601,7665.6987,8090.6816,4581.047,5431.642
266.1135_3.874,2941,1545.0463,4347.959,2578.1125,1909.2554,2212.4443,3177.64,2059.6943,3835.7334,5266.001,1921.0945,2391.5002,2498.45,1397.625,1774.007,1479.6115,2758.7817,4182.346,2531.555,1955.68,2744.4646,3780.1565,2795.4365,3443.9797,3437.6814,2944.5298,3741.2068,3536.5713,1611.6306,3436.242,3359.3608,2652.4985,4419.88,3215.0579,9586.993,4852.048,4676.4136,8492.683,1607.5371,3042.8037,1427.9492,2248.6094,2557.4875,7933.021,3587.691,4427.593,4509.174,3612.0466,2490.0776,3697.576,3450.7693,3103.241,3851.5122,3758.0017,4836.001,3698.5154000000002,4514.1978
288.0853_3.876,2942,1676.5121,3224.849,2176.192,2198.071,2336.2595,1520.2115,1570.7108,2684.6814,3689.5193,1749.3796,2337.6416,1634.0459,2433.6252,1492.4692,2707.4932,2237.4116,3170.449,1926.4573,2438.377,1923.3715,3497.3948,2509.6711,3332.502,3139.5583,3116.6377,2648.3154,2229.4463,3021.0667,2323.3252,3050.9912,1439.9834,2535.7903,2246.0417,5559.635,3484.5452,1953.1837,9255.911,1467.2004,1536.2374,1369.8376,2109.7354,2177.5962,3621.4045,3637.3696,3208.2146,3432.4631,1802.9852,2854.5686,3262.471,2946.9785,3057.5967,2764.0005,3006.0825,4042.0208,4653.235,3064.3215
329.1182_3.874,2944,859.5,648.4803,1626.6112,1434.9786,963.1174,1032.3815,831.5422,1183.9277,1080.3832,759.38776,774.1387,NA,NA,NA,1850.2205,NA,9558.441,725.7795,NA,1426.4467,NA,1405.4899,1648.5679,NA,NA,4713.486,NA,904.04236,1273.339,1711.885,1439.2164,5263.2617,2958.4753,1157.6582,1043.211,NA,874.5787,1152.483,NA,610.7269,1450.821,1834.843,913.68896,3008.656,NA,NA,928.2516,1706.2416,704.32074,1241.041,1497.5696,1428.1904,989.7033,1412.696,708.0072,1297.418
267.1055_3.873,2945,1757.475,6160.296,3463.542,2549.1619,2341.5466,3200.8186,2395.3416,7075.5415,7348.058,3029.3413,4081.0015,2618.6826,2470.0432,2091.256,2428.066,3423.876,7084.9644,3979.3264,3154.0413,4288.5127,5547.445,4488.934,5278.841,5904.037,5240.025,5547.9077,4570.78,2597.1023,4716.584,5627.201,2577.4065,7003.317,4956.192,14236.579,8021.0415,6848.7466,13445.206,3550.289,4219.9546,1800.8129,2655.8643,3808.9412,10878.328,7145.1665,6779.3496,6534.6865,4723.007,4346.342,5308.467,5668.7324,5958.7007,4917.8867,5773.51,5116.16,5396.2812,4805.4707
238.1073_3.884,2946,5407.677,12604.928,8127.7646,6484.5713,4938.1763,7305.511,7259.2466,11055.935,12007.401,3799.2312,5981.877,5913.967,4681.9375,5402.075,6578.052,6203.0747,8056.6357,10414.359,6969.953,9856.99,9685.105,5705.98,12632.313,6956.901,11924.947,6362.0005,8149.1313,5182.2075,12113.645,8453.475,7697.024,11096.4795,8299.709,23468.191,10606.337,8703.372,20642.953,7467.879,9147.0625,4292.376,7948.916,7779.5522,12751.662,8902.122,11210.14,8502.407,11016.0205,7193.754,9840.331,9487.507,8190.3975,7623.04,8617.408,9215.164,9686.89,8874.2705
361.2476_3.877,2947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654.1221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,533,8613.128,NA,NA,8675.926,NA,NA,NA,NA,NA,10487.153,NA,12512.568,NA,2530.5972,2663.9617,3897.9092,3604.0356,2941.445,3491.9336,2562.4785,2400.9453
266.1023_3.875,2948,8227.903,35533.848,20863.877,15991.438,11127.882,18269.412,12404.626,33513.594,38416.45,13562.246,19218.225,12026.668,8692.385,11294.665,6840.76,20730.26,33952.15,20815.008,17636.53,19486.654,26717.508,21924.152,28459.088,23144.744,25571.848,32501.934,26104.354,10440.447,26614.494,31569.992,17120.254,35036.793,22940.607,83102,37873.98,37214.574,67186.69,16080.801,27474.184,7332.4756,14273.645,19993.254,61041.05,36685.402,44874.836,30461.162,31013.17,23542.158,27790.844,28870.584,32452.88,29620.586,33550.754,29869.277,28857.47,29202.934
211.1439_3.873,2949,5936.0737,3407.461,50897.25,5523.0063,5931.1753,10296.736,6066.3213,2727.918,20763.81,3847.7383,6783.557,5599.2114,4840.11,6482.5586,4463.4673,10244.2705,5384.904,7024.2656,5995.0977,4025.4888,5017.226,37194.73,12123.903,12067.755,5839.4043,3287.0293,12797.327,5489.3364,6427.9155,2582.2678,11619.023,4317.4336,3807.4673,23234.344,3873.882,11528.74,11843.287,5642.9595,19939.623,4552.105,3146.7773,3104.3906,20666.73,4878.5796,6638.335,17670.053,9556.787,34307.34,8281.031,7233.208,7576.4355,7937.2847,8137.279,7950.4185,7099.67,7325.4937
182.1283_3.861,2950,8601.891,16346.352,3068.5361,2086.0007,6509.6284,4119.5186,80136.24,9021.7705,60841.008,7323.2295,1418.2653,11446.023,6038.4204,6679.0566,32398.012,8836.936,1044.7122,1742.6829,8833.569,7058.6406,3563.2874,1271.0037,9604,2922.9692,11541.889,1142.3015,8750.468,39544.51,1667.7716,1662.4083,15282.321,1728.9963,1479.7471,210902.66,3309.8105,922.15454,80671.53,25633.84,5413.9863,39968.547,47205.766,5265.813,43877.18,1533.5571,9677.8125,1904.152,24312.451,1460.5135,13877.409,15676.191,13907.475,17770.924,16243.527,15404.167,17669.043,16675.854
449.2092_3.864,2951,NA,NA,733.3344,1295.8573,1359.3531,789.4321,NA,NA,1333.6627,1061.2836,NA,1359.1266,870.0697,834.0027,1150.5779,1075.1077,13667.115,NA,1127.1512,582.1607,1270.0328,940.816,810.2051,552.2803,NA,11249.823,NA,1672.2125,1445.1002,1054.7695,1167.012,15610.109,897.43567,793.8306,NA,2649.3325,1054.0454,1306.9113,1590.086,NA,1655.1815,1241.0457,1124.4324,10093.339,NA,1202.9537,2367.957,912.75244,2675.3809,2759.909,3276.5571,3203.546,3636.2556,2405.686,3013.1624,2669.059
257.1283_3.883,2952,1251.6729,3099.3599,2062.4553,5978.274,1185.2563,6228.5757,2499.8179,1255.7603,5642.9434,4231.336,1759.0562,1234.1598,1797.1392,3863.3315,1044.8754,1573.7687,1482.0947,10249.862,3157.4644,1343.0092,NA,2437.309,8949.209,2083,4328.082,1323.7025,1723.1785,1720.362,3655.6736,NA,10188.406,2794.5327,721.48987,6324.982,NA,1397.7637,2759.2395,3409.938,1476.5709,NA,1059.0006,888.2875,3709.307,2830.1663,NA,5666.7905,2488.5986,13400.599,2232.5693,2006.1239,2237.2554,2205.7778,2622.9814,2930.894,2588.3445,2496.8928
107.0491_3.863,2953,4294.9097,5840.953,3567.598,4418.6216,3926.9136,4719.3164,4884.171,6058.05,37519.797,49616.71,4181.0005,4293.4214,5957.935,4556.9663,3826.1292,3844.3596,3658.3093,4851.3423,5521.9077,49140.047,3647.3618,5194.5073,8938.76,3434.8574,8476.58,4544.172,3721.1145,7705.69,3785.9539,4566.754,5381.9575,3883.0095,4583.169,6195.76,3445.4802,6449.1914,6687.1675,5354.291,4245.667,4614.84,3658.8389,8245.205,6513.6387,4132.37,9089.463,4094.1125,4346.212,6257.3374,8265.385,7464.0835,6182.6016,7102.0073,7923.1963,8869.004,6821.3433000000005,7635.344
164.0376_3.885,2954,2018.3176,2573.535,1362.7705,2050.0945,1391.5497,1827.0997,3005.2732,1603.0002,8829.308,10918.118,2816.1868,1857.5764,3123.76,1344.8,2211.6443,1834.7958,1946.2931,2105.7256,2053.9558,10934.654,1965.5221,1789.0891,2718.7883,1841.5358,2247.316,1400.05,1258.1672,1867.736,3424.8792,1463.8308,2541.3196,NA,NA,2341.0518,1684.7662,1823.338,2310.0562,2774.003,1323.457,1681.7467,1701.6329,1957,2100.4055,2026.1245,1588.0688,1578.5201,1752.0637,2036.893,2335.7158,2283.3733,2067.8596,2544.061,2925.4187,2447.0002,2336.2002,2795.6768
277.118_3.882,2955,1727.5812,2260.0828,4368.2188,2127.8274,2124.374,3563.0461,2090.031,2529.3691,2793.35,3153.0188,2325.8892,2385.2812,2956.9233,2485.7249,2561.5254,1742.6866,3343.1436,4124.421,10344.487,3055.485,3065.0098,3953.176,3372.828,2369.4404,2188.2407,2759.7888,2959.2827,1880.0239,2753.3208,1868.0454,3225.7117,2565.7222,1913.0178,3115.28,3704.0632,2420.9595,3513.9277,2886.8936,3224.8596,3154.965,3137.3425,3802.8982,3084.3945,2425.4214,3039.252,1866.9875,3714.845,3073.286,2684.0186,2979.889,2898.1157,4194.3257,3585.3477,3392.3628,2757,3731.3596
302.1232_3.89,2956,4555.5605,35783.46,25412.736,15262.698,1755.6555,9410.219,16473.65,21120.188,34574.996,17146.566,17576.363,8530.602,1721.0577,16233.219,1689.0143,21755.514,30191.463,19484.904,21418.559,27203.215,24179.988,19889.615,39378.95,19203.414,21007.367,20490.15,24948.43,16345.519,35931.1,10893.699,11683.6455,21558.777,12278.122,47463.965,17574.44,18755.947,52851.844,19127.05,10313.367,1920.0828,3878.3804,9397.34,47782.715,24431.744,20849.688,45477.68,6952.0073,21724.443,12248.817,13549.036,13586.35,12930.379,11849.881,12837.704,11933.201,13444.57
933.47_3.881,2957,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18325.014,NA,NA,20149.604,NA,NA,NA,NA,NA,11954.823,NA,16125.469,NA,5612.0264,5737.2715,7844.096,5343.6323,6595.34,5902.2056,5655.0054,5102.415
433.1124_3.884,2958,NA,NA,NA,NA,NA,76675.38,17785.826,NA,NA,49754.082,71368.16,3037.8352,NA,NA,NA,138836.12,6916.506,11752.835,NA,NA,19727.605,6194.918,NA,NA,NA,NA,NA,NA,NA,NA,12451.119,NA,NA,NA,41901.363,44347.66,42655.89,1556.9192,NA,NA,67282.53,4307.0215,NA,3122.0037,NA,NA,NA,1217.2017,13605.631,17448.326,14931.423,16370.421,16415.553,16178.653,15306.168,16490.557
275.1427_3.872,2959,NA,NA,1429.7979,743.3583,909.7626,1264.0376,1263.0164,NA,781.4286,791.65936,933.00446,1481.8654,1102.4471,1230.417,NA,749.67224,933.5422,764.44446,10670.104,955.2044,NA,912.0302,1050.2817,NA,NA,845.0618,1131.6592,837.8905,802.0653,692.37714,817.2664,NA,752.25,1546.0378,NA,1091.8964,647.2237,577.5611,1199.6268,NA,916.68036,768.50665,1300.2081,1098.1776,1172.2915,792.83984,1285.3116,1377.6128,864.4013,1084.961,1086.667,1227.0812,762.25,1401.2388,1015.79407,1231.875
194.0659_3.891,2960,1570.238,12918.585,7832.7754,4319.2134,1652.1189,4421.85,6725.6504,6032.409,8605.3125,6826.4727,5157.68,4367.299,1384.8175,5242.858,1688.4579,8937.049,12837.152,9469.379,6433.256,9290.255,11201.55,7678.045,12217.301,6088.7397,9422.989,7784.534,7893.9893,6331.33,10274.076,3193,6091.2344,6951.324,4456.6714,15452.695,5255.836,7969.3687,18626.854,6015.102,3375.8875,1129.0892,2763.5002,3710.1404000000002,15993.113,9174.616,5806.753,14802.303,2692.087,7083.665,4200.756,4535.1665,4485.3003,3709.1824,4059.4294,5111.071,5272.618,4038.0264
328.2116_3.892,2962,8883.223,17412.625,18434.914,10962.58,13076.4,9474.867,16449.334,11592.46,14591.833,17782.086,16844.348,15518.604,23922.494,8830.796,11217.463,21817.627,14478.736,8214.644,13417.152,14752.588,10090.551,22801.27,16218.93,22111.266,17289.85,10386.46,19522.697,12323.014,29114.709,16691.14,32511.236,20725.191,14222.056,18562.914,10816.567,11191.811,13248.567,15701.895,12368.418,14156.749,19387.84,19185.555,15430.446,22954.988,11903.794,39126.254,18825.283,16836.867,12304.619,11309.123,12995.796,11605.903,15064.945,14375.805,11631.162,12281.382
303.1266_3.892,2963,1420.944,6743.175,5003.218,2867.5767,828.09576,2753.9126,2716.057,4261.499,6166.4434,3575.4468,3992.1145,2731.9878,948.6008,2542.0042,1232.4009,4827.2983,6307.9175,3861.771,3842.293,5423.9272,4805.191,4296.759,6983.962,3859.0833,4265.345,4496.431,4774.357,3945.5237,6248.8096,2311.1606,2678.5562,4379.751,3019.002,10853.267,3817.3716,3416.1536,10627.515,3405.2144,2073.665,1175.045,788.6806,2733.2375,12635.312,3893.8147,5500.298,7796.3223,1895.4846,4491.237,2347.5283,2616.052,3513.043,3159.1348,2825.297,2577.306,2605.0693,2730.4985
251.1026_3.884,2965,1225.8811,2432.579,2707.5764,2105.5652,896.6956,3533.2407,3037.6921,2151.0903,2024.4852,1294.1863,1031.9269,754.5731,2118.0046,1260.5648,1646.196,1200.0067,1573.5328,1508.5712,1362.1716,3982.1794,2173.7698,3435.1323,1470.3878,1141.7056,1990.602,1883.5117,1444.3813,1754.4404,3615.8013,1549.0424,1820.7888,2078.5664,1290.1566,1897.4056,927.28534,10293.073,2270.2913,2139.4197,8414.103,1461.9473,1657.0311,NA,1945.0825,1685.7281,16232.583,2130.1345,16748.586,5473.4688,2912.8997,3606.4023,3928.5234,2695.6042,3620.12,2317.0073,2858.1602,2555.0046
733.3862_3.91,2966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1279.3947,NA,NA,19421.455,NA,NA,13875.987,NA,NA,NA,NA,NA,24458.732,NA,18305.898,NA,6001.988,4463.0415,5635.1704,6374.334,5018.422,5612.5645,5646.4287,6556.513
737.3841_3.901,2969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2224.064,NA,NA,656.3492,NA,NA,1977.4008,NA,NA,3341.0928,NA,NA,6527.8086,NA,9273.152,NA,1415.5776,1505.8291,1588.7826,1507.3168,1372.77,1760.144,2140.6765,1748.4298
719.372_3.881,2970,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12730.934,NA,NA,27801.682,NA,NA,NA,NA,NA,19540.94,NA,19480.338,NA,2995.5615,3240.4155,3878.9944,3501.7744,4300.236,4879.73,3173.2847,3594.497
260.2034_3.911,2971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1288.7396,NA,NA,NA,NA,NA,NA,NA,8156.8604,NA,NA,7820.2783,NA,NA,NA,NA,NA,8928.411,NA,11098.367,NA,1719.4604,1711.9358,1957.8018,2415.1116,2668.6533,2479.241,2059.6213,1558.7875
745.3867_3.921,2972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610.18384,NA,NA,9315.34,NA,NA,5192.6455,NA,NA,2648.1333,NA,NA,4028.596,NA,7052.27,NA,1450.0414,1633.0776,1555.8754,1472.5682,1668.1125,2047.899,1980.7639,1454.3156
259.2218_3.915,2975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36734.098,NA,NA,29352.795,NA,NA,NA,NA,NA,35690.45,NA,32970.08,NA,5062.481,4348.8667,4809.4053,4457.6577,6485.8687,5875.228,4567.298,4786.012
259.1993_3.922,2976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1793.2146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1083.889,NA,NA,NA,1246.4768,1232.8925,NA,NA,40160.086,NA,NA,33922.016,NA,NA,NA,NA,1405.3165,34327.832,1813.7859,38963.656,NA,16624.93,13323.453,13033.673,11059.109,14266.484,16796.826,13971.813,12777.722
258.1854_3.946,2977,NA,NA,792.6675,658.19574,NA,1343.8146,NA,944.06274,2878.622,765.4242,NA,NA,669.16235,845.33234,NA,1011.375,1412.9585,NA,1379.0592,NA,1027.7792,NA,947.33905,2937.878,NA,748.8585,NA,32606.18,1575.8179,1108.3368,NA,NA,1321.5696,758.4841,NA,4249245,787.2516,NA,3632635,NA,1110.8762,NA,2142.8672,1323.7422,4520609.5,870.40173,5176956,983.3543,616916.2,612299.06,614905.5,629393.8,754907,749389.25,636311.25,611447.9
258.2219_3.914,2980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109462.79,NA,NA,107750.71,NA,NA,NA,NA,NA,122502.95,NA,101793.625,NA,30800.139,27057.13,30525.633,28913.574,37948.566,37535.812,30556.365,29778.158
375.2617_3.928,2981,NA,NA,931.0185,NA,NA,640,NA,NA,NA,790.6174,NA,997.9434,NA,765.20526,NA,NA,NA,NA,704.6778,NA,837.15173,704.05237,918.88617,538.06665,707.18555,NA,NA,NA,1171.1097,NA,1366.6865,NA,781.7694,1094.3744,919.89185,26367.29,1295.2273,NA,25815.283,NA,756.4013,1014.2838,832.4505,NA,29478.373,923.6583,39394.7,NA,9021.062,7792.302,10006.968,9400.512,10806.025,10842.988,10587.848,9594.652
947.4854_3.919,2982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13636.584,NA,NA,19513.54,NA,NA,NA,NA,NA,13791.811,NA,17123.922,NA,4538.994,4910.9062,6953.7905,5224.6206,6064.0215,6950.9517,4874.2974,7019.433
257.1764_3.954,2983,1928.7699,2884.1455,2650.106,2138.8018,1781.1022,2464.681,2035.1893,1811.5765,2312.413,2404.0024,2074.335,2484.3418,1887.3068,3151.1602,1766.3488,2029.3534,1733.7378,2554.608,2469.4695,2634.816,1709.5651,2270.9248,3308.4902,3459.2263,2011.3599,2491.5598,1591.6632,2374.2239,3265.1436,2128.7952,2867.2473,2756.6377,2719.1328,2142.0464,2140.25,9908.04,2988.9822,2493.5803,12251.364,2105.538,2744.4026,2807.2417,2764.943,1867.7656,12051.273,2932.4756,16505.754,1675.7194,2332.5933,2452.6719,2995.0437,3036.2507,2782.4238,3142.3076,2438.941,2630.6667
147.0441_3.902,2984,2879.8962,1522.3707,1205.1162,1592.5018,3281.6702,1274.0219,2844.3076,1207.5315,1377.9508,1407.8032,7853.03,2509.736,2057.2163,NA,1895.5114,1695.7662,1351.286,1363.9951,NA,3095.5952,1300.1056,4392.9795,1413.778,5105.513,1973.2893,2693.7908,2365.0754,1411.4618,1831.6162,NA,2593.3374,1283.4526,NA,1836.8298,1537.818,1849.5208,1950.5918,NA,1258.0613,1188.9352,1538.5134,NA,2385.8823,2015.9043,NA,1504.6727,1727.3373,2509.383,1976.206,1822.197,1759.9987,2458.8362,2282.3428,2303.7607,1948.254,1474.3241
551.3389_3.911,2985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73935.37,NA,NA,94051.43,NA,NA,664.875,NA,NA,150717.5,NA,247376.2,NA,30209.9,29594.475,28123.332,32030.387,37392.426,36507.04,26281.393,26978.771
553.3375_3.919,2986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27093.564,NA,NA,31619.572,NA,NA,NA,NA,NA,48917.41,NA,101556.586,NA,13081.053,11942.643,12925.724,11414.1875,13047.984,13899.248,10147.123,11687.351
434.2012_3.896,2987,661.55566,NA,1183.6743,574,1490.0051,1137.7441,1268.8787,1218.5663,1365.1887,1213.8347,897.4523,864.0536,776.2758,1075.6152,1272.0076,1715.6401,14152.6455,NA,997.75446,1232.1985,1654.158,2028.2411,2059.5806,1297.3585,NA,15670.574,978.8929,873.0346,1273.8389,1344.693,1235.9657,15352.677,915.05194,1320.7427,1399.4702,NA,1360.3158,1386.5487,581.75,NA,889.77795,1059.6401,1398.1322,23731.803,620.8484,1049.7207,792.688,1378.0343,1648.006,1370.7285,1587.369,1823.6791,1602.6995,1626.3566,2203.626,1661.9694
717.3913_3.919,2988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,159970.86,NA,NA,3486.477,NA,NA,NA,NA,NA,2814.048,NA,5000.5474,NA,18293.838,22615.205,23562.096,23206.787,26973.338,25432.518,23000.668,23315.791
434.158_3.908,2990,NA,NA,944.52344,NA,NA,1392.7694,NA,NA,NA,982.6707,1272.569,NA,NA,NA,NA,1491.4584,294530.03,NA,NA,NA,NA,NA,NA,NA,NA,308240.9,NA,NA,NA,NA,659.9389,298276.34,NA,1106.4943,NA,1655.6511,806.00116,NA,NA,NA,863.2649,NA,NA,475191.66,NA,NA,1203.4172,NA,36952.117,35940.297,36868.41,38151.484,41836.83,40860.723,32982.28,34591.707
258.2187_3.933,2991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13319.403,NA,NA,34910.473,NA,NA,NA,NA,NA,14241.27,NA,14934.294,NA,31063.95,29310.684,29978.55,30481.19,24147.473,22972.57,23858.297,23765.287
715.3759_3.92,2992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17121.096,NA,NA,3377.7842,NA,NA,NA,NA,NA,3930.546,NA,8794.979,NA,3205.8708,3832.9087,3701.6367,3298.6958,3617.508,4202.1836,4437.662,5049.0024
