mz_rt,row ID,6110_U2_C18POS_34,6101_U4_C18POS_14,6109_U1_C18POS_58,6105_U3_C18POS_39,6105_U1_C18POS_43,6109_U4_C18POS_22,6113_U4_C18POS_62,6101_U1_C18POS_59,6103_U4_C18POS_53,6105_U2_C18POS_40,6111_U4_C18POS_42,6110_U3_C18POS_45,6104_U3_C18POS_32,6102_U1_C18POS_26_1,6104_U2_C18POS_19,6110_U4_C18POS_start-10,6112_U2_C18POS_37,6102_U2_C18POS_16,6102_U3_C18POS_48,6113_U2_C18POS_31,6101_U2_C18POS_30,6109_U3_C18POS_52,6102_U4_C18POS_50,6111_U2_C18POS_35,6101_U3_C18POS_29_1,6112_U4_C18POS_63,6111_U3_C18POS_54,6105_U4_C18POS_47,6113_U1_C18POS_24,6108_U1_C18POS_44,6110_U1_C18POS_11,6112_U3_C18POS_56,6108_U4_C18POS_18,6103_U3_C18POS_61,6108_U2_C18POS_27_1,6106_U4_C18POS_36,6103_U2_C18POS_60,6113_U3_C18POS_15,6106_U2_C18POS_46,6104_U1_C18POS_55,6104_U4_C18POS_12,6108_U3_C18POS_28_1,6103_U1_C18POS_21,6112_U1_C18POS_38,6106_U3_C18POS_20,6111_U1_C18POS_51,6106_U1_C18POS_23,6109_U2_C18POS_13,PooledQC8_C18POS_33,PooledQC11_C18POS_57,PooledQC7_C18POS_25,PooledQC9_C18POS_41,PooledQC12_C18POS_64,PooledQC10_C18POS_49,PooledQC6_C18POS_17,PrerunPooledQC5tryagain-addednew3_C18POS_14_1
416.8037_0.588,179,5217.101,4610.8467,6881.8374,1937.3438,2593.323,11558.248,5506.686,4253.4473,5285.7173,2225.1455,3322.8308,3041.509,3627.0984,3548.461,5001.7065,6035.639,4415.692,2746.7407,3022.779,2086.351,3968.0889,7254.5015,3535.47,3717.7903,3470.695,3276.8357,1657.9834,4148.519,NA,2503.4387,3048.2869,3207.3186,6712.8765,2578.4438,2124.698,6092.923,5004.167,2757.3372,3774.714,4008.2986,3221.0945,3952.4993,3521.3604,3873.644,3191.9026,3638.3843,3461.4922,14734.305,2782.0278,2211.9697,2953.6736,3165.9832,3139.0144,3177.1343,2961.8906,3144.8574
500.7648_0.605,180,3152.3828,2733.0547,2253.652,2572.1128,2657.8418,4455.7476,NA,1769.4045,2285.0703,1649.4291,1988.5657,1622.6956,2531.5105,3046.7065,NA,2195.454,2040.9686,2553.0156,2265.1667,2988.4287,1866.0038,4739.617,1520.7618,2488.5461,2128.569,2403.7632,3597.1663,2665.724,3626.2175,1606.676,1787.0862,1971.7169,2141.27,2915.2842,1541.1292,2797.4395,3156.346,2284.52,1880.1453,NA,3223.0002,2135.3716,2341.6343,2628.056,1231.7194,2424.59,1499.8615,7413.8457,1791.256,1400.0334,1591.5557,1479.3169,2333.472,1480.8854,1419.34,1619.9142
196.8682_0.577,181,16275.167,35200.53,47762.086,20402.816,17934.643,50247.746,12297.967,25663.24,16033.013,27602.973,22077.186,22363.469,15352.588,16794.68,18655.62,40642.492,14872.696,20561.809,7753.641,16843.51,29213.55,45775.3,30162.785,20647.377,15917.229,17865.896,18580.25,29238.607,11790.666,22612.658,29005.674,35771.16,50792.098,15608.082,12136.495,20615.375,21508.674,13674.399,10576.626,22245.033,20670.518,25808.662,12671.704,29429.854,25135.98,31655.326,35337.523,59746.938,24389.01,27947.227,28035.133,25985.06,23214.887,25357.555,24626.734,23887.076
250.8679_0.594,182,17828.229,16117.014,10251.325,4980.1084,4495.2363,9142.821,7038.483,8457.667,13586.355,6652.181,11968.007,9489.396,4566.0806,9461.397,12078.359,13006.054,7423.567,11407.093,3970.0723,3162.5703,12788.535,2589.24,9603.538,10205.178,8908.771,7013.86,4319.4434,10031.686,3273.4802,5028.0527,6681.9766,5160.2363,7875,8708.098,4529.7324,16441.63,16106.454,5705.521,15435.415,10433.212,8777.231,9187.799,9842.55,7319.76,6801.6084,8424.553,3397.882,12703.246,9816.12,7274.9873,9145.136,11612.769,8737.272,10340.361,9168.503,7291.9067
266.8423_0.593,183,6345.0034,14302.376,13769.818,2368.6064,1464.0001,20217.998,2940.3281,3663.6904,5120.443,4920.1733,5168.166,4479.339,2228.5059,5203.2524,3888.7693,14517.851,4237.4873,3555.2524,1065.4503,NA,8273.745,7107.974,9208.132,7021.95,5994.2563,3226.3777,2423.083,7458.3755,1713.9796,2848.965,3550.3506,4497.963,10307.416,2381.9895,2293.036,23918.803,7340.134,2537.2864,8158.5166,4536.547,4254.0884,4533.0977,3164.7986,4355.3213,4483.931,7801.9487,3412.9893,26247.592,6111.149,5777.927,4815.3564,4741.5205,5061.7773,3704.8098,5601.0283,4378.087
222.8788_0.592,184,3886.5874,2185.6802,3790.139,7136.1416,4994.9004,NA,6646.2744,4649.2256,5209.07,3813.5176,4893.41,6357.0654,9142.546,4090.6956,5694.1157,2203.8157,6035.0054,5671.6562,5970.1997,3293.3567,3552.968,NA,3932.8577,4823.6753,5146.588,4991.6426,4901.635,4153.9727,5764.225,4956.175,3393.076,4027.0725,1603.6398,6348.1216,12815.306,1338.6802,4801.9463,6382.8306,3733.123,5550.623,3845.715,4520.8867,3261.507,3105.2463,4547.8237,3409.2944,3222.216,1765.9664,5421.986,5019.928,4432.32,5447.5845,5945.655,4707.3765,4673.3447,5875.0347
254.8262_0.599,185,3172.7617,5077.5156,5010.445,3346.7778,3383.51,2869.465,2323.0002,3052.4385,4088.3657,4209.0005,3391.6843,4708.822,5935.817,4960.047,4183.9097,5217.7373,3838.4224,3221.8513,3485.38,2684.8635,3571.942,1777.296,3104.4963,4154.0674,2972.1233,2362.2043,3423.1455,3337.592,2465.787,1481.8374,5807.9946,5604.3037,7845.753,3974.116,4611.425,1965.9252,2792.3337,4648.364,3552.9338,3773.1309,2962.1804,3577.416,1361.0134,3710.909,4076.161,2804.3486,4847.3994,5758.459,2757.9893,3829.907,3019.7407,3203.5881,2540.0217,3633.6567,3998.6094,3988.198
264.8444_0.593,186,15160.262,25890.299,23140.58,8275.49,1916.0715,31131.752,6034.901,7777.636,10154.71,7329.5327,10693.447,9662.365,1844.5217,6370.1836,9454.447,25947.71,7211.1333,10056.752,NA,2240.3706,17194.51,14900.032,14858.618,13526.071,11601.2,5388.2036,3539.8247,12958.792,NA,3204.846,9722.111,10337.325,20232.086,6498.0015,2525.7163,39774.574,15100.004,1429.2666,15834.658,10653.323,8802.835,11118.862,7517.6855,9146.064,8183.61,17235.256,3139.0332,47984.934,11851.002,11500.515,10359.886,9198.486,10056.441,7718.894,8688.174,8797.84
248.8704_0.594,187,29745.795,31075.53,18779.43,12432.272,10366.044,21315.727,16777.186,14069.587,23865.65,12838.765,20936.059,20857.48,12618.759,20641.867,20290.498,31034.615,17254.125,19218.371,8581.05,7041.1074,22143.139,9736.081,21398.707,19006.082,17344.47,13020.196,4790.024,25363.023,7073.208,10563.345,14173.548,14301.925,17341.5,17199.773,11428.921,30652.957,26377.748,13294.89,26141.873,17163.578,17458.37,16440.576,16763.113,12186.089,14838.04,19359.676,5794.7603,24880.348,18243.164,18232.396,18502.082,20866.893,17998.592,20082.969,17758.766,20115.791
218.9197_0.594,188,16081.251,6448.3936,3197.836,6607.052,7183.0693,1929.5942,16533.365,6081.623,16446.826,4103.1616,8744.1,7808.9204,11537.555,8886.413,12113.224,4084.8281,12978.325,10331.727,14732.594,4057.6782,5410.4785,NA,6298.3774,5638.2017,6035.147,12266.882,5530.3115,10393.844,9444.909,2762.0186,3656.948,4819.778,2261.1125,10311.289,11348.926,3985.9502,11717.326,7980.8447,11564.401,11391.093,7482.044,6137.882,12351.01,6339.712,5529.8677,3582.0828,1191.7645,2010.8993,3388.561,6913.0547,8340.714,7372.586,6894.7466,7113.8237,7562.8813,7961.452
232.8966_0.594,189,47508.52,30856.541,17684.898,23678.988,21928.105,15089.312,39101.83,24739.17,42296.254,20451.25,30424.924,27196.545,30106.162,32450.396,39116.426,29466.088,35886.543,31804.742,23735.691,11535.084,25502.867,4165.8755,31176.588,29268.314,28598.832,29386.445,16336.756,35019.363,22404.77,19277.205,16586.992,17436.75,10255.97,25601.45,24814.012,24557.875,44318.203,23019.78,37540.586,34364.23,32162.059,26831.852,34830.953,22657.027,21440.041,19876.113,4190,18333.197,25659.885,24329.531,24743.965,28815.303,27069.44,25671.193,26719.562,25893.021
216.9226_0.593,190,46957.445,16064.388,10284.924,20078.963,20976.627,6714.476,41415.004,18680.264,38832.418,14831.792,27402.918,24599.928,34488.207,26854.527,38417.523,16727.412,37083.723,27408.732,34847.555,13927.769,17754.584,NA,19338.223,20165.61,18318.352,30658.232,11227.207,23644.428,25748.549,11530.257,10406.891,10278.667,5634.558,28269.7,29972.758,10073.267,34374.453,24621.936,32963.73,30773.604,21953.889,23983.814,35113.414,14146.468,17288.242,11761.592,2711.6548,4385.865,18090.07,19386.38,21604.627,19846.031,19057.355,21582.547,21180.555,24074.082
234.8938_0.594,191,22114.256,15038.377,8655.83,9050.222,8218.9,6923.2456,16008.857,12222.7295,18238.447,7009.831,14523.775,12141.207,14373.951,14618.322,17241.783,13283.782,13217.663,14895.49,8634.687,6012.1255,12387.49,1752.5874,10305.802,14250.952,10799.931,13462.688,5226.6147,14687.0625,7734.08,5269.5703,6187.245,6415.241,3252.6082,10198.063,13755.602,10864.867,20607.898,9495.284,15014.174,16607.51,14794.662,12553.725,15796.809,7499.6616,10863.8545,6971.5503,2498.0354,6741.042,8975.455,13079.954,12152.556,11766.397,12235.834,10290.768,11102.591,11572.126
214.0562_0.602,193,7987.5127,5017.5312,7808.1226,32229.297,11348.158,3502.2266,15638.097,22043.664,12931.622,13819.333,2106.625,10476.117,5128.0117,5873.223,4546.411,10501.822,2573.7092,5202.336,5256.814,33609.36,9953.13,1629.871,3302.5676,2078.0251,8459.3,1669.3049,32535.67,9385.233,3327.623,27180.896,32563.535,7658.201,9519.957,18135.045,17719.45,7348.698,18028.965,16094.817,2566.8308,6056.969,8614.036,13135.28,21706.06,1789.5706,4189.35,3886.1526,4131.947,2607.7505,8568.329,7741.001,8434.254,10306.46,9998.383,11413.398,5352.439,11338.024
238.8417_0.599,194,9471.771,10910.908,8297.239,4005.1792,3623.5403,6476.416,4718.2876,6093.2144,8545.149,6632.7607,9066.127,6194.6367,5066.715,5251.138,6441.7466,13156.324,7006.6,9381.505,4443.609,NA,8150.368,1659.5662,8696.471,7415.265,6069.219,4524.7026,2899.256,8961.786,4287.4517,5403.172,4606.28,5601.298,6702.2705,5630.667,4686.553,8789.54,9670.831,5015.421,8462.96,7238.5503,6896.8003,7634.0576,6941.7065,4263.44,4179.751,4634.245,2536.894,7940.92,7347.0117,6050.988,7251.667,9551.888,7305.923,6057.722,4987.6343,7713.767
152.0682_0.602,195,45570.266,42380.527,18425.393,34806.727,24601.322,19885.3,55459.293,30742.9,53665.004,22513.514,45710.984,60614.11,73688.63,36560.59,47323.543,61374.473,35824.1,40610.496,28360.963,59727.914,39165.617,8158.1113,29087.098,47840.54,34944.98,20607.31,41863.895,57586.16,20287.795,29055.39,32670.527,27564,16611.863,44902.027,63322.86,43330.64,77128.64,32508.748,48125.777,53548.8,37678.95,29012.107,58397.453,10652.135,4398.374,23871.285,22359.03,21241.482,32837.883,30068.803,35945.773,35660.875,44839.902,41606.266,34908.67,40221.246
200.0405_0.6,196,7086.5815,5902.413,7721.336,10946.83,15676.346,6223.7803,5725.2993,6442.2246,3986.072,15589.777,6510.204,3936.5256,19640.914,4601.849,16580.621,4216.081,7001.817,7399.9795,5196.7954,13203.043,3712.2883,2985.0051,8983.619,8661.11,5966.003,2460.7546,27734.443,9121.221,6158.16,2377.8684,6597.1367,4027.0642,1359.3975,3228.1584,3280.1187,3550.8567,2883.956,4688.5483,6377.451,16899.102,17429.926,2331.8376,6282.713,5031.7227,5968.486,8806.116,7075.4224,4924.3086,6171.205,4903.2964,5172.7266,7857.4,8477.252,6528.3657,3483.8643,9139.02
279.1331_0.669,198,3363.797,4628.4253,5274.2695,7477.617,3713.5713,2431.1226,4138.895,3626.9631,3810.3303,3848.538,12835.252,4360.22,3412.762,3840.6516,3103.7031,3635.1646,12672.049,4364.47,4401.272,8849.913,8539.698,3097.2754,4163.1953,3687.4949,3725.0945,17400.504,5602.918,4313.6865,4220.361,4591.444,4185.8745,20112.09,3452.0964,4048.3418,2658.24,3728.5696,3661.7114,3376.7102,2981.2288,4059.489,3627.589,3152.4778,10855.6455,18311.77,4006.1956,3034.8127,4597.7153,4140.133,4355.7935,4548.7603,4855.445,5643.0015,6274.1855,4647.1104,8584.0205,5462.896
96.9217_0.599,199,48408.72,32881.785,24151.959,24561.24,22084.422,16220.083,39405.684,25852.006,45468.465,24473.285,38466.125,33637.207,32985.367,38938.457,43934.066,32802.33,37999.066,36016.605,29808.646,20975.885,31629.967,4990.659,29851.559,37824.984,29203.688,31108.283,17629.559,39132.203,22446.979,27627.264,21759.334,21321.865,19855.742,36437.17,42455.473,28331.42,40637.438,30786.443,44816,35183.62,30885.63,34655.41,33752.094,25254.99,29213.396,22607.342,12778.126,18846.625,30439.525,30935.178,31094.525,26429.727,30646.146,28722.686,28751.766,29030.678
243.1104_0.6,200,18846.54,20956.535,12464.104,13500.69,13936.019,17648.652,18355.4,15944.598,20657.613,12425.314,13907.423,23919.68,20055.154,28160.639,17390.738,18949.055,21948.445,25992.166,20920.846,16213.876,15129.322,21639.934,22467.701,19422.014,16930.287,15791.111,17208.576,19788.809,18335.084,13094.509,9550.308,17774.457,9741.609,15562.572,17948.094,20977.49,23197.678,15434.737,23213.482,21725.273,15438.974,17667.512,25017.004,12981.25,8966.716,14407.932,19005.924,19663.95,13695.5205,14214.996,16664.81,14638.506,16003.731,17232.752,13862.793,16582.984
222.8677_0.599,201,19371.516,10075.266,3518.4702,6550.2993,5492.5757,2896.6511,10554.0205,7035.923,11183.914,5785.806,9535.072,11673.761,11358.476,9759.166,14981.265,9818.14,12928.535,10866.954,6744.3354,4034.3762,10372.267,NA,8968.048,11535.247,9498.744,10205.167,4033.2505,12467.175,5965.014,6214.7153,5742.525,5262.44,4815.1333,10010.657,9012.854,5884.21,15533.583,9368.569,11523.777,9403.951,8070.5483,11194.147,10000.467,6472.2666,4440.313,5892.058,2440.81,3669.0754,8471.934,9370.802,9540.797,8918.763,8841.151,9119.053,7188.4204,8371.111
240.8388_0.6,202,9294.571,9502.846,6909.023,3165.557,3406.756,3782.181,5754.8657,3287.6104,7768.7607,4432.536,5091.162,4856.7363,5956.8145,4367.0884,6686.537,7648.1045,5160.219,7124.3066,3106.7612,2384.6409,5933.4707,2334.2842,5118.898,6517.676,5349.086,4512.798,2763.0942,8027.064,2306.9312,3684.7769,4613.612,5155.0938,5170.4375,4063.5278,3477.6213,6993.852,7666.344,4073.6802,5824.6235,6354.244,5737.158,5900.5474,4300.3066,4315.0366,2732.4,3877.2874,2589.1357,5994.3555,4744.676,4821.6924,6467.965,5447.92,5932.1226,4487.4463,3296.4495,6176.4014
254.8158_0.601,203,6318.808,11037.841,11073.102,3256.1494,1810.6063,10114.142,2243.8345,2080.5347,4691.004,3897.2336,5596.5312,4214.3394,NA,4361.8975,4098.7744,13990.666,2891.287,4940.913,NA,1958.8025,6379.3877,3999.0332,6651.9136,6855.0293,4799.245,NA,1737.2706,7424.4897,1448.8458,2749.523,3845.1821,4874.24,12919.276,2619.3052,NA,11314.967,5665.061,3045.3616,5270.6284,3772.0464,5142.405,5134.488,3774.1404000000002,3395.0608,4038.957,4842.3506,3006.2148,16326.257,5221.1387,4542.295,4751.0435,5926.232,4333.3228,3918.3103,5866.315,4407.033
216.0144_0.6,204,15459.18,7250.8726,9854.174,8906.297,8686.223,11097.437,5129.45,6409.2114,4277.3545,13389.892,7987.6533,4811.209,13501.32,8482.499,17987.389,6296.3994,8191.6577,9397.422,5318.439,9477.372,4806.9194,10177.777,11680.813,9466.87,7821.4995,3908.4194,20734.453,16020.586,6966.7173,4358.7627,5661.8853,4216.4873,4140.495,3561.0947,4686.217,6203.3423,4011.9175,5228.615,14528.297,21157.336,14855.763,4278.3975,4401.5127,5813.7627,8550.947,10829.2295,18904.385,9713.392,4828.2427,9547.035,7583.1357,6744.2056,8001.1606,10273.474,4014.8599,8870.091
82.9448_0.599,205,16043.707,7561.631,3710.972,8850.629,9457.864,3373.8018,16558.693,8001.057,14029.504,7970.0977,10922.076,11853.774,16392.346,11824.114,14079.371,8213.558,16093.474,13262.808,18683.986,7261.4683000000005,8542.682,1573.6261,7839.7007,10829.174,9767.837,14329.765,9037.053,10779.699,10985.947,8969.223,6539.022,7565.6826,3838.5737,11044.777,19295.203,4498.565,13276.282,12210.698,14233.607,11611.475,9719.248,11019.75,11332.675,6876.1245,10752.006,5998.3115,3845.6182,2038.1519,8149.293,9861.541,9763.287,8980.551,10016.86,10244.945,10503.843,10190.438
206.8936_0.599,206,13349.132,3154.5642,1480.3458,6062.8945,6141.6147,NA,11765.8955,3536.196,11677.416,2709.4849,5404.733,4991.414,11105.662,7697.49,9542.191,4339.1147,12129.793,6815.0376,11098.245,4608.5503,4060.6565,NA,5054.325,5525.1123,5337.222,7217.123,2865.2073,7158.524,5383.568,4333.5923,2681.898,3669.024,1592.4253,7866.396,10928.675,2656.5076,8752.5205,9158.471,8984.598,6882.007,5835.5737,7024.2974,9154.27,3603.5127,3758.9956,2075.0735,1597.2809,2038.8828,4463.245,4747.576,7479.4673,7657.058,6269.9487,5384.595,4984.779,6306.0854
98.919_0.602,207,18006.988,16743.365,8217.951,10647.865,10512.88,7990.8784,15092.8125,12527.164,19585.348,10868.052,14645.642,15273.727,15130.005,12469.221,14923.128,16455.572,16447.371,13670.568,12575.986,9241.116,10780.863,3007.9907,13069.218,14700.879,13288.937,12727.274,9332.942,16285.213,8832.551,10715.2295,7531.573,7915.0127,8811.719,13043.53,14933.812,10995.208,16055.2705,12876.693,17858.914,15309.014,10751.289,12762.559,12594.451,9873.721,11641.039,9141.241,5531.4287,7601.5933000000005,12679.684,13726.2705,13659.938,12276.829,10382.634,11438.999,10319.242,11931.082
243.1098_0.598,208,18846.54,5066.076,12464.104,5648.743,8004.099,4007.734,18355.4,15944.598,4743.7017,12425.314,3029.4448,23919.68,20055.154,13175.775,17390.738,18949.055,21948.445,25992.166,20920.846,8054.0405,3562.4177,45045.93,22467.701,19422.014,16930.287,15791.111,17208.576,19788.809,5211.509,13094.509,9331.081,6652.9893,9741.609,15562.572,17948.094,20728.314,23197.678,14860.995,23213.482,21725.273,15438.974,17667.512,17850.03,12981.25,3991.7324,14407.932,17625.918,19663.95,13695.5205,14214.996,6271.8066,14638.506,16003.731,17232.752,13862.793,16582.984
230.03_0.604,209,14122.725,8343.958,10026.495,12241.533,5759.9463,4317.845,10850.226,12032.239,12105.442,8400.051,2958.464,9251.021,3976.367,6715.1865,3946.8926,9272.589,2368.72,7163.6577,3274.1956,14214.113,10907.319,5791.4097,5090.9297,2656.4197,6995.497,1624.2332,14758.562,14048.765,1961.0205,8534.242,23021.27,6125.984,9291.901,13549.669,9763.54,16286.671,16490.543,9695.507,5394.3604,6234.003,9934.872,11553.25,13275.006,2764.7397,6874.3774,3376.9844,7515.036,3920.0146,4060.5818,8978.017,7902.6455,7767.1636,7415.096,8815.044,4493.258,7669.434
112.9032_0.603,210,10465.555,14503.829,12044.225,8285.449,7007.3726,13128.849,6964.141,9183.788,9955.192,10937.706,11493.07,9799.016,8885.157,10800.317,9069.992,12699.159,8641.192,10356.499,6200.603,7446.0547,10765.18,9068.687,10152.447,10663.085,10742.769,9319.961,7302.774,10023.481,5031.0312,9452.475,9490.002,9886.67,12177.634,8623.139,6257.6543,13516.046,10033.75,8233.399,10307.676,8762.758,8487.235,9999.445,8987.966,9427.484,8247.036,12230.804,7466.2153,14044.996,9465.149,10174.731,9351.523,8635.477,9680.964,8530.95,9955.186,9940.694
112.8957_0.602,211,141235.83,165220.53,166688.39,99772.94,84448.055,167135.53,95199.81,111850.96,118209.97,124087.15,133196.97,117380.945,82120.625,125560.836,108267.12,162468.64,102674.13,118973.68,65973.914,84252.125,149899.19,116013.58,131630.05,141635.36,129744.02,99584.35,79128.984,132394.42,70493.37,129494.66,147448.53,131591.78,164351.47,95803.414,80197.05,167751.72,137360.84,85107.08,135571.27,100581.99,110638.74,135985.94,95482.76,127256.88,106323.35,148263.02,95757.42,171253.92,122982.15,127610.79,126701.375,122500.12,124541.46,115868.05,123833.27,106279.516
224.8648_0.599,212,12435.565,7186.135,3394.5105,5671.9595,3708.4778,1769.2692,9218.309,4182.0215,13421.541,4292.0146,7661.239,7803.9834,7421.709,7093.2554,9194.253,5873.0015,8107.0215,7421.7373,5039.3716,3244.025,5304.406,NA,5892.654,8153.993,6275.205,4819.816,2914.9548,8499.25,3886.579,4665.142,3429.408,3338.777,4167.771,7515.396,8134.988,3867.0833,8392.002,5751.4453,9837.296,7472.8896,6249.681,7260.364,7648.988,4400.877,4922.262,3269.5642,2085.7163,3038.7742,7507.9175,6361.7886,5419.0117,7737.9097,6832.768,6693.016,5181.354,6840.953
114.8931_0.603,213,58878.848,82773.75,74187.84,47403.29,41949.887,81485.44,42455.902,48172.47,47834.535,62374.93,59853.523,48795.855,39705.67,60433.547,47386.883,78313.57,48631.09,52305.94,31111.277,37671.797,67230.74,47520.02,60359.668,58572.57,55076.055,46380.45,35801.21,54788.273,32049.969,52884.43,58864.45,60331.457,85412.26,46746.754,35807.69,81248.5,56694.52,45654.914,62497.19,47889.37,50582.504,61170.06,45418.805,59383.5,46899.37,70488.33,46145.79,88195.55,55673.973,59248.527,55019.438,52819.8,53772.613,49827.887,54590.29,49410.457
211.1417_0.602,215,47255.11,42425.926,20827.771,37387.203,27627.197,19120.879,64589.715,18804.498,66909.22,32498.592,56472.426,71855.31,94543.8,45146.875,52524.19,68344.305,40677.766,48634.895,33713.79,80102.96,43113.836,6781.351,30495.16,58268.098,35670.066,23517.783,51004.305,57736.94,18829.18,28046.877,43506.258,31544.4,23939.52,51344.586,77330.664,49977.21,76844.21,38502.46,49665.797,64376.125,49406.977,33368.047,52329.266,11914.61,11180.963,35030.164,25776.488,23639.738,35534.3,34811.527,48184.164,34295.5,39093.965,46455.32,35592.273,48420.56
116.891_0.602,216,8828.497,11133.102,10555.136,6064.61,5725.447,8903.571,6656.679,4887.0166,5795.905,6478.5303,8576.644,7200.5527,5732.1675,6966.7686,6560.143,10891.498,5811.0557,7167.552,3452.9624,7093.314,10658.787,5129.5713,8101.618,7831.088,7221.334,6778.1094,4384.5605,8701.353,4806.067,6863.829,7898.3867,8795.517,10344.289,4032.941,4298.6094,12496.218,9560.706,5274.1953,8511.392,7048.567,6936.3013,7055.1694,5400.28,8574.699,8328.965,8004.229,6573.5576,12869.759,7993.3584,8412.487,7731.2505,6135.0693,7171.5996,7351.0664,6635.3413,5936.3813
208.8907_0.599,217,8291.942,3073.2075,825.8659,3200.3767,2885.5266,NA,5619.9067,3047.34,9218.984,2845.5618,4577.976,4756.253,6408.3115,6426.231,8665.83,4642.797,6582.247,4275.4116,7803.293,1947.9615,3085.204,NA,3588.208,4962.9385,5486.789,6295.703,2385.498,4235.9307,3597.628,2425.847,2124.603,1709.5134,1017.4088,5606.464,7912.0933000000005,1466.5125,8135.9834,4629.1523,5330.4287,4209.116,5638.29,3188.0005,4866.149,1892.3013,3761.3745,2427.059,NA,NA,3722.5427,4378.669,3646.8323,3644.8477,3697.1836,4395.011,2571.5576,4616.153
159.1492_0.608,218,17847.512,39944.203,43967.2,81703.25,72057.35,63559.54,48852,81884.32,30187.975,98266.68,120798.03,71032.55,50186.7,142298.8,32255.455,73131.2,38053.566,108722.12,96061.48,92756.79,49199.188,111212.414,80956.28,126196.49,55141.86,23537.033,188306.81,45125.473,142823.28,129029.92,95333.55,77841.57,105199.195,44955.094,137800.03,64915.16,31815.137,103804.16,46795.38,64940.02,75165.91,88362.89,74258.83,25629.605,30439.453,131795.44,96163.375,87673.01,21198.492,22015.031,23833.018,22422.412,21062.232,24738.19,21210.055,25337.414
227.1154_0.603,219,19112.295,22457.965,11784.347,15320.196,16585.236,23480.375,26360.594,21703.611,24295.13,17016.549,29249.477,28751.883,44047.117,27951.48,31029.53,27022.238,21723.11,22848.344,19392.46,35921.42,17975.547,20518.127,20153.822,32114.186,19948.56,12971.146,22786.123,23812.44,13286.773,13201.224,17802.203,18840.75,11621.879,21862.975,20595.582,46447.55,27759.479,15095.122,25659.293,26769.424,21693.436,13341.356,31807.389,6895.4097,9414.055,22859.24,15805.634,30686.393,20325.574,14104.828,21886.664,16511.846,19007.424,23095.2,22027.285,24590.3
194.0326_0.611,220,6262.047,7264.2363,13868.123,11837.391,13917.166,19152.275,5766.108,6807.4575,5229.817,13427.033,12576.863,6505.7524,16640.232,8451.237,17767.549,6686.818,7507.844,7097.6855,6136.0493,7695.652,9685.687,29834.723,10360.875,8781.447,6461.237,4956.5127,11222.811,11985.0625,10071.178,7006.349,9128.633,5633.9473,5583.299,2961.3728,2542.0388,4939.517,3544.7256,7288.8804,6990.5737,20607.498,19479.191,4676.548,1637.1475,6595.1597,9028.074,15604.45,13602.888,7110.712,10736.596,9577.111,8203.646,10590.191,9506.837,8279.188,10143.811,9758.272
254.8363_0.617,221,3717.205,5614.8184,9832.918,5638.6055,6848.022,9976.839,4709.0073,5815.056,4510.2305,6633.557,5771.1094,5733.8,4202.0244,7006.7876,5365.557,9166.047,4259.8403,5381.702,2949.415,5583.3345,8294.482,7277.7085,6769.0015,6050.286,5740.1494,6717.8696,5268.802,5066.977,3637.012,5412.3706,7527.5684,6964.135,9426.671,4091.48,2955.1875,7725.802,4427.159,5061.634,4225.2935,5940.083,5580.7925,5532.927,4261.642,8890.946,5280.135,8116.4004,6873.276,8428.006,6486.973,6517.9375,6853.603,5582.875,6628.7983,6439.8887,7666.4014,5730.0347
