mz_rt,row ID,6111_U2_C18POS_35,6111_U4_C18POS_42,6110_U3_C18POS_45,6110_U2_C18POS_34,6104_U2_C18POS_19,6101_U3_C18POS_29,6105_U4_C18POS_47,6109_U4_C18POS_22,6101_U1_C18POS_59,6105_U1_C18POS_43,6101_U3_C18POS_29_1,6105_U3_C18POS_39,6104_U3_C18POS_32,6102_U3_C18POS_48,6104_U1_C18POS_55,6103_U2_C18POS_60,6109_U1_C18POS_58,6105_U2_C18POS_40,6111_U3_C18POS_54,6104_U4_C18POS_12,6112_U2_C18POS_37,6101_U2_C18POS_30,6102_U1_C18POS_26_1,6106_U2_C18POS_46,6108_U1_C18POS_44,6102_U4_C18POS_50,6103_U4_C18POS_53,6109_U3_C18POS_52,6108_U2_C18POS_27,6111_U1_C18POS_51,6102_U2_C18POS_16,6112_U3_C18POS_56,6108_U4_C18POS_18,6110_U4_C18POS_start-10,6112_U4_C18POS_63,6103_U1_C18POS_21,6106_U1_C18POS_23,6101_U4_C18POS_14,6113_U1_C18POS_24,6103_U3_C18POS_61,6110_U1_C18POS_11,6112_U1_C18POS_38,6108_U3_C18POS_28_1,6106_U3_C18POS_20,6108_U2_C18POS_27_1,6108_U3_C18POS_28,6109_U2_C18POS_13,6102_U1_C18POS_26,6113_U4_C18POS_62,6113_U2_C18POS_31,6113_U3_C18POS_15,PooledQC6_C18POS_17,PooledQC9_C18POS_41,PooledQC11_C18POS_57,PooledQC10_C18POS_49,PooledQC8_C18POS_33,PrerunPooledQC5tryagain-addednew3_C18POS_14_1,PooledQC12_C18POS_64,PooledQC7_C18POS_25_1,...66
432.309_5.319,5424,1481.2568,1509.9799,2679.2454,2454.5027,1663.8264,2347.8782,1281.0358,2220.5144,1956.7966,2341.2593,2419.671,787.7794,1800.3387,2505.536,1694.5682,1704.9358,1864.9786,2699.8882,2239.8855,1477.8627,1888.2909,2484.1155,2034.1562,1457.4037,2613.8564,2820.8054,1985.025,1971.3872,3348.291,1366.1141,2607.1968,3263.7334,2934.6895,2376.578,1855.9312,1524.6,2712.3972,2424.5532,2010.1428,1155.8741,3018.117,2419.8376,2737.9836,2523.5403,3154.6758,2818.0051,1838.1713,1656.3159,1359.1248,1306.7826,2003.365,2063.7544,1876.4034,1932.1663,2117.3674,1890.2645,1823.6366,1979.2313,2191.965,NA
252.1237_5.334,5432,NA,NA,1010.62964,NA,NA,631.1566,NA,2054.0264,NA,976.06354,NA,NA,NA,1670.3427,NA,571.6576,NA,NA,NA,NA,794.8172,1056.0554,NA,1248.7661,NA,NA,1218.1493,4258.2437,1012.45996,843.5739,NA,871.93207,NA,981.41125,30940.176,996.58124,933.89087,862.42224,595.1585,744.23425,730.0528,31130.018,808.0456,834.0417,NA,NA,11515.1045,586.625,823.575,974.32086,NA,2302.492,2275.5403,3077.761,2999.79,3101.656,2857.1208,2641.3088,1669.7705,NA
400.269_5.333,5434,17295.285,7766.6934,14018.08,5614.8877,7939.256,10089.455,7502.126,19977.225,10078.966,5885.374,11817.125,9641.377,10028.293,7019.344,18169.168,9947.307,10051.531,12087.323,8562.102,11253.789,4859.74,9319.521,5933.457,4794.6245,11087.856,13735.112,9662.192,9862.861,13450.742,12274.044,10319.542,8984.184,10368.897,7168.6045,5494.583,13697.112,9525.989,8949.77,10301.377,10409.502,25512.652,10877.4795,17921.945,5882.89,14037.024,16522.494,12555.142,4411.357,7068.661,7283.566,6617.913,10796.161,10768.597,8530.907,10281.082,10087.793,10257.1,11726.458,9395.33,NA
388.3205_5.345,5441,NA,NA,NA,NA,NA,1350.0813,NA,NA,NA,NA,1903.895,NA,NA,NA,NA,1302.3334,NA,1601.8468,NA,NA,NA,1742.996,2557.231,NA,1556.7604,1099.6273,1989.9022,NA,4110.6587,NA,2276.3872,NA,9311.749,NA,NA,NA,1300.8699,NA,NA,3893.52,NA,NA,6118.936,NA,4111.3066,5509.945,NA,1981.8864,NA,NA,1644.9314,1359.0504,1457.5138,1304.503,1836.4535,2089.5723,1438.0553,1245.1494,1348.3612,NA
306.1367_5.366,5446,5957.921,4459.181,8069.3457,3414.1992,3465.5732,5594.563,3491.1377,6754.0864,9176.695,5459.08,5175.632,3416.4314,4220.735,5818.8228,6755.962,4677.7817,8027.092,7378.1504,4847.7314,11646.021,6099.2407,4670.17,7992.4976,3264.2004,9474.697,6602.4814,3818.9216,10242.174,8200.407,6811.154,6458.047,3908.958,7390.3,6838.8774,2515.9226,8601.701,7559.395,4929.3335,13260.596,6548.0767,8906.625,3191.695,9094.546,4483.8496,7350.3774,9528.627,8055.021,7526.3613,5531.919,5792.06,6567.092,6683.892,7393.957,7292.4756,6009.499,7373.6577,5897.2197,7985.6333,4269.823,NA
357.246_5.38,5448,9902.978,9002.384,14286.056,5944.8687,8615.269,32270.854,7152.5137,5357.8003,15339.085,8477.211,30984.57,9158.067,18519.525,21677.645,15433.838,12186.61,8561.894,9171.124,9373.721,17704.21,8831.872,8799.908,9615.136,4779.134,7192.8433000000005,9747.348,11961.588,5617.1646,6325.785,14650.452,10432.862,8772.32,7029.9146,17511.822,5110.3853,16398.412,12731.389,10341.321,28121.723,12419.899,41334.37,8826.999,8711.381,4824.9736,7591.1543,8624.703,6845.4565,8227.308,16155.367,10355.234,12242.572,11534.597,10582.784,10345.818,10448.236,11402.567,11728.89,13569.955,10199.168,NA
419.3148_5.366,5453,2654.2354,2497.7297,2097.87,1977.6826,1394.7015,3284.0889,2023.735,3124.981,2990.102,2771.251,2639.4583,2139.5261,1435.6223,4942.3633,2234.8281,3795.7832,4562.436,2371.772,3075.7856,2013.978,3968.6704,3549.0837,4939.316,1655.2803,3966.1719,4244.129,3975.449,4134.9463,1953.7126,2585.8367,4332.549,5699.682,3655.5508,2207.019,3393.3977,5804.2437,2782.6423,2331.3682,6295.962,3234.5505,2780.2014,4794.365,3401.116,1388.2141,2130.3628,3710.205,2972.04,3928.3245,4252.43,5079.996,4874.4717,3107.43,3349.7832,3225.3967,2665.1646,3190.0337,2772.2722,2777.2878,3652.8892,NA
358.2511_5.37,5456,2615.103,2448.9966,2968.7817,1836.447,2411.9685,5789.691,1565.0912,743.3638,3604.5798,1688.9388,4559.6875,2779.349,3288.9688,3551.0007,3231.7722,2934.3657,2762.1597,2825.0483,2805.2737,1088.4794,1946.2587,2270.568,2356.9233,1649.4703,1656.928,2121.1282,2911.8013,1142.8245,1222.012,2757.1729,1822.0073,2545.4126,1839.3677,3750.219,1290.5157,2823.9722,2950.9207,2133.8574,6547.019,2843.8313,9044.136,2578.325,3278.1606,1841.478,2321.6892,2289.5283,2542.1113,2791.8027,3116.7551,2922.893,2519.072,3026.4734,2617.0034,3064.6401,2835.3506,3233.449,2587.9534,2554.644,3627.3796,NA
184.1332_5.375,5457,4404.8687,4364.7227,5155.39,3758.1196,10280.618,11655.995,3744.7231,26725.643,8412.066,3315.2148,12209.481,5755.468,14150.909,5413.6787,14655.112,15052.705,10573.626,10355.895,4885.514,17548.58,5715.884,7840.968,3806.8208,2016.694,11570.275,5500.312,17970.352,11732.522,9202.612,4353.875,6387.3,3955.9727,14194.444,5876.4995,4191.1274,11130.999,3483.4983,5326.943,27479.389,12731.08,9526.104,11781.698,15120.192,3635.1753,12146.548,13195.346,13023.525,3414.8525,13501.503,14586.742,18775.047,8479.935,10347.017,10486.867,10444.191,7775.8115,7249.72,10224.129,5938.9185,NA
160.1331_5.377,5458,5209.5444,3209.3782,5262.663,4179.0474,8433.192,15781.157,5200.5127,24037.232,9282.759,3558.2498,13704.402,6859.4785,14514.15,7127.16,14896.006,13155.483,9018.525,11533.053,4344.31,14571.521,5581.7466,7800.4453,3617.0017,2152.1526,11763.452,4962.1777,20945.688,8256.904,9562.92,5338.86,5478.555,4078.9126,13444.959,5520.7695,4942.5454,12548.717,2903.5652,4984.1475,26980.162,12693.564,11588.0205,9421.111,12456.017,3847.446,11209.509,15020.023,13536.069,4645.202,10448.116,15461.531,16571.717,9213.238,9397.081,9319.208,8953.764,10531.968,9602.321,8655.772,4882.0645,NA
114.1277_5.378,5459,5126.9863,3566.4114,5165.5615,3228.9272,8895.298,11089.757,2833.424,18241.44,6617.6665,3596.0002,9666.014,4420.924,11215.949,4970.204,13655.171,10636.252,8278.278,8983.468,3395.0063,12307.447,4618.4814,5788.373,3576.9517,1430.0682,9039.725,5562.597,14582.118,7525.7856,9332.538,3932.4778,4717.063,4210.1064,10443.393,4299.9966,3418.1982,8528.103,1892.9803,4100.6665,21716.883,11093.818,9191.937,5925.0024,10452.468,3420.0757,10730.773,11523.707,11629.977,2991.2913,10624.261,14890.597,16164.123,7280.7695,7981.4155,6895.1875,10791.261,10076.796,6980.2183000000005,7558.5527,4605.347,NA
202.1437_5.378,5460,14793.02,12252.18,19958.625,14194.184,33098.562,44127.227,13742.123,88567.7,28702.367,13717.041,46484.805,19338.611,54824.31,20507.33,54856.035,48500.26,35884.523,44668.35,15799.18,64437.336,20533.078,31051.533,16970.248,5880.441,38049.25,20235.305,63197.777,32984.414,39943.234,16761.254,20175.021,16885.93,53611.953,16393.938,13874.256,43483.746,10390.334,22322.408,97879.99,46775.453,35526.945,30987.713,46091.008,13631.975,35831.87,47578.676,47062.105,12547.784,38707.934,54309.465,68827.04,33272.49,35277.883,36663.035,35810.4,35947.77,32439.967,34571.43,22944.51,NA
156.1382_5.377,5461,8431.19,4773.4653,10782.581,4543.8276,18390.588,23021.508,6508.5767,46705.92,15752.537,5472.5005,20611.562,9452.925,22325.629,10724.758,30795.24,27150.24,16684.74,20167.344,6465.999,28876.617,10567.567,12612.809,6390.2607,3173.4822,21249.666,8796.869,33536.094,17601.188,23348.334,8885.068,10237.503,8288.533,26576.234,7483.493,6515.993,20418.217,6614.573,10880.212,45367.75,22218.799,19424.404,15803.233,25194.697,6630.5215,21146.715,22612.223,23431.074,6672.5645,18005.215,28748.28,34793.46,16690.902,17069.625,17945.79,15938.178,16756.69,15468.637,16219.456,9959.794,NA
302.2435_5.379,5462,41348.4,19636.729,36641.402,17204.523,20279.746,19682.133,37948.574,19077.988,18216.47,22683.693,18937.201,17976.363,15195.462,21984.174,17214.814,17856.387,36065.92,36588.695,35833.742,18648.352,37180.688,19396.123,17722.139,16379.9375,37021.98,18411.281,18122.951,14446.143,37433.133,39634.957,18164.203,19329.518,38778.664,35395.3,19194.947,18133.965,38092.92,16704.924,30295.164,18866.836,41185.883,NA,40995.086,15556.4795,37349.227,38552.984,16231.596,19779.137,16801.205,18152.182,17550.988,36812.84,36704.75,36670.02,34535.023,35703.805,33535.97,38878.15,33881.855,NA
304.2382_5.389,5463,23886.87,13807.284,23378.994,6231.8926,11179.744,13251.171,17853.502,11964.331,10585.208,13382.617,14108.835,16909.223,8825.478,11247.85,8231.588,13850.954,19839.898,19581.006,18909.629,10713.648,40921,9029.565,12017.003,5273.576,32041.775,11932.389,11670.771,7049.057,23005.533,21124.68,10740.909,54600.445,31088.635,26799.713,39808.883,14380.617,25364.678,10417.214,12009.895,14791.419,21857.828,56215.133,31878.709,5873.3813,22514.229,31190.615,6479.5312,10030.991,9835.693,6662.3154,7360.301,21604.092,18950.033,20582.771,20458.307,20819.422,19263.352,22204.48,15944.266,NA
356.2429_5.38,5466,39535.066,36672.344,57706.098,23906.762,33268.453,134201.12,29428.443,18457.975,61664.87,35740.69,137812.05,35380.535,76286.11,77360.51,50725.402,46248.133,32223.7,38484.223,35005.137,67590.89,34303.652,32248.115,38704.75,18839.516,24380.156,33856.508,55980.96,19489.262,25481.533,52507.67,31839.39,33127.52,31270.37,68550.984,19243.541,57208.426,45427.465,39699.44,125617.44,46316.23,172420.89,33263.16,33408.7,21428.65,26836.832,34032.457,27722.807,34583.793,67157.99,43490.777,46984.04,45585.83,43597.504,41681.055,44997.277,41233.76,42884.555,49842.76,32590.297,NA
305.2412_5.388,5468,3745.436,1923.4696,2437.5183,1904.956,2239.9888,2367.8892,2664.8167,1873.9481,2171.2952,2802.4294,2580.2937,2850.3748,1862.7344,2457.313,1439.3088,1988.735,2583.0874,2997.8206,2712.751,1470.605,4863.719,1511.0632,2318.9868,1386.2546,4144.7334,1752.574,2087.144,1577.1809,3265.539,2772.3208,1982.918,7190.8027,3338.9827,3657.4973,6072.8086,2048.7039,4170.463,2143.9028,1559.0718,2371.1492,2752.1067,7224.0654,4552.1064,1357.1512,4052.1394,4047.4216,1367.3411,1418.7015,1383.3971,1258.0212,1362.8883,2806.0286,3048.8193,3384.3733,3216.5103,2247.4062,4138.135,3234.7554,2865.8953,NA
180.1021_5.39,5469,653.10754,1257.9786,1512.8126,2107.2744,NA,NA,838.8286,1560.627,1204.1255,1224.3566,NA,758.7399,1508.1482,NA,1931.9246,10908.804,2248.817,1042.1221,921.27686,1055.1387,1275.6962,669.59186,NA,1383.953,NA,1693.8038,6635.5234,1408.5674,632.5619,2123.2073,1738.924,750.422,NA,2989.1394,633.33655,12904.574,12154.259,1019.54004,1858.0042,11488.332,3142.5557,NA,688.16595,2270.463,NA,1215.9054,2815.884,1278.3784,1333.066,1685.477,925.8627,2881.226,2760.0017,2209.978,2907.5803,1738.4757,2130.1208,3064.5308,2176.2634,NA
305.1847_5.371,5470,1589.5734,1930.84,2654.8323,2475.7249,1916.345,930.9764,877.84155,1638.8097,988.875,964.44525,NA,810.5594,1664.6283,912.8193,2661.6455,17120.547,2168.5115,949.6559,1469.1025,1829.0527,1848.8864,NA,976.94165,1478.0178,1238.6702,2827.3416,8132.485,2230.3362,NA,3110.355,1133.3601,1111.5015,1531.3271,4622.4214,1076.4332,18071.412,14162.4,1535.4697,3180.0603,15429.165,5307.873,1004.2977,859.02295,7956.141,727.7202,1101.5204,1561.7032,1244.0394,1233.389,3248.5388,1204.25,4132.9927,3851.63,3058.0002,3186.4124,2883.0007,4615.051,3317.2485,4815.7124,NA
231.1518_5.388,5471,3643.1394,3012.5298,4707.517,2739.5557,2120.562,2509.7112,2910.1262,5426.6333,4720.163,3027.442,2820.3113,3307.0476,3262.6028,4265.4883,7129.5234,3129.4846,4647.371,4804.0166,3261.1055,9913.641,2396.3274,2930.5042,5223.003,1473.7604,3227.805,5426.796,1982.2233,3970.6213,3816.6597,3190.2546,4045.5764,4115.9507,4725.324,5352.2563,1965.8624,4893.951,4599.6367,3509.2554,6426.0615,3546.5562,7362.4766,2824.7888,4119.9004,2577.9001,3188.107,3761.306,3848.4202,4908.143,3689.2117,3789.2883,4190.2485,3684.555,4002.9038,4354.67,4053.2876,4036.655,4367.149,4625.3745,4160.066,NA
302.2682_5.384,5474,29096.412,18394.42,36917.004,8838.761,13340.122,23189.783,26278.535,18599.545,16161.351,24307.682,24172.002,24860.209,14306.654,15832.716,12560.198,21639.564,25913.969,33571.6,32108.16,14744.921,38578.49,12984.862,18862.129,6557.752,27490.39,16976.254,21459.871,9893.341,36855.215,30401.074,14962.741,23782.682,28371.596,33889.27,26652.617,25169.201,40096.625,14737.533,17902.686,25814.844,30857.334,19868.186,31444.42,8930.26,41495.55,32557.596,8977.063,14052.755,11550.502,9776.694,10163.6875,31468.398,37074.8,28412.54,32557.719,35559.3,35362.14,33246.027,25710.424,NA
202.1536_5.377,5475,1768.1707,1458.7902,2632.6057,1457.5781,3882.2114,4638.753,1703.1519,8050.1514,3277.4192,1389.0437,4211.641,2001.5079,6114.3423,2256.8804,5937.018,5355.9673,4103.7695,4427.18,1625.9174,6044.2173,2663.368,3247.2336,1563.716,763.7222,3905.4958,2128.8794,5983.313,4121.4893,4339.848,2172.151,2486.5588,1612.5098,5130.352,1924.206,1625.0974,4228.9487,1073.4768,2205.6794,10014.163,4391.8965,3963.2239,3699.7637,4314.3267,1364.4081,3623.7048,5427.6323,5433.6675,1451.9417,4566.421,6298.0044,6814.147,3813.1033,3971.4329,3369.065,3576.3943,3172.9536,3705.8738,3593.5999,2469.6138,NA
479.2038_5.358,5477,2563.6243,1251.1002,1185,999.2041,NA,2754.9465,957.5432,870.1565,1131.7717,624.9032,3438.0908,970.78125,1242.7108,1292.2048,1147.648,2325.7717,1075.938,NA,NA,1493.588,NA,905.4463,1355.8339,NA,810.4748,1624.4807,2399.313,NA,NA,1964.438,1379.4802,865.5873,2889.7551,1609.5222,NA,4382.615,8598.518,2118.929,2224.7766,6457.2476,2481.7705,NA,928.36127,1621.2915,1257.947,1324,1162.3617,1396.1155,2238.669,1292.5637,1956.0032,1713.7234,1531.1407,2287.0938,1316.4736,2024.4397,1744.5265,2036.6073,2274.2344,NA
250.1637_5.385,5483,4797.6504,4759.1436,10037.344,4996.407,3165.9546,4125.654,4732.144,7213.1333,8141.581,5614.3633,5487.2236,4009.4155,5122.357,9967.844,10592.601,4353.509,6095.124,8932.644,5505.8584,17678.268,3716.8372,4498.067,9514.439,1137.0892,5013.33,10220.413,2690.204,8378.317,4570.1074,5970.5635,5446.9204,6002.0913,8021.236,10200.226,2992.3809,6256.4883,6934.741,4736.885,11515.588,5669.8037,11741.996,3737.9214,6701.6904,3477.4197,5176.146,7626.3516,8759.753,9090.383,5946.4443,6324.537,7637.2886,8332.097,7961.84,6320.397,8653.944,6582.8237,8045.8413,9040.579,6783.4565,NA
248.1786_5.387,5484,8647.69,7881.389,15002.916,7236.2144,5776.663,9204.769,8194.761,12821.63,13624,9611.539,9709.441,8077.1875,8966.9,11394.222,15977.982,9402.282,10296.1455,15105.094,8444.572,14185.208,6993.5757,8420.803,13979.897,2753.2288,9083.596,12719.599,5262.5327,15069.118,9002.674,9808.716,10227.538,8605.133,11767.067,11608.285,5213.1426,14417.289,11892.319,9440.73,14984.169,8792.757,19955.97,8885.686,12990.379,7110.0044,10032.018,12492.764,12661.906,13304.054,9811.234,11270.794,12042.496,10185.536,10309.728,11193.051,9207.377,10236.365,9142.459,11475.991,9512.732,NA
201.0547_5.399,5485,NA,4524.675,2531.8406,1481.4128,4033.124,2893.902,1925.6019,NA,4157.679,3073.3315,2785.941,1375.0072,9150.85,3877.7793,6218.5825,2181.591,1573.0825,NA,1439.0161,3766.0056,NA,2750.63,2879.9697,NA,NA,1785.2716,1826.0403,NA,NA,2400.5715,2220.0928,NA,3285.4985,2715.399,NA,2629.8164,NA,2797.3652,1898.44,3588.3962,4155.005,NA,1476.2994,1566.6726,NA,1704.0358,1209.2257,2461.0942,3091.0818,2048.232,3756.0974,2385.4644,3136.835,2438.446,3791.3528,2201.7793,2181.9204,2582.7432,2410.9138,NA
231.141_5.391,5488,31516.582,24631.322,50792.973,23116.06,17980.049,26057.47,23349.162,46702.67,45923.027,31463.361,25839.494,31953.523,26565.742,41578.223,59264.598,29816.125,32785.77,44752.625,28573.096,89145.805,22495.059,27830.25,48818.19,6179.0845,33872.742,48973.78,14428.057,47705.66,29093.645,31473.488,36429.168,32803.93,40135.77,47298.586,15500.751,39151.43,44871.492,27713.668,64052.297,29277.637,68015.02,27435.205,39724.88,23890.3,29249.502,37538.375,37795.086,47731.918,33104.02,37338.62,42588.66,33315.26,37317,40443.133,38448.934,36226.65,35360.96,40148.73,32050.135,NA
248.1678_5.389,5490,87874.84,62548.402,168382.02,64994.953,48683.445,83114.59,67260.19,137522.34,149114.34,93940.04,81101.88,82961.445,82506.57,129346.23,185454.2,84354.13,105767.86,153003.83,83336.67,274129.88,67630.39,82460.45,181045.73,15078.541,100604.91,143602.55,46522.25,160603.36,87667,91022.3,122979.77,92027.984,128449.41,155886.64,47662.895,134939.22,130872.89,81232.055,195854.9,83267.36,210787.4,80406.05,125812.09,67548.14,84917.35,132133.36,132723.44,147881.16,90335.88,105496.2,124292.76,107995.195,108173.89,111930.48,99803.62,110338.305,105466.37,125568.95,84548.89,NA
431.298_5.394,5491,2412.3008,2664.5664,3180.6836,1676.511,3009.8145,2909.4832,1524.9164,2911.0513,1580.3726,1729.8152,2563.0613,2798.3076,2685.092,3561.206,2998.8513,9432.856,2453.0005,3239.8928,2420.2593,1518.1912,4695.1904,2555.28,2735.3137,2354.1514,4670.233,4727.255,5412.181,5096.783,3368.743,2902.8477,3982.2083,3306.615,2394.1807,1784.9763,3108.4092,7133.3257,3062.1243,2007.5922,2033.0463,5930.359,2213.263,5109.82,3292.2236,4529.018,3547.1455,3687.1006,3105.259,3279.601,1558.0121,1572.0265,2336.7996,2956.5007,3714.003,2963.5244,3449.198,3673.9387,3795.875,2597.2405,2858.9314,NA
302.2329_5.39,5492,945144.75,401304.12,696333.44,223522.62,276505.12,489831.9,550464.94,358512.22,329959.28,490696.2,488810.78,498868.1,316360.9,332561.44,269817.1,427793.16,603681.4,650007.8,606023.44,287822.5,1950427.8,290153,386218.75,186454.38,1145599.2,349487.84,444811.4,240493.8,800528.44,725828.44,321334.16,2936923.8,1119542.8,1039860.94,1892605.6,487699.8,1076049.2,314162.06,373253.03,494536.25,753066.6,3071575.2,1303871.4,206060.42,799738.7,1281138.8,200596.3,295035.4,263990.2,229181.78,236392.81,689458.6,685892.8,678347.8,685119.2,680849.94,655377.94,854483.8,516136.03,NA
303.2477_5.384,5495,18520.076,8756.105,14462.034,4699.2485,6314.8804,12221.144,12724.096,8672.561,8631.127,10719.094,11166.585,12092.389,8464.795,8196.931,6441.929,9855.965,12563.029,12845.906,13338.71,8652.794,19036.266,7522.2915,8248.334,3702.9253,18653.049,9084.536,11438.107,5665.1978,14876.485,13109.71,6591.233,19456.76,19136.203,18675.121,17876.1,6892.464,17230.842,7015.58,9599.837,11567.566,14498.339,19994.607,17596.69,5655.9683000000005,13519.64,18261.527,5669.9497,6538.489,5483.8022,6313.5127,5272.9688,14305.762,9162.297,12951.278,14122.065,10906.628,13759.87,16477.867,11472.612,NA
448.3051_5.414,5501,6899.6006,7650.1685,4145.9766,3593.9534,10127.596,10098.023,3556.3696,8913.084,7139.396,2241.844,9688.442,4875.037,6878.7104,16746.748,11847.112,56244.285,12571,6320.4136,7000.717,3571.895,8115.5884,13019.067,13974.2,6503.691,10554.544,27336.64,21043.209,23248.705,14479.332,8043.162,23850.969,6013.492,7238.1533,4986.048,6143.4263,40817.02,9514.01,9809.526,2915.8535,27046.686,4525.4214,9137.2295,12150.008,13290.105,14505.024,10879.196,13827.027,13177.134,3173.865,4615.907,3539.401,12159.636,11578.83,13399.635,11649.821,11291.224,11291.478,11748.364,11815.98,NA
577.1883_5.398,5502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20321.123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28937.043,NA,NA,NA,NA,NA,NA,47282.066,NA,NA,NA,NA,NA,NA,NA,5253.3535,3628.9883,3985.682,3332.4182,5545.0522,3733.1172,5563.1304,2261.6533,NA
290.102_5.402,5503,2341.3306,9401.747,4937.721,4955.873,18778.504,12061.64,5690.1494,1680.9949,14650.444,11643.826,11803.373,2993.859,27185.896,11839.169,22952.406,4553.037,2636.003,2172.881,4446.4556,10361.857,NA,10947.873,10959.998,1574.5284,1308.2566,5330.8804,4618.305,NA,NA,9330.01,7507.0415,1426.1553,13552.269,7966.2524,NA,8909.456,2257.1553,12856.807,6610.899,13112.973,14014.061,1645.1447,3705.2253,2055.9685,NA,4948.0825,NA,8135.206,11969.389,7448.6963,12962.166,8002.1133,7386.0156,7576.676,7502.95,7396.214,7956.559,7760.2866,5961.6606,NA
572.2333_5.395,5504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41607.734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50363.684,NA,NA,NA,NA,NA,NA,85042.016,NA,NA,NA,NA,NA,NA,NA,6885.192,7521.741,7244.264,5320.4355,8545.641,6947.127,7633.977,6435.742,NA
303.2711_5.39,5505,7457.32,3198.4817,5745.0015,1403.1644,2069.14,3603.0022,4270.6006,2833.4883,2704.2344,3516.8027,3683.3633,4003.0315,2256.1233,2581.008,1994.6171,3592.6003,4446.7256,4785.817,4866.595,2308.0454,15218.199,2083.6604,2991.6162,1202.0574,9807.123,2775.1338,3513.7012,1749.0651,6489.2515,5904.0845,2572.653,23376.59,9626.164,8387.431,15276.959,3697.1646,9111.761,2614.101,3271.0928,3897.0598,6481.5547,23281.473,11173.908,1935,7101.0215,10155.778,1642.4916,2359.5403,2127.142,1955.0559,1805.8893,5913.238,5398.069,5212.0806,5413.384,6073.2227,5099.2607,7967.748,4587.474,NA
302.2711_5.382,5507,47906.6,10305.848,36602.703,8262.515,1972.2288,9488.992,25868.188,10457.329,14786.796,9206.401,23299.805,17277.293,14048.31,7870.732,5987.1543,14501.754,30836,34824.832,31476.014,8590.763,85905.125,4397.265,10015.568,6557.752,54832.273,12052.523,17445.846,NA,42530.293,37650.34,8828.457,101035.49,55788.945,50279.53,80987.71,11684.793,52640.26,NA,19542.47,12082.37,39653.934,111720.734,61252.32,2693.693,41528.02,60781.195,8977.063,NA,4649.218,3600.6052,7957.249,37269.89,34660.242,36174.414,36183.016,35413.29,34237.496,43070.24,27826.896,NA
466.3158_5.405,5508,NA,1399.4875,1504.1018,1559.8368,2096.1992,4409.4443,1339.8213,2481.5056,3006.2422,1873.5066,3721.4722,1438.6954,1937.1055,7853.0703,3635,23563.31,3296.2578,1878.6976,1470.5355,1276.0476,2536.9065,4817.902,5080.1924,1666.5675,2616.4766,10401.933,7801.311,7221.389,4537.3325,1259.7728,11279.604,1920.0466,2902.853,1215.984,1220.3916,15234.924,2773.5186,3732.2578,1529.3298,9784.458,1600.948,2295.979,5094.859,3712.023,4293.344,4632.176,5192.259,5288.092,1497.7151,1445.1423,NA,4605.12,5376.2676,4458.8584,3659.1064,3403.2578,4221.631,3507.9382,4498.0166,NA
554.2222_5.398,5509,NA,NA,2070.0667,NA,NA,5530.5137,1249.5464,NA,NA,2880.0422,4394.9414,2341.8188,4061.7634,3974.6372,NA,NA,NA,3287.36,NA,NA,3929.4446,NA,NA,1805.2084,NA,4572.842,10962.568,NA,NA,NA,2199.965,NA,NA,4732.0244,NA,3284.4985,7889.59,4132.0146,4523.0254,919.45544,14393.126,NA,NA,NA,NA,NA,1528.0186,NA,5739.958,3987.1326,1408.957,2802.3682,1892.571,1856.6881,2042.2047,2597.072,2651.568,3090.0579,2363.949,NA
449.3085_5.415,5510,2440.1228,2746.4387,3191.4263,1876.9775,3300.6357,4206.022,1284.2104,3371.7275,2631.8704,834.1489,3864.0015,2201.732,3447.3328,5277.8,3574.388,19763.932,4222.593,2134.8005,2931.0938,1691.5709,3889.0671,4811.637,3796.449,3796.3367,3408.5623,9111.71,6634.036,8555.494,3981.0806,3751.965,8264.644,2303.204,3169.0908,1918.2169,2612.7053,15063.229,3205.457,2984.3994,1787.4384,10700.996,2350.8232,3485.6912,4796.9243,5990.4434,4777.218,3617.3481,5607.2227,4320.7246,1747.7946,1971.0092,1513.2029,3651.4702,3981.8599,4145.8423,4178.04,4001.7058,3458.7588,3572.9692,4520.8335,NA
562.3208_5.389,5512,1326.1438,1357.1182,2472.4775,NA,NA,1509.5681,1628.0419,1535.9526,1263.1023,2123.16,1349.2554,2520.723,1205.4584,1928.2432,1526.7188,1624.4744,1952.4724,2523.8025,1539.7678,2265.443,2115.098,1487.0834,1574.0747,NA,1972.1414,3363.2607,1334.4408,1745.1549,1221.1617,2841.2043,1608.0498,2630.2607,1663.9507,2550.3882,1775.7587,1828.436,999.29645,NA,NA,1501.7858,4832.2188,2168.6943,1665.7197,NA,1378.8557,2514.8086,2191.8135,2712.201,NA,1047.7037,NA,1881.0023,1823.6748,1834.1433,1547.1382,1860.5577,1884.183,1579.423,3220.0063,NA
